##54361		
Announcer	announcer	np1_nn1
Law-		nn1_jj
@!Mr-WOLF		zzq
:	:	y
@(Voiceover)		zzc
We	we	ppis2
have	have	vh0
an	a	at1
ongoing	ongoing	jj
business	business	nn1
relationship	relationship	nn1
and	and	cc
signed	sign	vvd_jj@_vvn
contracts	contract	nn2
to	to	to
deliver	deliver	vvi
episodes	episode	nn2
.	.	y
@!BOWEN		zzq
:	:	y
@(Voiceover)		zzc
Wolf	wolf	nn1
fears	fear	vvz
a	a	at1
prolonged	prolonged	jj
strike	strike	nn1
will	will	vm
get	get	vvi
viewers	viewer	nn2
out	out	ii21
of	of	ii22
the	the	at
habit	habit	nn1
of	of	io
watching	watch	vvg
television	television	nn1
.	.	y
@!Mr-WOLF		zzq
:	:	y
It	it	pph1
's	be	vbz
a	a	at1
lose	lose	vv0
situation	situation	nn1
for	for	if
everybody	everybody	pn1
.	.	y
It	it	pph1
's	be	vbz
like	like	ii
the	the	at
Cold	cold	jj
War	war	nn1
.	.	y
This	this	dd1
--		nn1
there	there	ex_rl
was	be	vbdz
a	a	at1
--		nn1_jj
a	a	at1
--		nn1_jj
an	a	at1
acronym	acronym	nn1
called	call	vvn_vvd@
MAD	mad	jj
,	,	y
which	which	ddq
was	be	vbdz
'	'	ge
mutually	mutually	rr
assured	assured	jj_vvn
destruction	destruction	nn1
.	.	y
'	'	"@_ge
@(Footage-of-Daniel-)		zzc
@!BOWEN		zzq
:	:	y
@(Voiceover)		zzc
For	for	if
set	set	nn1_jj@
dresser	dresser	nn1
Daniel	daniel	np1
Fisher	fisher	np1
,	,	y
that	that	dd1_cst
means	mean	vvz_nn
preparing	prepare	vvg
for	for	if
the	the	at
worst	bad	jjt
.	.	y
@!Mr-DANIEL-FISHER-@		zzq
:	:	y
Since	since	cs
rumor	rumor	nn1
of	of	io
this	this	dd1
started	start	vvd
last	last	md
year	year	nnt1
,	,	y
we	we	ppis2
--		nn1_jj
we	we	ppis2
've	have	vh0
put	put	vvn
a	a	rr21
little	little	rr22
away	away	rl
in	in	ii
our	our	appge
paychecks	paycheck	nn2
every	every	at1
week	week	nnt1
,	,	y
you	you	ppy
know	know	vv0
,	,	y
spend	spend	vv0
a	a	rr21
little	little	rr22
less	less	rrr_dar
.	.	y
I	i	ppis1
know	know	vv0
there	there	ex_rl
are	be	vbr
more	more	dar
people	people	nn
eating	eat	vvg_nn1
peanut	peanut	nn1
butter	butter	nn1
sandwiches	sandwich	nn2
at	at	ii
lunchtime	lunchtime	nnt1
than	than	csn
going	go	vvg
out	out	rp
to	to	ii
--		nn1_jj
to	to	ii
diners.	diners	nnu
qwq		xx
@		ii
(	(	y
Footage-from-		np1
"	"	y
Law-		nn1_jj
@!BOWEN		zzq
:	:	y
@(Voiceover)		zzc
Actor	actor	nn1
Jerry	jerry	np1
Orbach	orbach	np1
says	say	vvz
nobody	nobody	pn1
he	he	pphs1
knows	know	vvz
,	,	y
except	except	cs_ii
a	a	at1
few	few	da2
hard-liners	hard-liner	nn2
,	,	y
really	really	rr
wants	want	vvz
a	a	at1
strike	strike	nn1
.	.	y
@!Mr-ORBACH		zzq
:	:	y
The	the	at
only	only	jj
people	people	nn
who	who	pnqs
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
work	work	nn1
anyway	anyway	rr
,	,	y
and	and	cc
that	that	cst_dd1
probably	probably	rr
goes	go	vvz
for	for	if
the	the	at
writers	writer	nn2
,	,	y
too	too	rr@
.	.	y
I	i	ppis1
do	do	vd0
n't	n't	xx
know	know	vvi
what	what	ddq
's	be	vbz
worth	worth	ii
striking	strike	vvg
over	over	rp
,	,	y
but	but	ccb
certainly	certainly	rr
the	the	at
only	only	jj
leverage	leverage	nn1
that	that	cst_dd1
union	union	nn1
people	people	nn
have	have	vh0
is	be	vbz
the	the	at
threat	threat	nn1
of	of	io
a	a	at1
strike	strike	nn1
.	.	y
What	what	ddq
else	else	rr
--		zz
what	what	ddq
other	other	jj
leverage	leverage	nn1
do	do	vd0
they	they	pphs2
have	have	vhi
?	?	y
@!BOWEN		zzq
:	:	y
@(Voiceover)		zzc
And	and	cc
,	,	y
says	say	vvz
Orbach	orbach	np1
,	,	y
it	it	pph1
's	be	vbz
the	the	at
underworked	underworked	jj
actors	actor	nn2
who	who	pnqs
really	really	rr
need	need	vv0
the	the	at
help	help	nn1
.	.	y
@!Mr-ORBACH		zzq
:	:	y
Some	some	dd
90-some	90-some	dd
percent	percent	nnu
of	of	io
our	our	appge
actors	actor	nn2
are	be	vbr
out	out	ii21
of	of	ii22
work	work	nn1_vv0
most	most	dat
of	of	io
the	the	at
time	time	nnt1
.	.	y
So	so	rr
these	these	dd2
issues	issue	nn2
are	be	vbr
very	very	rg
real	real	jj
.	.	y
They	they	pphs2
're	be	vbr
life	life	nn1
and	and	cc
death	death	nn1
issues	issue	nn2
,	,	y
bread	bread	nn1
and	and	cc
butter	butter	nn1
issues	issue	nn2
,	,	y
and	and	cc
if	if	cs_csw@
you	you	ppy
care	care	vv0
at	at	ii
all	all	db
about	about	ii
people	people	nn
--		zz
people	people	nn
's	's	ge
working	working	jj@_vvg
conditions	condition	nn2
and	and	cc
their	their	appge
livelihood	livelihood	nn1
--		nn1
then	then	rt
you	you	ppy
have	have	vh0
to	to	to
be	be	vbi
on	on	ii
the	the	at
side	side	nn1
of	of	io
the	the	at
angels	angel	nn2
and	and	cc
the	the	at
union	union	nn1
.	.	y
@(Footage-of-strikin)		zzc
@!BOWEN		zzq
:	:	y
@(Voiceover)		zzc
When	when	rrq_cs
the	the	at
actors	actor	nn2
went	go	vvd
on	on	ii_rp@
strike	strike	nn1
in	in	ii
1980	1980	mc
,	,	y
Ed	ed	np1
Asner	asner	np1
was	be	vbdz
on	on	ii
the	the	at
picket	picket	nn1
line	line	nn1
and	and	cc
later	later	rrr
became	become	vvd
president	president	nn1
of	of	io
the	the	at
Screen	screen	nn1
Actors	actor	nn2
Guild	guild	nn1
.	.	y
He	he	pphs1
says	say	vvz
the	the	at
issues	issue	nn2
are	be	vbr
the	the	at
same	same	da
--		zz
economic	economic	jj
--		nn1_jj
and	and	cc
so	so	rr
is	be	vbz
the	the	at
image	image	nn1
problem	problem	nn1
,	,	y
that	that	dd1_cst
rich	rich	jj
actors	actor	nn2
are	be	vbr
simply	simply	rr
after	after	cs_ii
more	more	rrr_dar
.	.	y
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
would	would	vm
say	say	vvi
,	,	y
'	'	ge
Well	well	nn1
,	,	y
what	what	ddq
's	be	vbz
he	he	pphs1
striking	strike	vvg
about	about	rp@_ii
?	?	y
Get	get	vv0
out	out	ii21
of	of	ii22
here	here	rl
.	.	y
'	'	"@_ge
They	they	pphs2
did	do	vdd
not	not	xx
take	take	vvi
into	into	ii
account	account	nn1
until	until	cs_ii@
the	the	at
smaller	small	jjr
actors	actor	nn2
--		nn1_jj
the	the	at
--		nn1_jj
the	the	at
lower-earning	lower-earning	jjr_nn1
actors	actor	nn2
--		nn1_jj
there	there	ex_rl
are	be	vbr
no	no	at
small	small	jj
actors	actor	nn2
--		nn1
began	begin	vvd
talking	talk	vvg
about	about	ii
what	what	ddq
they	they	pphs2
earn	earn	vv0
and	and	cc
what	what	ddq
they	they	pphs2
had	have	vhd
to	to	to
do	do	vdi
to	to	to
keep	keep	vvi
alive	alive	jj
.	.	y
@(Footage-of-William)		zzc
@!BOWEN		zzq
:	:	y
@(Voiceover)		zzc
William	william	np1
Daniels	daniels	np1
is	be	vbz
president	president	nn1
of	of	io
the	the	at
Screen	screen	nn1
Actors	actor	nn2
Guild	guild	nn1
now	now	rt
.	.	y
@(Footage-of-strikin)		zzc
@!BOWEN		zzq
:	:	y
@(Voiceover)		zzc
He	he	pphs1
led	lead	vvd
a	a	at1
union	union	nn1
strike	strike	nn1_vv0
against	against	ii
advertisers	advertiser	nn2
last	last	md
year	year	nnt1
that	that	cst
shut	shut	vvd_vv0
down	down	rp
the	the	at
making	making	nn1@
of	of	io
most	most	dat
commercials	commercial	nn2
for	for	if
six	six	mc
months	month	nnt2
.	.	y
@!Mr-WILLIAM-DANIELS		zzq
:	:	y
In	in	ii
an	a	at1
odd	odd	jj
way	way	nn1
,	,	y
I	i	ppis1
think	think	vv0
it	it	pph1
--		zz
it	it	pph1
made	make	vvd
us	us	ppio2
a	a	at1
stronger	strong	jjr
union	union	nn1
being	be	vbg
able	able	jk
to	to	to
do	do	vdi
that	that	dd1
,	,	y
and	and	cc
I	i	ppis1
think	think	vv0
that	that	dd1
's	be	vbz
one	one	mc1
of	of	io
the	the	at
things	thing	nn2
that	that	cst
the	the	at
industry	industry	nn1
is	be	vbz
afraid	afraid	jj
of	of	io
right	right	nn1_jj_rr
now	now	rt
,	,	y
that	that	cst
we	we	ppis2
were	be	vbdr
able	able	jk
to	to	to
do	do	vdi
that	that	dd1
kind	kind	nn1
of	of	io
a	a	at1
strike	strike	nn1
.	.	y
They	they	pphs2
were	be	vbdr
never	never	rr
sure	sure	jj
that	that	cst
we	we	ppis2
were	be	vbdr
able	able	jk
to	to	to
do	do	vdi
that	that	dd1
,	,	y
and	and	cc
if	if	cs
we	we	ppis2
can	can	vm
do	do	vdi
it	it	pph1
then	then	rt
,	,	y
we	we	ppis2
can	can	vm
do	do	vdi
it	it	pph1
now	now	rt
.	.	y
But	but	ccb
that	that	dd1
's	be	vbz
not	not	xx
the	the	at
kind	kind	nn1
of	of	io
atmosphere	atmosphere	nn1
that	that	cst
I	i	ppis1
'm	be	vbm
trying	try	vvg
to	to	to
create	create	vvi
.	.	y
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
.	.	y
@(Aerial-footage-of-)		zzc
@!BOWEN		zzq
:	:	y
@(Voiceover)		zzc
Ironically	ironically	rr
,	,	y
all	all	db
the	the	at
talk	talk	nn1
of	of	io
a	a	at1
strike	strike	nn1
has	have	vhz
caused	cause	vvn
a	a	at1
temporary	temporary	jj
boom	boom	nn1
in	in	ii
Hollywood	hollywood	np1
.	.	y
Last	last	md
month	month	nnt1
was	be	vbdz
the	the	at
busiest	busy	jjt
January	january	npm1
ever	ever	rr
for	for	if
film	film	nn1
production	production	nn1
as	as	csa_ii@
studios	studio	nn2
stockpiled	stockpile	vvd_jj@
movies	movie	nn2
in	in	ii
a	a	at1
hurry	hurry	nn1@
--		nn1
too	too	rg
big	big	jj_rr%
a	a	at1
hurry	hurry	nn1@
,	,	y
say	say	vv0
some	some	dd
.	.	y
@!Mr-DANIELS		zzq
:	:	y
That	that	dd1
's	be	vbz
a	a	at1
definite	definite	jj
possibility	possibility	nn1
,	,	y
you	you	ppy
--		zz
that	that	cst
you	you	ppy
might	might	vm
see	see	vvi
some	some	dd
inferior	inferior	jj
material	material	nn1
.	.	y
@!BOWEN		zzq
:	:	y
Well	well	rr
,	,	y
inferior	inferior	jj
is	be	vbz
a	a	at1
very	very	rg
nice	nice	jj
way	way	nn1
to	to	to
say	say	vvi
lousy	lousy	jj
.	.	y
@!Mr-DANIELS		zzq
:	:	y
Well	well	rr
,	,	y
yes	yes	uh
.	.	y
Exactly	exactly	rr
.	.	y
@(Footage-from-vario)		zzc
@!BOWEN		zzq
:	:	y
@(Voiceover)		zzc
If	if	cs
the	the	at
writers	writer	nn2
and	and	cc
actors	actor	nn2
strike	strike	vv0
,	,	y
the	the	at
impact	impact	nn1
will	will	vm
be	be	vbi
seen	see	vvn
first	first	md
on	on	ii
network	network	nn1
TV	tv	nn1
,	,	y
scripted	script	vvd_jj@
programs	program	nn2
replaced	replace	vvn
by	by	ii
more	more	dar
of	of	io
the	the	at
so-called	so-called	jj
reality	reality	nn1
TV	tv	nn1
shows	show	nn2_vvz
and	and	cc
newsmagazines	newsmagazine	nn2
.	.	y
The	the	at
worry	worry	nn1@
for	for	if
writers	writer	nn2
and	and	cc
actors	actor	nn2
is	be	vbz
that	that	cst_dd1
more	more	dar
than	than	csn
a	a	at1
few	few	da2
of	of	io
the	the	at
replacements	replacement	nn2
will	will	vm
become	become	vvi
permanent	permanent	jj
.	.	y
qwq		xx
@		ii
(	(	y
Footage-from-		np1
"	"	y
Surv		np1_nn1
@!BOWEN		zzq
:	:	y
@(Voiceover)		zzc
Studios	studio	nn2
USA	usa	np1
president	president	nn1
David	david	np1
Kissinger	kissinger	np1
thinks	think	vvz
the	the	at
strikes	strike	nn2
may	may	vm
happen	happen	vvi
,	,	y
but	but	ccb
they	they	pphs2
do	do	vd0
n't	n't	xx
have	have	vhi
to	to	to
.	.	y
Yours	yours	ppge
is	be	vbz
a	a	at1
name	name	nn1
that	that	cst_dd1
's	be	vbz
synonymous	synonymous	jj
with	with	iw
diplomacy	diplomacy	nn1
.	.	y
Do	do	vd0
you	you	ppy
see	see	vvi
a	a	at1
way	way	nn1
out	out	ii21
of	of	ii22
this	this	dd1
?	?	y
@!Mr-KISSINGER		zzq
:	:	y
I	i	ppis1
do	do	vd0
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
avoid	avoid	vvi
this	this	dd1
.	.	y
And	and	cc
I	i	ppis1
also	also	rr
think	think	vv0
that	that	cst
it	it	pph1
's	be	vbz
sobering	sobering	jj_vvg@
for	for	if
both	both	db2
sides	side	nn2
as	as	ii_csa
the	the	at
economy	economy	nn1
worsens	worsen	vvz
to	to	to
contemplate	contemplate	vvi
making	make	vvg
a	a	at1
bad	bad	jj
situation	situation	nn1
worse	bad	rrr@_jjr
.	.	y
@(Footage-of-Bowen-a)		zzc
@!BOWEN		zzq
:	:	y
@(Voiceover)		zzc
And	and	cc
writer	writer	nn1
Adam	adam	np1
Rodman	rodman	np1_nn1
is	be	vbz
holding	hold	vvg
out	out	rp
hope	hope	vv0_nn1
that	that	cst
his	his	appge
big	big	jj
HBO	hbo	np1
break	break	nn1
wo	will	vm
n't	n't	xx
break	break	vvi
down	down	rp
.	.	y
@!Mr-RODMAN		zzq
:	:	y
I	i	ppis1
think	think	vv0
it	it	pph1
would	would	vm
be	be	vbi
almost	almost	rr
criminal	criminal	jj
if	if	cs_csw@
we	we	ppis2
end	end	vv0
up	up	rp
getting	get	vvg
into	into	ii
one	one	pn1_mc1
.	.	y
The	the	at
issues	issue	nn2
that	that	cst
are	be	vbr
on	on	ii
the	the	at
table	table	nn1
,	,	y
I	i	ppis1
think	think	vv0
,	,	y
are	be	vbr
resolvable	resolvable	jj
.	.	y
I	i	ppis1
think	think	vv0
there	there	ex
's	be	vbz
enough	enough	dd_rr
money	money	nn1
there	there	rl
that	that	cst
there	there	ex
's	be	vbz
a	a	at1
deal	deal	nn1
to	to	to
be	be	vbi
made	make	vvn
that	that	cst
both	both	db2
sides	side	nn2
can	can	vm
live	live	vvi
with	with	iw
,	,	y
and	and	cc
I	i	ppis1
think	think	vv0
my	my	appge
definition	definition	nn1
of	of	io
a	a	at1
good	good	jj
deal	deal	nn1
is	be	vbz
--		nn1_jj
is	be	vbz
something	something	pn1
that	that	cst
neither	neither	dd1
side	side	nn1
is	be	vbz
happy	happy	jj
with	with	iw
and	and	cc
both	both	db2
sides	side	nn2
can	can	vm
live	live	vvi
with	with	iw
.	.	y
@(Aerial-footage-of-)		zzc
@!BOWEN		zzq
:	:	y
@(Voiceover)		zzc
The	the	at
Writers	writer	nn2
Guild	guild	nn1
talks	talk	nn2
are	be	vbr
continuing	continue	vvg_jj
and	and	cc
the	the	at
Screen	screen	nn1
Actors	actor	nn2
are	be	vbr
waiting	wait	vvg
in	in	ii
the	the	at
wings	wing	nn2
for	for	if
their	their	appge
turn	turn	nn1
.	.	y
@(Visual-of-SUNDAY-M)		zzc
@!OSGOOD		zzq
:	:	y
@(Voiceover)		zzc
Ahead	ahead	rl
,	,	y
a	a	at1
true	true	jj
story	story	nn1
worthy	worthy	nn1@
of	of	io
Hollywood	hollywood	np1
:	:	y
The	the	at
rags-to-riches	rags-to-riches	jj
saga	saga	nn1
of	of	io
Madam	madam	nn1
C.J.	cj	np1
Walker	walker	np1
.	.	y
@(Announcements)		zzc
##54366		
COUPLES	couple	nn2
Announcer	announcer	np1_nn1
:	:	y
It	it	pph1
's	be	vbz
SUNDAY	sunday	npd1
MORNING	morning	nnt1
on	on	ii
CBS	cbs	np1
,	,	y
and	and	cc
here	here	rl
again	again	rt
is	be	vbz
Charles	charles	np1
Osgood	osgood	np1
.	.	y
@!CHARLES-OSGOOD-ho		zzq
:	:	y
We	we	ppis2
continue	continue	vv0
our	our	appge
monthlong	monthlong	nn1
look	look	nn1_vv0
at	at	ii
Couples	couple	nn2
this	this	dd1
morning	morning	nnt1
with	with	iw
a	a	at1
glimpse	glimpse	nn1
at	at	ii
a	a	at1
show	show	nn1
business	business	nn1
marriage	marriage	nn1
that	that	cst_dd1
seems	seem	vvz
to	to	to
break	break	vvi
the	the	at
mold	mold	nn1
.	.	y
As	as	csa_ii@
our	our	appge
"	"	y
60	60	mc
Minutes	minute	nnt2
"	"	y
colleague	colleague	nn1
Lesley	lesley	np1
Stahl	stahl	np1
is	be	vbz
about	about	rpk
to	to	to
show	show	vvi
us	us	ppio2
,	,	y
the	the	at
two	two	mc
halves	half	nn2
of	of	io
this	this	dd1
couple	couple	nn1
are	be	vbr
n't	n't	xx
just	just	rr
succeeding	succeed	vvg_jj
in	in	ii_rp@
their	their	appge
careers	career	nn2
;		np1
they	they	pphs2
're	be	vbr
succeeding	succeed	vvg
in	in	ii_rp@
their	their	appge
marriage	marriage	nn1
as	as	rr21_rg
well	well	rr22_rr
.	.	y
qwq		xx
@		ii
(	(	y
Footage-of-Sean-		np1
"	"	y
P	xx_p	zz1
@!LESLEY-STAHL-repor		zzq
:	:	y
@(Voiceover)		zzc
Celebrity	celebrity	nn1
couples	couple	nn2
attract	attract	vv0
a	a	at1
lot	lot	nn1
of	of	io
attention	attention	nn1
.	.	y
Unidentified	unidentified	jj
Reporters	reporter	nn2
:	:	y
Kim	kim	np1
.	.	y
Kim	kim	np1
.	.	y
Kim	kim	np1
.	.	y
@!STAHL		zzq
:	:	y
@(Voiceover)		zzc
Yet	yet	rr
when	when	cs_rrq
two	two	mc
Hollywood	hollywood	np1
types	type	nn2
get	get	vv0
married	marry	vvn
,	,	y
it	it	pph1
often	often	rr
seems	seem	vvz
the	the	at
marriage	marriage	nn1
license	license	nn1_vv0
,	,	y
like	like	ii
a	a	at1
carton	carton	nn1
of	of	io
milk	milk	nn1
,	,	y
comes	come	vvz
with	with	iw
an	a	at1
expiration	expiration	nn1
date	date	nn1
;		np1
eventually	eventually	rr
things	thing	nn2
sour	sour	vv0@_jj
.	.	y
Then	then	rt
how	how	rrq
do	do	vd0
you	you	ppy
explain	explain	vvi
actress	actress	nn1
Blythe	blythe	np1
Danner	danner	np1
and	and	cc
her	her	appge
producer-director	producer-director	jj_nn1
husband	husband	nn1
Bruce	bruce	np1
Paltrow	paltrow	np1_nn1_vv0
?	?	y
They	they	pphs2
've	have	vh0
been	be	vbn
married	married	jj_vvn%
for	for	if
31	31	mc
years	year	nnt2
.	.	y
Is	be	vbz
there	there	rl%_ex
one	one	mc1
virtue	virtue	nn1
,	,	y
one	one	mc1
quality	quality	nn1
,	,	y
that	that	cst
each	each	dd1
of	of	io
you	you	ppy
has	have	vhz
that	that	dd1
you	you	ppy
--		zz
that	that	cst_dd1
is	be	vbz
the	the	at
reason	reason	nn1
you	you	ppy
've	have	vh0
stayed	stay	vvn
together	together	rl
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
,	,	y
you	you	ppy
know	know	vv0
.	.	y
He	he	pphs1
's	be	vbz
just	just	rr_jj@
--		zz
he	he	pphs1
's	be	vbz
the	the	at
most	most	rgt
honest	honest	jj
man	man	nn1
I	i	ppis1
've	have	vh0
ever	ever	rr
met	meet	vvn
in	in	ii
my	my	appge
life	life	nn1
.	.	y
I	i	ppis1
mean	mean	vv0
,	,	y
he	he	pphs1
can	can	vm
be	be	vbi
--		zz
he	he	pphs1
can	can	vm
be	be	vbi
rough	rough	jj
,	,	y
but	but	ccb
you	you	ppy
always	always	rr
know	know	vv0
that	that	cst
you	you	ppy
're	be	vbr
getting	get	vvg
the	the	at
truth	truth	nn1
.	.	y
@!STAHL		zzq
:	:	y
And	and	cc
what	what	ddq
's	be	vbz
her	her	appge
trait	trait	nn1
or	or	cc
quality	quality	nn1
?	?	y
@!Mr-BRUCE-PALTROW-@		zzq
:	:	y
Blythe	blythe	np1
makes	make	vvz
you	you	ppy
be	be	vbi
better	better	jjr
in	in	ii
every	every	at1
way	way	nn1
.	.	y
I	i	ppis1
mean	mean	vv0
,	,	y
her	her	appge
expectations	expectation	nn2
of	of	io
everything	everything	pn1
you	you	ppy
do	do	vd0
,	,	y
I	i	ppis1
always	always	rr
feel	feel	vv0
a	a	at1
response	response	nn1
that	that	cst
I	i	ppis1
have	have	vh0
to	to	to
really	really	rr
do	do	vdi
my	my	appge
best	best	jjt_rrt
in	in	ii
every	every	at1
way	way	nn1
.	.	y
@(Photographs-of-Dan)		zzc
@!STAHL		zzq
:	:	y
@(Voiceover)		zzc
Used	use	vmk
to	to	to
be	be	vbi
you	you	ppy
said	say	vvn
the	the	at
name	name	nn1
Blythe	blythe	np1
Danner	danner	np1
and	and	cc
people	people	nn
thought	think	vvd_nn1_vvn
,	,	y
'	'	"@
Ah	ah	uh
,	,	y
yes	yes	uh
,	,	y
that	that	dd1
wonderful	wonderful	jj
actress	actress	nn1
.	.	y
'	'	"@_ge
Bruce	bruce	np1
Paltrow	paltrow	vv0_np1
many	many	da2
knew	know	vvd
as	as	ii
a	a	at1
successful	successful	jj
TV	tv	nn1
producer	producer	nn1
.	.	y
But	but	ccb
now	now	rt
they	they	pphs2
're	be	vbr
best	best	rrt
known	know	vvn
as	as	ii
Gwyneth	gwyneth	np1
's	's	ge
parents	parent	nn2
.	.	y
But	but	ccb
that	that	dd1
's	be	vbz
not	not	xx
the	the	at
only	only	jj
thing	thing	nn1
that	that	cst_dd1
makes	make	vvz
them	them	ppho2
interesting	interesting	jj
.	.	y
She	she	pphs1
's	be	vbz
mainline	mainline	jj@_nn1
Philadelphia	philadelphia	np1
.	.	y
He	he	pphs1
's	be	vbz
Jewish	jewish	jj
New	new	np1
York	york	np1
.	.	y
@!Mr-PALTROW		zzq
:	:	y
When	when	rrq_cs
we	we	ppis2
got	get	vvd
married	marry	vvn
,	,	y
I	i	ppis1
had	have	vhd
no	no	at
money	money	nn1
,	,	y
no	no	at
job	job	nn1
,	,	y
no	no	at
prospects	prospect	nn2
and	and	cc
hair	hair	nn1
out	out	rp
here	here	rl
.	.	y
All	all	db
four	four	mc
of	of	io
the	the	at
parents	parent	nn2
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
--		nn1_jj
I	i	ppis1
mean	mean	vv0
,	,	y
my	my	appge
parents	parent	nn2
thought	think	vvd_vvn
something	something	pn1
was	be	vbdz
wrong	wrong	jj_rr@
with	with	iw
me	me	ppio1
anyway	anyway	rr
.	.	y
qwq		xx
@		ii
(	(	y
Excerpt-from-		np1
"	"	y
1776	1776	mc
@!STAHL		zzq
:	:	y
@(Voiceover)		zzc
The	the	at
first	first	md
time	time	nnt1
I	i	ppis1
saw	see	vvd
Blythe	blythe	np1
Danner	danner	np1
,	,	y
she	she	pphs1
was	be	vbdz
playing	play	vvg
the	the	at
wife	wife	nn1
of	of	io
Thomas	thomas	np1
Jefferson	jefferson	np1
in	in	ii
the	the	at
musical	musical	jj_nn1@
"	"	y
1776.	1776	mc
"	"	y
qwq		xx
@		ii
(	(	y
Excerpt-from-		np1
"	"	y
1776	1776	mc
@!STAHL		zzq
:	:	y
@(Voiceover)		zzc
For	for	if
the	the	at
next	next	md
30	30	mc
years	year	nnt2
,	,	y
she	she	pphs1
would	would	vm
appear	appear	vvi
in	in	ii_rp@
scores	score	nn2
of	of	io
films	film	nn2
,	,	y
including	including	ii_vvg@
"	"	y
Prince	prince	nn1
of	of	io
Tides	tide	nn2
"	"	y
with	with	iw
Nick	nick	np1
Nolte	nolte	np1_nn1
...	...	...
qwq		xx
@		ii
(	(	y
Excerpts-from-		nn2
"	"	y
Pri	pri	np1
@!STAHL		zzq
:	:	y
@(Voiceover)		zzc
...	...	...
and	and	cc
three	three	mc
Woody	woody	np1
Allen	allen	np1
films	film	nn2
.	.	y
Yet	yet	rr
,	,	y
the	the	at
stage	stage	nn1
was	be	vbdz
her	her	appge
first	first	md
love	love	nn1
.	.	y
She	she	pphs1
won	win	vvd
a	a	at1
Tony	tony	np1
Award	award	nn1
in	in	ii
1970	1970	mc
for	for	if
"	"	y
Butterflies	butterfly	nn2
are	be	vbr
Free	free	jj
,	,	y
"	"	y
and	and	cc
has	have	vhz
starred	star	vvn
in	in	ii
numerous	numerous	jj
Broadway	broadway	nn1_np1
plays	play	vvz_nn2
ever	ever	rr
since	since	rr@
.	.	y
@(Excerpts-from-1970)		zzc
@!STAHL		zzq
:	:	y
@(Voiceover)		zzc
Bruce	bruce	np1
Paltrow	paltrow	np1_nn1
is	be	vbz
a	a	at1
writer	writer	nn1
,	,	y
producer	producer	nn1
and	and	cc
director	director	nn1
of	of	io
such	such	da
classic	classic	jj_nn1
TV	tv	nn1
series	series	nn
as	as	csa
"	"	y
The	the	at
White	white	jj
Shadow	shadow	nn1
,	,	y
"	"	y
about	about	ii
a	a	at1
basketball	basketball	nn1
coach	coach	nn1_vv0
in	in	ii
an	a	at1
inner-city	inner-city	jj
high	high	jj
school	school	nn1
,	,	y
and	and	cc
"	"	y
St.	st	np1
Elsewhere	elsewhere	np1
,	,	y
"	"	y
the	the	at
forerunner	forerunner	nn1
of	of	io
reality-based	reality-based	jj_nn1
hospital	hospital	nn1
programs	program	nn2
like	like	ii
"	"	y
ER	er	np1
.	.	y
"	"	y
So	so	rr
tell	tell	vv0
us	us	ppio2
the	the	at
love	love	nn1
story	story	nn1
.	.	y
How	how	rrq
did	do	vdd
you	you	ppy
meet	meet	vvi
?	?	y
@		ii
@		ii
