##1008654		
WHEN	when	rrq_cs
.	.	y
"	"	y
You	you	ppy
'd	have	vm
think	think	vvi
doctors	doctor	nn2
"	"	y
wives	wife	nn2
could	could	vm
afford	afford	vvi
to	to	to
pay	pay	vvi
their	their	appge
bills	bill	nn2
on	on	ii
time	time	nnt1
.	.	y
They	they	pphs2
sure	sure	rr%
nag	nag	vv0
you	you	ppy
about	about	ii
getting	get	vvg
things	thing	nn2
made	make	vvn_vvd
on	on	ii
time	time	nnt1
.	.	y
"	"	y
Mother	mother	nn1
folded	fold	vvn_vvd@
her	her	appge
lips	lip	nn2
in	in	rp@_ii
until	until	cs
they	they	pphs2
almost	almost	rr
disappeared	disappear	vvd_vvn@
.	.	y
She	she	pphs1
did	do	vdd
n't	n't	xx
have	have	vhi
Mama	mama	nn1
's	's	ge
steely	steely	jj
dignity	dignity	nn1
or	or	cc
Aunt	aunt	nnb
Vivienne	vivienne	np1
's	's	ge
sweet-pickle	sweet-pickle	nn1_jj
snap	snap	vv0_nn1%_jj@
.	.	y
Mostly	mostly	rr
she	she	pphs1
had	have	vhd
the	the	at
patience	patience	nn1
of	of	io
a	a	at1
saint	saint	nn1
.	.	y
"	"	y
I	i	ppis1
bet	bet	vv0
I	i	ppis1
know	know	vv0
where	where	rrq
to	to	to
find	find	vvi
a	a	at1
coconut	coconut	nn1
,	,	y
"	"	y
Aunt	aunt	nnb
Vivienne	vivienne	np1
said	say	vvd
with	with	iw
a	a	at1
sudden	sudden	jj
grin	grin	nn1
.	.	y
"	"	y
Now	now	rt
,	,	y
Sister-	sister-	jj_nn1
"	"	y
Aunt	aunt	nnb
Vivienne	vivienne	np1
seemed	seem	vvd
not	not	xx
to	to	to
hear	hear	vvi
.	.	y
"	"	y
It	it	pph1
's	be	vbz
Christmas	christmas	nnt1
!	!	y
"	"	y
she	she	pphs1
said	say	vvd
.	.	y
"	"	y
I	i	ppis1
'll	will	vm
make	make	vvi
divinity	divinity	nn1
,	,	y
"	"	y
Mother	mother	nn1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
a	a	at1
single	single	jj
thought	thought	nn1
:	:	y
It	it	pph1
would	would	vm
n't	n't	xx
be	be	vbi
the	the	at
same	same	da
.	.	y
ON	on	ii
CHRISTMAS	christmas	nnt1
EVE	eve	nnt1
,	,	y
AUNT	aunt	nnb
Vivienne	vivienne	np1
worked	work	vvd
a	a	at1
half	half	db
day	day	nnt1
.	.	y
She	she	pphs1
came	come	vvd
home	home	rl
after	after	ii_cs
lunch	lunch	nn1
.	.	y
When	when	cs_rrq
she	she	pphs1
spied	spy	vvd
me	me	ppio1
sitting	sit	vvg
on	on	ii
the	the	at
sofa	sofa	nn1
alone	alone	rr_jj
,	,	y
she	she	pphs1
smiled	smile	vvd
and	and	cc
said	say	vvd
,	,	y
"	"	y
Go	go	vv0
get	get	vv0
your	your	appge
coat	coat	nn1
.	.	y
"	"	y
A	a	rr21
little	little	rr22
louder	louder	rrr@
she	she	pphs1
said	say	vvd
,	,	y
"	"	y
Sister	sister	nn1
,	,	y
I	i	ppis1
'm	be	vbm
taking	take	vvg
Eva	eva	np1
shopping	shopping	nn1_vvg
.	.	y
Back	back	nn1_rp
in	in	ii
an	a	at1
hour	hour	nnt1
.	.	y
"	"	y
I	i	ppis1
seldom	seldom	rr
rode	ride	vvd
the	the	at
streetcar	streetcar	nn1
,	,	y
and	and	cc
we	we	ppis2
always	always	rr
crossed	cross	vvd_vvn
the	the	at
street	street	nn1
to	to	to
go	go	vvi
downtown	downtown	rl
.	.	y
Today	today	rt
Aunt	aunt	nnb
Vivienne	vivienne	np1
hurried	hurry	vvd
me	me	ppio1
toward	toward	ii
the	the	at
uptown	uptown	jj
stop	stop	nn1
.	.	y
At	at	ii
the	the	at
corner	corner	nn1
of	of	io
Fabon	fabon	np1_nn1
and	and	cc
Terrell	terrell	np1
,	,	y
the	the	at
streetcar	streetcar	nn1
deposited	deposit	vvd_vvn
the	the	at
last	last	md
of	of	io
its	its	z'
Negro	negro	nn1
passengers	passenger	nn2
before	before	ii
turning	turn	vvg
to	to	to
head	head	vvi
up	up	ii
the	the	at
hill	hill	nn1
.	.	y
Only	only	rr_jj
"	"	y
Coloreds	colored	np1
"	"	y
in	in	ii
uniforms	uniform	nn2
of	of	io
servicemaids	servicemaids	nn2
,	,	y
cooks	cook	nn2_vvz
,	,	y
gardeners	gardener	nn2
,	,	y
or	or	cc
the	the	at
occasional	occasional	jj
chauffeur-were	chauffeur-were	vbdr
allowed	allow	vvn
to	to	to
travel	travel	vvi
up	up	ii
that	that	dd1
hill	hill	nn1
to	to	ii
Riverside	riverside	np1
.	.	y
Mama	mama	nn1
had	have	vhd
told	tell	vvn
me	me	ppio1
,	,	y
Never	never	rr
ride	ride	vv0
past	past	ii_jj
Fabon	fabon	np1_nn1
.	.	y
As	as	csa
Aunt	aunt	nnb
Vivienne	vivienne	np1
paid	pay	vvd
our	our	appge
fare	fare	nn1
,	,	y
the	the	at
driver	driver	nn1
gave	give	vvd
her	her	ppho1
a	a	at1
hard	hard	jj
look	look	nn1
.	.	y
She	she	pphs1
just	just	rr
went	go	vvd
on	on	rp@
past	past	ii
him	him	ppho1
and	and	cc
deposited	deposit	vvd
herself	herself	ppx1
and	and	cc
me	me	ppio1
in	in	ii
seats	seat	nn2
in	in	ii
the	the	at
back	back	nn1
,	,	y
behind	behind	ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
we	we	ppis2
jerked	jerk	vvd
to	to	ii
a	a	at1
halt	halt	nn1
after	after	ii
making	make	vvg
the	the	at
turn	turn	nn1
onto	onto	ii
Fabon	fabon	np1_nn1
.	.	y
The	the	at
conductor	conductor	nn1
walked	walk	vvd
back	back	rp
to	to	to
check	check	vvi
his	his	appge
passengers	passenger	nn2
.	.	y
Aunt	aunt	nnb
Vivienne	vivienne	np1
did	do	vdd
n't	n't	xx
say	say	vvi
a	a	at1
word	word	nn1
,	,	y
just	just	rr
let	let	vv0_vvd@
her	her	appge
coat	coat	nn1
fall	fall	vvi
open	open	jj
.	.	y
She	she	pphs1
still	still	rr
had	have	vhd
on	on	ii
her	her	appge
uniform	uniform	nn1_jj
!	!	y
He	he	pphs1
looked	look	vvd
like	like	cs
he	he	pphs1
wanted	want	vvd
to	to	to
say	say	vvi
something	something	pn1
.	.	y
But	but	ccb
he	he	pphs1
did	do	vdd
n't	n't	xx
.	.	y
As	as	ii_csa
the	the	at
streetcar	streetcar	nn1
began	begin	vvd
to	to	to
chug	chug	vvi
up	up	rp
that	that	dd1_cst
shallow	shallow	jj
hill	hill	nn1
,	,	y
I	i	ppis1
felt	feel	vvd
like	like	cs%_rr%
we	we	ppis2
were	be	vbdr
the	the	at
Lone	lone	jj
Ranger	ranger	nn1
and	and	cc
Tonto	tonto	nn1_np1
riding	ride	vvg
into	into	ii
enemy	enemy	nn1
territory	territory	nn1
.	.	y
What	what	ddq
if	if	cs
we	we	ppis2
are	be	vbr
caught	catch	vvn
,	,	y
are	be	vbr
caught	catch	vvn
,	,	y
are	be	vbr
caught	catch	vvn
,	,	y
the	the	at
streetcar	streetcar	nn1
wheels	wheel	nn2
seemed	seem	vvd_vvn@
to	to	to
chatter	chatter	vvi
on	on	ii
the	the	at
tracks	track	nn2
.	.	y
Only	only	rr_jj
Riverside	riverside	np1_nn1@
did	do	vdd
n't	n't	xx
look	look	vvi
like	like	ii_cs
a	a	at1
hostile	hostile	jj
place	place	nn1
.	.	y
There	there	ex
were	be	vbdr
Christmas	christmas	nnt1
trees	tree	nn2
in	in	ii
the	the	at
windows	window	nn2
and	and	cc
wreaths	wreath	nn2
on	on	ii
the	the	at
doors	door	nn2
,	,	y
just	just	rr
like	like	vv0@_jj@
on	on	ii_rp@
our	our	appge
street	street	nn1
.	.	y
The	the	at
houses	house	nn2
were	be	vbdr
much	much	rr
the	the	at
same	same	da
,	,	y
though	though	cs
I	i	ppis1
did	do	vdd
n't	n't	xx
see	see	vvi
any	any	dd
as	as	rg
big	big	jj
as	as	csa
Mr.	mr	nnb
McDonald	mcdonald	np1
's	's	ge_vbz
yellow	yellow	jj
colonial	colonial	jj
.	.	y
By	by	ii
the	the	at
time	time	nnt1
the	the	at
streetcar	streetcar	nn1
stopped	stop	vvn_vvd
near	near	ii
the	the	at
A	a	zz1
&P,;	&p,;	x
I	i	ppis1
wondered	wonder	vvd
why	why	rrq
white	white	jj
folks	folk	nn2
made	make	vvn_vvd
such	such	da
a	a	at1
fuss	fuss	nn1
over	over	ii_rp
a	a	at1
neighborhood	neighborhood	nn1
so	so	rg
much	much	da1_rr
like	like	ii
ours	ours	ppge
.	.	y
Aunt	aunt	nnb
Vivienne	vivienne	np1
marched	march	vvd
me	me	ppio1
through	through	ii
the	the	at
doors	door	nn2
of	of	io
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
had	have	vhd
ever	ever	rr
done	do	vdn
.	.	y
Before	before	cs
we	we	ppis2
got	get	vvd
more	more	dar
than	than	csn
ten	ten	m
feet	foot	nn2
inside	inside	rl
,	,	y
a	a	at1
man	man	nn1
with	with	iw
a	a	at1
big	big	jj
pink	pink	jj
face	face	nn1
and	and	cc
a	a	at1
white	white	jj
apron	apron	nn1
stretched	stretch	vvn_vvd
across	across	ii
his	his	appge
enormous	enormous	jj
waist	waist	nn1
was	be	vbdz
looming	loom	vvg
over	over	ii
us	us	ppio2
.	.	y
"	"	y
What	what	ddq
you	you	ppy
want	want	vv0
,	,	y
gal	gal	nn1
?	?	y
"	"	y
"	"	y
I	i	ppis1
been	be	vbn
sent	send	vvn
for	for	if
a	a	at1
coconut	coconut	nn1
for	for	if
Mrs.	mrs	nnb
Bright	bright	np1
's	's	ge
ambrosia	ambrosia	nn1
,	,	y
"	"	y
my	my	appge
aunt	aunt	nn1
said	say	vvd
,	,	y
sounding	sound	vvg
impatient	impatient	jj
.	.	y
"	"	y
You	you	ppy
got	get	vvd
any	any	dd
coconuts	coconut	nn2
,	,	y
mister	mister	nn1
?	?	y
"	"	y
"	"	y
Sure	sure	rr%_jj
do	do	vd0
,	,	y
"	"	y
the	the	at
man	man	nn1
answered	answer	vvn_vvd
and	and	cc
pointed	point	vvn
to	to	ii
the	the	at
rear	rear	nn1_jj
.	.	y
With	with	iw
me	me	ppio1
right	right	rr
behind	behind	ii
her	her	ppho1
,	,	y
she	she	pphs1
walked	walk	vvd
straight	straight	rr
through	through	ii
the	the	at
store	store	nn1
to	to	ii
the	the	at
produce	produce	nn1@
section	section	nn1
and	and	cc
picked	pick	vvd_vvn
up	up	rp
a	a	at1
coconut	coconut	nn1
.	.	y
She	she	pphs1
held	hold	vvd
it	it	pph1
to	to	ii
my	my	appge
ear	ear	nn1
and	and	cc
shook	shake	vvd
it	it	pph1
.	.	y
"	"	y
Plenty	plenty	pn
of	of	io
milk	milk	nn1
?	?	y
"	"	y
I	i	ppis1
nodded	nod	vvd
,	,	y
eyes	eye	nn2
wide	wide	rr@_jj
at	at	ii
my	my	appge
aunt	aunt	nn1
's	's	ge
audacity	audacity	nn1
.	.	y
When	when	cs_rrq
she	she	pphs1
had	have	vhd
paid	pay	vvn
for	for	if
it	it	pph1
and	and	cc
we	we	ppis2
were	be	vbdr
back	back	rp
on	on	ii
the	the	at
streetcar	streetcar	nn1
,	,	y
Aunt	aunt	nnb
Vivienne	vivienne	np1
winked	wink	vvd
at	at	ii
me	me	ppio1
.	.	y
We	we	ppis2
were	be	vbdr
safely	safely	rr
back	back	rp
in	in	ii
our	our	appge
living	living	nn1
room	room	nn1
when	when	cs_rrq
she	she	pphs1
burst	burst	vvd
into	into	ii
laughter	laughter	nn1
.	.	y
"	"	y
Fooled	fool	vvd_vvn
them	them	ppho2
good	good	jj
!	!	y
But	but	ccb
we	we	ppis2
got	get	vvd
to	to	to
keep	keep	vvi
the	the	at
secret	secret	nn1
of	of	io
what	what	ddq
we	we	ppis2
've	have	vh0
done	do	vdn
.	.	y
Forever	forever	rt
.	.	y
"	"	y
Mama	mama	nn1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
the	the	at
smells	smell	nn2
of	of	io
Christmas	christmas	nnt1
dinner	dinner	nn1
in	in	ii
the	the	at
air	air	nn1
.	.	y
Mother	mother	nn1
said	say	vvd
,	,	y
"	"	y
What	what	ddq
have	have	vh0
you	you	ppy
done	do	vdn
?	?	y
"	"	y
Aunt	aunt	nnb
Vivienne	vivienne	np1
held	hold	vvd
out	out	rp
the	the	at
coconut	coconut	nn1
.	.	y
"	"	y
What	what	ddq
needed	need	vvd
doing	do	vdg
.	.	y
"	"	y
Mama	mama	nn1
gave	give	vvd
her	her	ppho1
the	the	at
look	look	nn1
.	.	y
LATER	later	rrr
THAT	that	dd1
NIGHT	night	nnt1
I	i	ppis1
COULD	could	vm
HEAR	hear	vvi
THE	the	at
three	three	mc
of	of	io
them	them	ppho2
talking	talk	vvg
softly	softly	rr
.	.	y
I	i	ppis1
usually	usually	rr
liked	like	vvd
listening	listen	vvg_nn1_jj
to	to	ii
their	their	appge
voices	voice	nn2
in	in	ii
the	the	at
darkness	darkness	nn1
.	.	y
But	but	ccb
tonight	tonight	rt
their	their	appge
murmuring	murmuring	nn1@
brought	bring	vvd_vvn
me	me	ppio1
no	no	at_uh
comfort	comfort	nn1_vv0
as	as	csa
I	i	ppis1
snuggled	snuggle	vvd
under	under	ii
the	the	at
quilt	quilt	nn1
.	.	y
I	i	ppis1
knew	know	vvd
they	they	pphs2
were	be	vbdr
having	have	vhg
a	a	at1
Discussion	discussion	nn1
.	.	y
Suddenly	suddenly	rr
I	i	ppis1
heard	hear	vvd
Mama	mama	nn1
's	's	ge
voice	voice	nn1
rise	rise	nn1
.	.	y
"	"	y
No	no	xx
need	need	nn1
to	to	to
go	go	vvi
where	where	cs
we	we	ppis2
are	be	vbr
n't	n't	xx
welcome	welcome	jj_vv0
!	!	y
"	"	y
"	"	y
Too	too	rg
proud	proud	jj
!	!	y
"	"	y
Aunt	aunt	nnb
Vivienne	vivienne	np1
snapped	snap	vvd
back	back	rp
.	.	y
That	that	dd1
scared	scare	vvd@
me	me	ppio1
.	.	y
They	they	pphs2
never	never	rr
quarreled	quarrel	vvd
.	.	y
Then	then	rt
I	i	ppis1
heard	hear	vvd
the	the	at
screen	screen	nn1
on	on	ii
the	the	at
front	front	jj_nn1
door	door	nn1
bang	bang	vv0_nn1@
shut	shut	jj_vvd_vvn_vv0
.	.	y
I	i	ppis1
went	go	vvd
to	to	ii
the	the	at
window	window	nn1
.	.	y
The	the	at
bright	bright	jj
flare	flare	nn1
from	from	ii
a	a	at1
match	match	nn1
lit	light	vvd_vvn
up	up	rp_ii@
the	the	at
porch	porch	nn1
.	.	y
After	after	cs_ii
a	a	at1
few	few	da2
seconds	second	nnt2
,	,	y
only	only	rr
the	the	at
reddish	reddish	jj
glow	glow	nn1
of	of	io
a	a	at1
cigarette	cigarette	nn1
remained	remain	vvd_vvn
.	.	y
Aunt	aunt	nnb
Vivienne	vivienne	np1
rationed	ration	vvd
her	her	appge
cigarettes	cigarette	nn2
.	.	y
She	she	pphs1
smoked	smoke	vvd
one	one	pn1_mc1
after	after	ii_cs
breakfast	breakfast	nn1
.	.	y
One	one	pn1_mc1
on	on	ii
her	her	appge
lunch	lunch	nn1
break	break	nn1
.	.	y
And	and	cc
one	one	pn1_mc1
after	after	ii_cs
dinner	dinner	nn1
.	.	y
Or	or	cc
,	,	y
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
For	for	if
her	her	ppho1
to	to	to
be	be	vbi
smoking	smoke	vvg
a	a	at1
fourth	fourth	md
,	,	y
she	she	pphs1
must	must	vm
have	have	vhi
been	be	vbn
upset	upset	vvn
.	.	y
I	i	ppis1
SCRAMBLED	scramble	vvd
BACK	back	rp
INTO	into	ii
BED	bed	nn1
AS	as	csa_ii@
Mother	mother	nn1
opened	open	vvd
the	the	at
bedroom	bedroom	nn1
door	door	nn1
.	.	y
She	she	pphs1
did	do	vdd
n't	n't	xx
say	say	vvi
a	a	at1
word	word	nn1
as	as	csa
she	she	pphs1
undressed	undress	vvd
.	.	y
When	when	cs_rrq
she	she	pphs1
got	get	vvd
under	under	ii
the	the	at
covers	cover	nn2
,	,	y
I	i	ppis1
rolled	roll	vvd
in	in	rp@_ii
close	close	rr_jj
to	to	ii
her	her	appge
warm	warm	jj
body	body	nn1
.	.	y
"	"	y
Did	do	vdd
we	we	ppis2
do	do	vdi
wrong	wrong	rr@_jj
?	?	y
"	"	y
"	"	y
No	no	xx
.	.	y
"	"	y
Mother	mother	nn1
hugged	hug	vvd
me	me	ppio1
.	.	y
"	"	y
Mama	mama	nn1
's	be	vbz
just	just	rr
being	be	vbg
stubborn	stubborn	jj
,	,	y
and	and	cc
Sister	sister	nn1
will	will	vm
provoke	provoke	vvi
her	her	ppho1
.	.	y
Mama	mama	nn1
's	be	vbz
right	right	jj
about	about	ii
one	one	mc1
thing	thing	nn1
,	,	y
though	though	cs_rr@
:	:	y
A	a	at1@_zz1
person	person	nn1
who	who	pnqs
gives	give	vvz
away	away	rl
her	her	appge
self-respect	self-respect	nn1
loses	lose	vvz
her	her	appge
most	most	rgt
precious	precious	jj
possession	possession	nn1
.	.	y
"	"	y
"	"	y
How	how	rrq
do	do	vd0
you	you	ppy
know	know	vvi
when	when	rrq
it	it	pph1
's	be	vbz
lost	lose	vvn
?	?	y
"	"	y
"	"	y
Shame	shame	nn1
burns	burn	vvz
you	you	ppy
right	right	vv0%_rr
down	down	rp
to	to	ii
the	the	at
soles	sole	nn2
of	of	io
your	your	appge
feet	foot	nn2
.	.	y
"	"	y
I	i	ppis1
did	do	vdd
n't	n't	xx
feel	feel	vvi
any	any	dd
burning	burning	jj_vvg
in	in	ii
my	my	appge
feet	foot	nn2
,	,	y
not	not	xx
even	even	rr
a	a	at1
tingle	tingle	nn1
.	.	y
But	but	ccb
I	i	ppis1
still	still	rr
had	have	vhd
a	a	at1
worrisome	worrisome	jj
feeling	feeling	nn1
.	.	y
"	"	y
Are	be	vbr
we	we	ppis2
going	go	vvg
to	to	to
have	have	vhi
Christmas	christmas	nnt1
?	?	y
"	"	y
"	"	y
Of	of	rr21
course	course	rr22
.	.	y
"	"	y
Mother	mother	nn1
sat	sit	vvd
up	up	rp
.	.	y
"	"	y
But	but	ccb
maybe	maybe	rr
Santa	santa	np1
needs	need	vvz
a	a	at1
little	little	jj
help	help	nn1
.	.	y
"	"	y
I	i	ppis1
did	do	vdd
n't	n't	xx
ask	ask	vvi
what	what	ddq
she	she	pphs1
meant	mean	vvd
as	as	csa
she	she	pphs1
got	get	vvd
out	out	ii21
of	of	ii22
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
rustling	rustle	vvg_jj@
sounds	sound	nn2_vvz
in	in	ii
the	the	at
kitchen	kitchen	nn1
.	.	y
I	i	ppis1
awoke	awake	vvd
early	early	rr_jj
to	to	to
put	put	vvi
out	out	rp
my	my	appge
gifts	gift	nn2
.	.	y
And	and	cc
there	there	rl
in	in	ii
the	the	at
living	living	nn1
room	room	nn1
was	be	vbdz
a	a	at1
small	small	jj
tree	tree	nn1
lit	light	vvn_vvd_nn1
with	with	iw
lights	light	nn2
and	and	cc
tinsel	tinsel	nn1_vv0
and	and	cc
ornaments	ornament	nn2
!	!	y
Soon	soon	rr
we	we	ppis2
were	be	vbdr
all	all	db_rr@
opening	open	vvg_jj@_nn1
gifts	gift	nn2
.	.	y
I	i	ppis1
had	have	vhd
embroidered	embroider	vvn
squares	square	nn2
of	of	io
linen	linen	nn1
from	from	ii
Mother	mother	nn1
's	's	ge
trimmings	trimming	nn2
box	box	vv0@_nn1
with	with	iw
pink	pink	jj
rosettes	rosette	nn2
and	and	cc
green	green	jj
French	french	jj_nn1
knots	knot	nn2
to	to	to
make	make	vvi
handkerchiefs	handkerchief	nn2
for	for	if
Mother	mother	nn1
,	,	y
Aunt	aunt	nnb
Vivienne	vivienne	np1
,	,	y
and	and	cc
Mama	mama	nn1
.	.	y
Aunt	aunt	nnb
Vivienne	vivienne	np1
bought	buy	vvd
Mother	mother	nn1
a	a	at1
little	little	jj
silver	silver	nn1_jj@
locket	locket	nn1
and	and	cc
a	a	at1
new	new	jj
thimble	thimble	nn1
.	.	y
Mama	mama	nn1
got	get	vvd_vvn
a	a	at1
pair	pair	nn
of	of	io
silk	silk	nn1
stockings	stocking	nn2
and	and	cc
a	a	at1
new	new	jj
comb	comb	nn1
.	.	y
Aunt	aunt	nnb
Vivienne	vivienne	np1
gave	give	vvd
me	me	ppio1
a	a	at1
pair	pair	nn
of	of	io
bright	bright	jj
red	red	nn1
knit	knit	vvd_vv0_vvn
gloves	glove	nn2
to	to	to
match	match	vvi
the	the	at
coat	coat	nn1
Mother	mother	nn1
made	make	vvd
me	me	ppio1
with	with	iw
a	a	at1
velvet	velvet	nn1
collar	collar	nn1
pieced	piece	vvn_vvd@
together	together	rl
out	out	ii21
of	of	ii22
trimmings	trimming	nn2
from	from	ii
Mrs.	mrs	nnb
Hedges	hedges	np1
's	's	ge
black	black	jj
velvet	velvet	nn1
evening	evening	nnt1
dress	dress	nn1_vv0
.	.	y
Mama	mama	nn1
had	have	vhd
made	make	vvn
new	new	jj
clothes	clothes	nn2
for	for	if
my	my	appge
only	only	jj
doll	doll	nn1
,	,	y
Peggy	peggy	np1
.	.	y
Mother	mother	nn1
had	have	vhd
fashioned	fashion	vvn
a	a	at1
new	new	jj
lace	lace	nn1
collar	collar	nn1
for	for	if
Mama	mama	nn1
's	's	ge
best	best	jjt_rrt
dress	dress	nn1_vv0
,	,	y
and	and	cc
for	for	if
Aunt	aunt	nnb
Vivienne	vivienne	np1
,	,	y
a	a	at1
velvet	velvet	nn1
tam	tam	nn1
and	and	cc
stole	steal	vvd
,	,	y
which	which	ddq
she	she	pphs1
wore	wear	vvd
to	to	ii
Christmas	christmas	nnt1
services	service	nn2
.	.	y
After	after	cs_ii
church	church	nn1
,	,	y
the	the	at
good	good	jj
white	white	jj
linen	linen	nn1
cloth	cloth	nn1
was	be	vbdz
spread	spread	vvn
on	on	ii
the	the	at
dining	dining	nn1
table	table	nn1
.	.	y
In	in	ii
the	the	at
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
.	.	y
We	we	ppis2
ate	eat	vvd
a	a	at1
delicious	delicious	jj
turkey	turkey	nn1
dinner	dinner	nn1
.	.	y
Then	then	rt
it	it	pph1
was	be	vbdz
time	time	nnt1
for	for	if
dessert	dessert	nn1
.	.	y
First	first	md
Mama	mama	nn1
sliced	slice	vvd_vvn
her	her	appge
Devil	devil	nn1
's	's	ge
Food	food	nn1
Chocolate	chocolate	nn1
Cake	cake	nn1
.	.	y
I	i	ppis1
slid	slide	vvd
my	my	appge
plate	plate	nn1
forward	forward	rl
for	for	if
a	a	at1
piece	piece	nn1
.	.	y
Then	then	rt
Aunt	aunt	nnb
Vivienne	vivienne	np1
made	make	vvd
thin	thin	jj
slices	slice	nn2
of	of	io
her	her	appge
caramel	caramel	nn1
cake	cake	nn1
,	,	y
and	and	cc
I	i	ppis1
took	take	vvd
a	a	at1
piece	piece	nn1
of	of	io
it	it	pph1
too	too	rr@
.	.	y
Finally	finally	rr
,	,	y
Mother	mother	nn1
came	come	vvd
out	out	ii21
of	of	ii22
the	the	at
kitchen	kitchen	nn1
bearing	bear	vvg
a	a	at1
three-layer	three-layer	jj_nn1
cake	cake	nn1
with	with	iw
boiled	boiled	jj
icing	icing	nn1
.	.	y
"	"	y
Coconut	coconut	nn1
cake	cake	nn1
!	!	y
"	"	y
I	i	ppis1
cried	cry	vvd
.	.	y
It	it	pph1
was	be	vbdz
a	a	at1
sight	sight	nn1
as	as	csa_rg@
wonderful	wonderful	jj
and	and	cc
rare	rare	jj
as	as	ii_csa
a	a	at1
snowball	snowball	nn1
in	in	ii
Texas	texas	np1
.	.	y
Then	then	rt
I	i	ppis1
remembered	remember	vvd
and	and	cc
sneaked	sneak	vvd
a	a	at1
peak	peak	nn1
at	at	ii
Mama	mama	nn1
.	.	y
She	she	pphs1
just	just	rr
stared	stare	vvd
at	at	ii
it	it	pph1
,	,	y
her	her	appge
eyes	eye	nn2
hard	hard	rr_jj
and	and	cc
mouth	mouth	nn1
tight	tight	rr_jj
.	.	y
Mother	mother	nn1
put	put	vvd_vv0_vvn
her	her	appge
cake	cake	nn1
on	on	ii
the	the	at
table	table	nn1
next	next	ii21
to	to	ii22
the	the	at
others	others	nn2
and	and	cc
said	say	vvd
in	in	ii_rp@
a	a	at1
clear	clear	jj
voice	voice	nn1
,	,	y
"	"	y
Christmas	christmas	nnt1
is	be	vbz
about	about	ii
love	love	nn1
.	.	y
Sister	sister	nn1
,	,	y
Mama	mama	nn1
,	,	y
Eva	eva	np1
,	,	y
this	this	dd1
is	be	vbz
my	my	appge
gift	gift	nn1
of	of	io
love	love	nn1
to	to	ii
you	you	ppy
.	.	y
"	"	y
Mama	mama	nn1
did	do	vdd
n't	n't	xx
say	say	vvi
anything	anything	pn1
to	to	ii
that	that	dd1
,	,	y
but	but	ccb
I	i	ppis1
saw	see	vvd
the	the	at
look	look	nn1
in	in	ii
her	her	appge
eyes	eye	nn2
soften	soften	vv0
as	as	csa
she	she	pphs1
turned	turn	vvd
her	her	appge
gaze	gaze	nn1
on	on	ii
me	me	ppio1
.	.	y
"	"	y
Next	next	md
year	year	nnt1
we	we	ppis2
'll	will	vm
buy	buy	vvi
that	that	dd1_cst
coconut	coconut	nn1
early	early	rr_jj
,	,	y
"	"	y
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
.	.	y
"	"	y
Save	save	vv0
everybody	everybody	pn1
's	's	ge
dignity	dignity	nn1
.	.	y
"	"	y
Sidebar	sidebar	nn1_np1@
Coconut	coconut	nn1
White	white	jj_np1_nn1@
Layer	layer	nn1
Cake	cake	nn1
This	this	dd1
recipe	recipe	nn1
was	be	vbdz
given	give	vvn
to	to	ii
me	me	ppio1
by	by	ii
my	my	appge
mother	mother	nn1
,	,	y
who	who	pnqs
got	get	vvd
it	it	pph1
from	from	ii
my	my	appge
grandmother	grandmother	nn1
.	.	y
-L.P.C.	-l.p.c	np1
-LPC	-lpc	np1_nn1
.	.	y
Sidebar	sidebar	nn1_np1@
PREP	prep	nn1
55	55	mc
minutes	minute	nnt2
plus	plus	ii
cooling	cool	vvg
BAKE	bake	vv0
about	about	rg
25	25	mc
minutes	minute	nnt2
MAKES	make	vvz
16	16	mc
servings	serving	nn2
Sidebar	sidebar	nn1_np1
CAKE	cake	nn1
3	3	mc
cups	cup	nn2_vvz
sifted	sift	vvd_vvn_jj@
cake	cake	nn1
flour	flour	nn1
1	1	mc1
tablespoon	tablespoon	nn1
baking	baking	nn1_vvg
powder	powder	nn1_vv0@
3/4	3/4	mf
teaspoon	teaspoon	nn1
salt	salt	nn1
2	2	mc
cups	cup	nn2_vvz
sugar	sugar	vv0%_nn1
2/3	2/3	mf
cup	cup	nn1
vegetable	vegetable	nn1
shortening	shorten	vvg_nn1@
5	5	mc
large	large	jj
eggs	egg	nn2
1	1	mc1
teaspoon	teaspoon	nn1
vanilla	vanilla	nn1
extract	extract	nn1_vv0
1	1	mc1
1/4	1/4	mf
cups	cup	vvz
whole	whole	jj
milk	milk	nn1
7-MINUTE	7-minute	jj
FROSTING	frosting	nn1
2	2	mc
large	large	jj
egg	egg	nn1
whites	whites	vvz@_nn2
1	1	mc1
cup	cup	nn1
sugar	sugar	nn1
1	1	mc1
