##4001269		
ABSTRACT	abstract	jj_nn1@_vv0@
<p>	<p>	y
On	on	ii
follow-up	follow-up	jj_nn1
questions	question	nn2
,	,	y
13	13	mc
children	child	nn2
answered	answer	vvd_vvn
that	that	dd1_cst
longing	longing	nn1
could	could	vm
be	be	vbi
both	both	rr
happy	happy	jj
and	and	cc
sad	sad	jj
.	.	y
Ten	ten	m
of	of	io
them	them	ppho2
were	be	vbdr
girls	girl	nn2
;	;	y
8	8	mc
were	be	vbdr
5-year-olds	5-year-olds	nn2
and	and	cc
2	2	mc
were	be	vbdr
4-year-olds	4-year-olds	nn2
.	.	y
This	this	dd1
indicates	indicate	vvz
an	a	at1
age-and	age	cc
sex-dependent	sex-dependent	jj
growing	growing	jj
awareness	awareness	nn1
of	of	io
the	the	at
dual	dual	jj
nature	nature	nn1
of	of	io
longing	longing	nn1_vvg
(	(	y
see	see	vv0
,	,	y
e.g.	eg	rex
,	,	y
Holm	holm	np1
,	,	y
1999	1999	mc
)	)	y
.	.	y
Thirty-seven	thirty-seven	mc
children	child	nn2
(	(	y
half	half	db
the	the	at
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
one	one	pn1_mc1
sad	sad	jj
,	,	y
one	one	mc1_pn1
neutral	neutral	jj
,	,	y
and	and	cc
one	one	mc1
happy	happy	jj
--	--	x
to	to	to
help	help	vvi
them	them	ppho2
decide	decide	vvi
what	what	ddq
longing	longing	nn1
feels	feel	vvz
like	like	ii_jj@_rr%
.	.	y
Fifteen	fifteen	mc
children	child	nn2
chose	choose	vvd
the	the	at
happy	happy	jj
face	face	nn1
,	,	y
and	and	cc
15	15	mc
chose	choose	vvd
the	the	at
sad	sad	jj
face	face	nn1
.	.	y
Seven	seven	mc
chose	choose	vvd
the	the	at
neutral	neutral	jj
face	face	nn1
.	.	y
Three	three	mc
children	child	nn2
pointed	point	vvn_vvd
to	to	ii
two	two	mc
or	or	cc
three	three	mc
faces	face	nn2_vvz
,	,	y
and	and	cc
they	they	pphs2
were	be	vbdr
excluded	exclude	vvn
from	from	ii
the	the	at
analysis	analysis	nn1
.	.	y
The	the	at
age	age	nn1
and	and	cc
sex	sex	nn1
differences	difference	nn2
among	among	ii
the	the	at
three	three	mc
groups	group	nn2
--	--	x
happy	happy	jj
,	,	y
sad	sad	jj
,	,	y
and	and	cc
neutral	neutral	jj
--	--	x
were	be	vbdr
not	not	xx
significant	significant	jj
.	.	y
<p>	<p>	y
The	the	at
answers	answer	nn2
to	to	ii
the	the	at
question	question	nn1
"	"	y
What	what	ddq
do	do	vd0
you	you	ppy
do	do	vdi
when	when	cs
you	you	ppy
are	be	vbr
longing	long	vvg
?	?	y
"	"	y
showed	show	vvd
that	that	cst_dd1
38	38	mc
children	child	nn2
were	be	vbdr
active	active	jj
,	,	y
most	most	dat
of	of	io
them	them	ppho2
playing	play	vvg
.	.	y
Only	only	rr
5	5	mc
were	be	vbdr
passive	passive	jj
,	,	y
just	just	rr
waiting	wait	vvg
and	and	cc
doing	do	vdg
nothing	nothing	pn1
.	.	y
Nine	nine	mc
did	do	vdd
not	not	xx
know	know	vvi
or	or	cc
did	do	vdd
not	not	xx
answer	answer	vvi
.	.	y
A	a	at1_zz1
chi-square	chi-square	nn1
analysis	analysis	nn1
showed	show	vvd
that	that	cst
the	the	at
difference	difference	nn1
among	among	ii
the	the	at
groups	group	nn2
was	be	vbdz
significant	significant	jj
,	,	y
?	?	y
(	(	y
2	2	mc
,	,	y
N	xx_n	zz1
=	=	fo
52	52	mc
)	)	y
=	=	fo
37.42	37.42	mc
,	,	y
p	xx_p	zz1
<	&lt;	fo
.001	.001	mc
.	.	y
Activity	activity	nn1
as	as	ii
a	a	at1
means	mean	nn
of	of	io
distraction	distraction	nn1
from	from	ii
the	the	at
emotion	emotion	nn1
of	of	io
homesickness	homesickness	nn1
has	have	vhz
been	be	vbn
reported	report	vvn
by	by	ii
Thurber	thurber	np1_nn1
and	and	cc
Weisz	weisz	np1
(	(	y
1997	1997	mc
)	)	y
and	and	cc
as	as	ii_csa
a	a	at1
distraction	distraction	nn1
from	from	ii
the	the	at
emotion	emotion	nn1
of	of	io
longing	long	vvg_nn1
by	by	ii
Holm	holm	np1
et	et	ra21
al	al	ra22
.	.	y
(	(	y
2000	2000	mc
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
Are	be	vbr
you	you	ppy
longing	long	vvg
for	for	if
something	something	pn1
when	when	cs_rrq
you	you	ppy
are	be	vbr
at	at	ii
home	home	nn1
?	?	y
"	"	y
Six	six	mc
were	be	vbdr
longing	long	vvg
for	for	if
parents	parent	nn2
and	and	cc
relatives	relative	nn2
,	,	y
9	9	mc
for	for	if
playmates	playmate	nn2
,	,	y
9	9	mc
for	for	if
playing	play	vvg
and	and	cc
toys	toy	nn2
,	,	y
2	2	mc
for	for	if
animals	animal	nn2
,	,	y
whereas	whereas	cs
15	15	mc
of	of	io
then	then	rt
said	say	vvd
"	"	y
Nothing	nothing	pn1
"	"	y
or	or	cc
"	"	y
I	i	ppis1
do	do	vd0
n't	n't	xx
know	know	vvi
.	.	y
"	"	y
The	the	at
difference	difference	nn1
was	be	vbdz
significant	significant	jj
,	,	y
?	?	y
(	(	y
4	4	mc
,	,	y
N	xx_n	zz1
=	=	fo
41	41	mc
)	)	y
=	=	fo
11.08	11.08	mc
,	,	y
p	xx_p	zz1
<	&lt;	fo
.05	.05	mc
.	.	y
In	in	ii31
answer	answer	ii32
to	to	ii33
the	the	at
question	question	nn1
"	"	y
Are	be	vbr
you	you	ppy
longing	long	vvg
for	for	if
something	something	pn1
when	when	cs_rrq
you	you	ppy
are	be	vbr
at	at	ii
preschool	preschool	jj_nn1@
?	?	y
"	"	y
6	6	mc
children	child	nn2
said	say	vvd
they	they	pphs2
longed	long	vvd
for	for	if
parents	parent	nn2
and	and	cc
relatives	relative	nn2
,	,	y
7	7	mc
longed	long	vvd_vvn
for	for	if
playmates	playmate	nn2
,	,	y
4	4	mc
wanted	want	vvd_vvn
to	to	to
play	play	vvi
,	,	y
5	5	mc
longed	long	vvd_vvn
for	for	if
home	home	nn1
,	,	y
and	and	cc
17	17	mc
responded	respond	vvd_vvn
that	that	cst
they	they	pphs2
longed	long	vvd
for	for	if
nothing	nothing	pn1
or	or	cc
said	say	vvd
"	"	y
do	do	vd0
n't	n't	xx
know	know	vvi
.	.	y
"	"	y
The	the	at
difference	difference	nn1
was	be	vbdz
significant	significant	jj
,	,	y
?	?	y
(	(	y
4	4	mc
,	,	y
N	xx_n	zz1
=	=	fo
39	39	mc
)	)	y
=	=	fo
14.21	14.21	mc
,	,	y
p	xx_p	zz1
<	&lt;	fo
.01	.01	mc
.	.	y
A	a	at1_zz1
relatively	relatively	rr
large	large	jj
proportion	proportion	nn1
of	of	io
the	the	at
children	child	nn2
did	do	vdd
not	not	xx
seem	seem	vvi
to	to	to
be	be	vbi
longing	long	vvg
in	in	ii_rp@
these	these	dd2
contexts	context	nn2
or	or	cc
were	be	vbdr
not	not	xx
aware	aware	jj
of	of	io
such	such	da
feelings	feeling	nn2
.	.	y
<p>	<p>	y
Twenty-six	twenty-six	mc
children	child	nn2
were	be	vbdr
also	also	rr
asked	ask	vvn
,	,	y
"	"	y
Do	do	vd0
you	you	ppy
talk	talk	vvi
to	to	ii
someone	someone	pn1
when	when	cs_rrq
you	you	ppy
are	be	vbr
longing	long	vvg
?	?	y
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
;	;	y
7	7	mc
said	say	vvd_jj%
playmates	playmate	nn2
;	;	y
6	6	mc
said	say	vvd_jj%
brothers	brother	nn2
,	,	y
sisters	sister	nn2
,	,	y
and	and	cc
relatives	relative	nn2
;	;	y
1	1	mc1
said	say	vvd
my	my	appge
pet	pet	nn1
and	and	cc
myself	myself	ppx1
;	;	y
2	2	mc
children	child	nn2
did	do	vdd
not	not	xx
know	know	vvi
.	.	y
Almost	almost	rr
all	all	db
the	the	at
children	child	nn2
talked	talk	vvn_vvd
to	to	ii
some	some	dd
person	person	nn1
,	,	y
and	and	cc
there	there	ex
was	be	vbdz
a	a	at1
significant	significant	jj
difference	difference	nn1
among	among	ii
the	the	at
categories	category	nn2
,	,	y
?	?	y
(	(	y
4	4	mc
,	,	y
N	xx_n	zz1
=	=	fo
26	26	mc
)	)	y
=	=	fo
10.53	10.53	mc
,	,	y
p	xx_p	zz1
<	&lt;	fo
.05	.05	mc
.	.	y
<p>	<p>	y
One	one	mc1
conclusion	conclusion	nn1
we	we	ppis2
reached	reach	vvd
from	from	ii
the	the	at
results	result	nn2
of	of	io
this	this	dd1
study	study	nn1
is	be	vbz
that	that	cst
it	it	pph1
may	may	vm
not	not	xx
be	be	vbi
fruitful	fruitful	jj
to	to	to
interview	interview	vvi
such	such	da
young	young	jj
children	child	nn2
,	,	y
as	as	csa
we	we	ppis2
did	do	vdd
here	here	rl
,	,	y
because	because	cs
sex-and	sex	cc
age-limitations	age-limitations	nn2
to	to	ii
the	the	at
understanding	understanding	nn1
of	of	io
longing	longing	nn1_vvg
exist	exist	vv0
in	in	ii_rp@
these	these	dd2
young	young	jj
children	child	nn2
.	.	y
The	the	at
levels	level	nn2
of	of	io
verbal	verbal	jj
,	,	y
cognitive	cognitive	jj
,	,	y
and	and	cc
emotional	emotional	jj
development	development	nn1
in	in	ii
these	these	dd2
age	age	nn1_vv0@
groups	group	nn2
make	make	vv0
the	the	at
proportion	proportion	nn1
of	of	io
potential	potential	jj_nn1
candidates	candidate	nn2
for	for	if
direct	direct	jj_rr@
interviewing	interviewing	nn1@_vvg_jj@
limited	limit	vvn_jj
.	.	y
Several	several	da2
of	of	io
the	the	at
children	child	nn2
in	in	ii
this	this	dd1
study	study	nn1
answered	answer	vvd_vvn
only	only	rr
a	a	at1
few	few	da2
of	of	io
the	the	at
planned	planned	jj@
questions	question	nn2
,	,	y
and	and	cc
that	that	cst_dd1
limited	limit	vvd@_vvn
the	the	at
value	value	nn1
of	of	io
the	the	at
statistical	statistical	jj
analyses	analysis	nn2
.	.	y
Perhaps	perhaps	rr
interviews	interview	nn2
that	that	cst
take	take	vv0
place	place	nn1
in	in	ii
some	some	dd
other	other	jj
context	context	nn1
than	than	csn
in	in	ii
the	the	at
preschool	preschool	nn1@_jj
may	may	vm
extract	extract	vvi
more	more	dar
answers	answer	nn2
and	and	cc
yield	yield	vvi
better	better	jjr
results	result	nn2
.	.	y
<p>	<p>	y
We	we	ppis2
did	do	vdd
not	not	xx
find	find	vvi
any	any	dd
differences	difference	nn2
between	between	ii
the	the	at
countries	country	nn2
,	,	y
probably	probably	rr
because	because	cs
these	these	dd2
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
in	in	ii
countries	country	nn2
that	that	cst
differ	differ	vv0
considerably	considerably	rr
may	may	vm
show	show	vvi
other	other	jj
results	result	nn2
(	(	y
e.g.	eg	rex
,	,	y
Jolley	jolley	np1_nn1
,	,	y
Zhi	zhi	np1_nn1
,	,	y
&;	&;	x
Thomas	thomas	np1
,	,	y
1998	1998	mc
)	)	y
.	.	y
We	we	ppis2
did	do	vdd
find	find	vvi
an	a	at1
age-and	age	cc
sex-related	sex-related	jj_nn1
result	result	nn1
.	.	y
The	the	at
girls	girl	nn2
'	'	ge
answers	answer	nn2
often	often	rr
were	be	vbdr
longer	long	rrr_jjr
than	than	csn
the	the	at
answers	answer	nn2
given	give	vvn
by	by	ii
the	the	at
boys	boy	nn2
.	.	y
A	a	at1
comparison	comparison	nn1
of	of	io
the	the	at
answers	answer	nn2
to	to	ii
the	the	at
first	first	md
two	two	mc
questions	question	nn2
indicated	indicate	vvd_vvn
that	that	cst
most	most	dat
children	child	nn2
have	have	vh0
experienced	experience	vvn
longing	longing	nn1_vvg
,	,	y
but	but	ccb
not	not	xx
all	all	db
children	child	nn2
seem	seem	vv0
to	to	to
be	be	vbi
able	able	jk
to	to	to
use	use	vvi
the	the	at
concept	concept	nn1
or	or	cc
describe	describe	vv0
it	it	pph1
verbally	verbally	rr
.	.	y
<p>	<p>	y
Part	part	nn1
of	of	io
this	this	dd1
research	research	nn1
was	be	vbdz
made	make	vvn
possible	possible	jj
by	by	ii
a	a	at1
grant	grant	nn1
from	from	ii
the	the	at
research	research	nn1
program	program	nn1_vv0@
The	the	at
Reflecting	reflect	vvg
Citizen	citizen	nn1
,	,	y
School	school	nn1
of	of	io
Education	education	nn1
and	and	cc
Communication	communication	nn1
,	,	y
Jnkping	jnkping	vvg_np1
University	university	nn1
.	.	y
<p>	<p>	y
Address	address	nn1_vv0@
correspondence	correspondence	nn1
to	to	ii
Olle	olle	np1
Holm	holm	np1
,	,	y
School	school	nn1
of	of	io
Education	education	nn1
and	and	cc
Communication	communication	nn1
,	,	y
Jnkping	jnkping	vvg_np1
University	university	nn1
,	,	y
Box	box	nn1
1026	1026	mc
,	,	y
551	551	mc
11	11	mc
Jnkping	jnkping	np1
,	,	y
Sweden	sweden	np1
;	;	y
olle.holm@hlk.hj.se	olle.holm@hlk.hj.se	fo
(	(	y
e-mail	e-mail	nn1
)	)	y
.	.	y
<p>	<p>	y
##4001273		
ABSTRACT	abstract	jj_nn1@_vv0@
.	.	y
The	the	at
authors	author	nn2
examined	examine	vvd_vvn
how	how	rrq
patriarchy	patriarchy	nn1
,	,	y
sexism	sexism	nn1
,	,	y
and	and	cc
gender	gender	nn1
influence	influence	vv0_nn1
Turkish	turkish	jj
college	college	nn1
students	student	nn2
'	'	ge
attitudes	attitude	nn2
toward	toward	ii
women	woman	nn2
managers	manager	nn2
.	.	y
Turkish	turkish	jj
undergraduate	undergraduate	nn1
students	student	nn2
(	(	y
N	xx_n	zz1
=	=	fo
183	183	mc
)	)	y
from	from	ii
Middle	middle	jj
East	east	nd1
Technical	technical	jj
University	university	nn1
completed	complete	vvd_vvn_jj@
questionnaires	questionnaire	nn2
measuring	measure	vvg
attitudes	attitude	nn2
toward	toward	ii
women	woman	nn2
managers	manager	nn2
as	as	ii31
well	well	ii32
as	as	ii33
attitudes	attitude	nn2
toward	toward	ii
the	the	at
concepts	concept	nn2
of	of	io
hostile	hostile	jj
and	and	cc
benevolent	benevolent	jj
sexism	sexism	nn1
and	and	cc
support	support	vv0_nn1
for	for	if
patriarchy	patriarchy	nn1
.	.	y
Participants	participant	nn2
were	be	vbdr
of	of	io
upper-or	upper-or	cc
middle-class	middle-class	jj
Turkish	turkish	jj
backgrounds	background	nn2
.	.	y
The	the	at
results	result	nn2
showed	show	vvd
that	that	cst_dd1
male	male	jj_nn1
participants	participant	nn2
exhibited	exhibit	vvd_vvn
less	less	rgr_dar
positive	positive	jj
attitudes	attitude	nn2
toward	toward	ii
women	woman	nn2
managers	manager	nn2
than	than	csn
did	do	vdd
female	female	jj_nn1
participants	participant	nn2
.	.	y
In	in	rr21
addition	addition	rr22
,	,	y
participants	participant	nn2
who	who	pnqs
held	hold	vvd
more	more	rgr_dar
favorable	favorable	jj
attitudes	attitude	nn2
toward	toward	ii
patriarchy	patriarchy	nn1
and	and	cc
who	who	pnqs
scored	score	vvd
high	high	jj_rr@
on	on	ii
hostile	hostile	jj
sexism	sexism	nn1
also	also	rr
held	hold	vvn_vvd
less	less	rgr
positive	positive	jj
attitudes	attitude	nn2
toward	toward	ii
women	woman	nn2
managers	manager	nn2
than	than	csn
those	those	dd2
who	who	pnqs
held	hold	vvd
less	less	rgr_dar
favorable	favorable	jj
attitudes	attitude	nn2
toward	toward	ii
patriarchy	patriarchy	nn1
and	and	cc
who	who	pnqs
scored	score	vvd
low	low	jj_rr@
on	on	ii
hostile	hostile	jj
sexism	sexism	nn1
.	.	y
A	a	at1
regression	regression	nn1
analysis	analysis	nn1
showed	show	vvd
that	that	cst_dd1
support	support	vv0_nn1
for	for	if
patriarchy	patriarchy	nn1
and	and	cc
hostile	hostile	jj
sexism	sexism	nn1
was	be	vbdz
more	more	rgr
important	important	jj
for	for	if
explaining	explain	vvg
less	less	rgr
favorable	favorable	jj
attitudes	attitude	nn2
toward	toward	ii
women	woman	nn2
managers	manager	nn2
than	than	csn
was	be	vbdz
benevolent	benevolent	jj
sexism	sexism	nn1
.	.	y
<p>	<p>	y
Key	key	jj_nn1
words	word	nn2
:	:	y
attitudes	attitude	nn2
,	,	y
benevolent	benevolent	jj
sexism	sexism	nn1
,	,	y
gender	gender	nn1
differences	difference	nn2
,	,	y
gender	gender	nn1
stereotypes	stereotype	nn2
,	,	y
hostile	hostile	jj
sexism	sexism	nn1
,	,	y
patriarchy	patriarchy	nn1
,	,	y
women	woman	nn2
managers	manager	nn2
<p>	<p>	y
PERCEPTIONS	perception	nn2
OF	of	io
AND	and	cc
ATTITUDES	attitude	nn2
TOWARD	toward	ii
WOMEN	woman	nn2
as	as	csa_ii@
managers	manager	nn2
have	have	vh0
received	receive	vvn
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
Dubno	dubno	np1_nn1
,	,	y
1985	1985	mc
;	;	y
Schein	schein	np1
,	,	y
1975	1975	mc
)	)	y
and	and	cc
in	in	ii
other	other	jj
countries	country	nn2
such	such	ii21
as	as	ii22
Nigeria	nigeria	np1
(	(	y
Adeyemi-Bello	adeyemi-bello	np1
&;	&;	x
Tomkiewicz	tomkiewicz	np1
,	,	y
1996	1996	mc
)	)	y
.	.	y
Our	our	appge
purpose	purpose	nn1
in	in	ii
the	the	at
present	present	jj_nn1
study	study	nn1
was	be	vbdz
to	to	to
explore	explore	vvi
the	the	at
issues	issue	nn2
of	of	io
attitudes	attitude	nn2
toward	toward	ii
women	woman	nn2
in	in	ii
top	top	jj
managerial	managerial	jj
positions	position	nn2
in	in	ii
Turkey	turkey	np1
.	.	y
We	we	ppis2
examined	examine	vvd
how	how	rrq
gender	gender	nn1
differences	difference	nn2
,	,	y
patriachy	patriachy	nn1_jj
,	,	y
and	and	cc
hostile	hostile	jj
and	and	cc
benevolent	benevolent	jj
sexism	sexism	nn1
influence	influence	nn1_vv0
attitudes	attitude	nn2
toward	toward	ii
women	woman	nn2
managers	manager	nn2
in	in	ii
a	a	at1
sample	sample	nn1
of	of	io
Turkish	turkish	jj
college	college	nn1
students	student	nn2
.	.	y
<p>	<p>	y
Gender	gender	nn1
stereotypes	stereotype	nn2
are	be	vbr
responsible	responsible	jj
for	for	if
workplace	workplace	nn1
discrimination	discrimination	nn1
and	and	cc
for	for	if
negative	negative	jj
attitudes	attitude	nn2
toward	toward	ii
women	woman	nn2
as	as	csa_ii@
managers	manager	nn2
(	(	y
Eagly	eagly	np1_rr
&;	&;	x
Mladinic	mladinic	nn1_jj
,	,	y
1994	1994	mc
;	;	y
Heilman	heilman	np1
,	,	y
1995	1995	mc
)	)	y
.	.	y
According	according	ii21
to	to	ii22
traditional	traditional	jj
Turkish	turkish	jj
gender	gender	nn1
roles	role	nn2
,	,	y
men	man	nn2
are	be	vbr
dominant	dominant	jj
,	,	y
independent	independent	jj
,	,	y
competitive	competitive	jj
,	,	y
and	and	cc
capable	capable	jj
of	of	io
leadership	leadership	nn1
,	,	y
and	and	cc
women	woman	nn2
are	be	vbr
submissive	submissive	jj
,	,	y
dependent	dependent	jj_nn1@
,	,	y
caring	care	vvg_nn1_jj
,	,	y
and	and	cc
good	good	jj
at	at	ii
domestic	domestic	jj
tasks	task	nn2
and	and	cc
child	child	nn1
rearing	rear	vvg_jj
(	(	y
Geis	geis	np1_nn1
,	,	y
1993	1993	mc
)	)	y
.	.	y
Gender	gender	nn1
stereotypes	stereotype	nn2
in	in	ii
a	a	at1
society	society	nn1
are	be	vbr
often	often	rr
responsible	responsible	jj
for	for	if
prejudice	prejudice	nn1
and	and	cc
discrimination	discrimination	nn1
against	against	ii
women	woman	nn2
.	.	y
Thus	thus	rr
,	,	y
the	the	at
idea	idea	nn1
of	of	io
patriarchy	patriarchy	nn1
,	,	y
which	which	ddq
refers	refer	vvz
to	to	ii
a	a	at1
structural	structural	jj
control	control	nn1
by	by	ii
men	man	nn2
over	over	ii
political	political	jj
,	,	y
legal	legal	jj
,	,	y
economic	economic	jj
,	,	y
and	and	cc
religious	religious	jj
institutions	institution	nn2
(	(	y
Goldberg	goldberg	np1
,	,	y
1993	1993	mc
,	,	y
cited	cite	vvn_vvd
in	in	ii
Glick	glick	np1
&;	&;	x
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
and	and	cc
to	to	to
behave	behave	vvi
in	in	ii_rp@
a	a	at1
discriminatory	discriminatory	jj
manner	manner	nn1
toward	toward	ii
women	woman	nn2
in	in	ii
many	many	da2
areas	area	nn2
of	of	io
their	their	appge
lives	life	nn2
.	.	y
Johnson	johnson	np1
(	(	y
1995	1995	mc
)	)	y
even	even	rr
suggested	suggest	vvn_vvd
that	that	cst
the	the	at
product	product	nn1
of	of	io
the	the	at
patriarchal	patriarchal	jj
traditions	tradition	nn2
of	of	io
men	man	nn2
's	's	ge_vbz
right	right	jj
to	to	to
control	control	vvi
their	their	appge
women	woman	nn2
can	can	vm
be	be	vbi
called	call	vvn
patriarchal	patriarchal	jj
terrorism	terrorism	nn1
and	and	cc
involves	involve	vvz
systematic	systematic	jj
violence	violence	nn1
,	,	y
economic	economic	jj
subordination	subordination	nn1
,	,	y
threats	threat	nn2
,	,	y
and	and	cc
other	other	jj
control	control	nn1
tactics	tactic	nn2
.	.	y
<p>	<p>	y
Sexism	sexism	nn1_np1@
,	,	y
an	a	at1
important	important	jj
social-psychological	social-psychological	jj
concept	concept	nn1
relevant	relevant	jj
to	to	ii
patriarchy	patriarchy	nn1
,	,	y
is	be	vbz
created	create	vvn
by	by	ii
patriarchy	patriarchy	nn1
and	and	cc
may	may	vm
be	be	vbi
an	a	at1
important	important	jj
factor	factor	nn1
in	in	ii
the	the	at
exclusion	exclusion	nn1
of	of	io
women	woman	nn2
from	from	ii
the	the	at
workplace	workplace	nn1
.	.	y
Sexism	sexism	nn1_np1@
is	be	vbz
a	a	at1
negative	negative	jj
attitude	attitude	nn1
or	or	cc
discriminatory	discriminatory	jj
behavior	behavior	nn1
based	base	vvn
on	on	ii
the	the	at
presumed	presumed	jj@
inferiority	inferiority	nn1
or	or	cc
difference	difference	nn1
of	of	io
women	woman	nn2
as	as	ii_csa
a	a	at1
group	group	nn1
(	(	y
Cameron	cameron	np1
,	,	y
1977	1977	mc
)	)	y
.	.	y
As	as	csa_rg@
social	social	jj
psychologists	psychologist	nn2
argued	argue	vvd_vvn
,	,	y
persistent	persistent	jj
sexism	sexism	nn1
and	and	cc
patriarchy	patriarchy	nn1
encourage	encourage	vv0
a	a	at1
belief	belief	nn1
in	in	ii
the	the	at
superiority	superiority	nn1
of	of	io
men	man	nn2
and	and	cc
promote	promote	vv0
the	the	at
idea	idea	nn1
that	that	cst
men	man	nn2
deserve	deserve	vv0
to	to	to
control	control	vvi
and	and	cc
receive	receive	vvi
more	more	dar
resources	resource	nn2
than	than	csn
women	woman	nn2
control	control	vv0_nn1
or	or	cc
receive	receive	vv0
.	.	y
In	in	ii
patriarchal	patriarchal	jj
and	and	cc
sexist	sexist	jj
cultures	culture	nn2
,	,	y
the	the	at
women	woman	nn2
are	be	vbr
assigned	assign	vvn
to	to	ii
domestic	domestic	jj
roles	role	nn2
,	,	y
whereas	whereas	cs
the	the	at
men	man	nn2
