##4001150		
ABSTRACT	abstract	jj_nn1@_vv0@
control	control	nn1
,	,	y
developed	develop	vvn
by	by	ii
Rotter	rotter	np1_nn1
,	,	y
Seeman	seeman	np1_nn1
,	,	y
and	and	cc
Liverant	liverant	np1_nn1
(	(	y
1962	1962	mc
)	)	y
within	within	ii
the	the	at
context	context	nn1
of	of	io
Rotter	rotter	np1_nn1
's	's	ge
(	(	y
1954	1954	mc
)	)	y
social	social	jj
learning	learning	nn1
theory	theory	nn1
,	,	y
refers	refer	vvz
to	to	ii
how	how	rgq@
much	much	da1
control	control	nn1
individuals	individual	nn2
believe	believe	vv0
they	they	pphs2
have	have	vh0
over	over	ii
their	their	appge
lives	life	nn2
.	.	y
Researchers	researcher	nn2
report	report	vv0@
that	that	cst_dd1
internal	internal	jj
control	control	nn1
orientation	orientation	nn1
may	may	vm
be	be	vbi
an	a	at1
important	important	jj
factor	factor	nn1
associated	associate	vvn
with	with	iw
successful	successful	jj
weight	weight	nn1
reduction	reduction	nn1
and	and	cc
the	the	at
maintenance	maintenance	nn1
of	of	io
weight	weight	nn1
loss	loss	nn1
(	(	y
Balch	balch	np1
&;	&;	x
Ross	ross	np1
,	,	y
1975	1975	mc
;	;	y
Cohen	cohen	np1
&;	&;	x
Alpert	alpert	np1
,	,	y
1978	1978	mc
;	;	y
Jeffrey	jeffrey	np1
,	,	y
1974	1974	mc
;	;	y
Kincey	kincey	np1
,	,	y
1983	1983	mc
;	;	y
Saltzer	saltzer	np1
,	,	y
1982	1982	mc
)	)	y
.	.	y
However	however	rr
,	,	y
contradictory	contradictory	jj
findings	finding	nn2
have	have	vh0
indicated	indicate	vvn
that	that	cst_dd1
control	control	vv0_nn1
orientation	orientation	nn1
is	be	vbz
not	not	xx
a	a	at1
reliable	reliable	jj
predictor	predictor	nn1
for	for	if
successful	successful	jj
weight	weight	nn1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
MacDonald	macdonald	np1
,	,	y
1977	1977	mc
)	)	y
.	.	y
<p>	<p>	y
In	in	ii
several	several	da2
studies	study	nn2
that	that	cst
measured	measure	vvd_jj@
locus	locus	nn1
of	of	io
control	control	nn1
in	in	ii
obese	obese	jj
populations	population	nn2
,	,	y
using	use	vvg
Rotter	rotter	np1_nn1
's	's	ge
(	(	y
1966	1966	mc
)	)	y
Internal-External	internal-external	jj
(	(	y
I-E	i-e	rex
)	)	y
Scale	scale	nn1_vv0@
,	,	y
researchers	researcher	nn2
found	find	vvd_vvn
that	that	cst_dd1
obese	obese	jj
adult	adult	nn1_jj@
subjects	subject	nn2
'	'	ge
mean	mean	jj
scores	score	nn2
were	be	vbdr
within	within	ii
the	the	at
external	external	jj
range	range	nn1
of	of	io
control	control	nn1
orientation	orientation	nn1
(	(	y
Balch	balch	np1
&;	&;	x
Ross	ross	np1
,	,	y
1975	1975	mc
;	;	y
Gormanous	gormanous	np1
&;	&;	x
Lowe	lowe	np1
,	,	y
1975	1975	mc
;	;	y
Tobias	tobias	np2
&;	&;	x
MacDonald	macdonald	np1
,	,	y
1977	1977	mc
)	)	y
when	when	cs_rrq
compared	compare	vvn
with	with	iw
Rotter	rotter	np1_nn1
's	's	ge
(	(	y
1966	1966	mc
)	)	y
original	original	jj
normative	normative	jj
samples	sample	nn2
.	.	y
Although	although	cs
most	most	dat
research	research	nn1
supports	support	vvz
the	the	at
notion	notion	nn1
that	that	cst_dd1
obese	obese	jj
populations	population	nn2
demonstrate	demonstrate	vv0
an	a	at1
external	external	jj
control	control	nn1
orientation	orientation	nn1
,	,	y
results	result	nn2_vvz@
from	from	ii
recent	recent	jj
studies	study	nn2
challenge	challenge	vv0
this	this	dd1_rg%
assumption.	assumption	nnu
-1	-1	mc
(	(	y
Mills	mills	np1
,	,	y
1991	1991	mc
a	a	at1
,	,	y
1991	1991	mc
b	b	zz1
)	)	y
examined	examine	vvd
LOC	loc	np1_nn1
in	in	ii
both	both	rr
male	male	jj
and	and	cc
female	female	jj
obese	obese	jj
adult	adult	nn1_jj@
populations	population	nn2
before	before	ii_cs
the	the	at
subjects	subject	nn2
entered	enter	vvd_vvn
an	a	at1
outpatient	outpatient	nn1
obesity	obesity	nn1
treatment	treatment	nn1
program	program	nn1
and	and	cc
discovered	discover	vvd
that	that	cst
the	the	at
subjects	subject	nn2
demonstrated	demonstrate	vvd_vvn
an	a	at1
internal	internal	jj
control	control	nn1
orientation	orientation	nn1
.	.	y
Therefore	therefore	rr
,	,	y
I	i	ppis1
further	far	rrr
hypothesized	hypothesize	vvd
that	that	cst
the	the	at
obese	obese	jj
subjects	subject	nn2
in	in	ii
this	this	dd1
study	study	nn1
would	would	vm
demonstrate	demonstrate	vvi
an	a	at1
internal	internal	jj
locus	locus	nn1
of	of	io
control	control	nn1
.	.	y
Method	method	nn1
<p>	<p>	y
The	the	at
sample	sample	nn1
consisted	consist	vvn_vvd
of	of	io
106	106	mc
obese	obese	jj
adults	adult	nn2
(	(	y
93	93	mc
women	woman	nn2
and	and	cc
13	13	mc
men	man	nn2
)	)	y
and	and	cc
97	97	mc
adult	adult	jj@_nn1
controls	control	nn2
(	(	y
51	51	mc
women	woman	nn2
and	and	cc
46	46	mc
men	man	nn2
)	)	y
.	.	y
The	the	at
mean	mean	jj
age	age	nn1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
14.5	14.5	mc
)	)	y
,	,	y
and	and	cc
the	the	at
mean	mean	jj
age	age	nn1
for	for	if
the	the	at
control	control	nn1
group	group	nn1
was	be	vbdz
21	21	mc
years	year	nnt2
(	(	y
SD	sd	np1
=	=	fo
2.7	2.7	mc
)	)	y
.	.	y
The	the	at
obese	obese	jj
subjects	subject	nn2
were	be	vbdr
involved	involved	jj
in	in	ii
an	a	at1
intensive	intensive	jj
outpatient	outpatient	nn1
treatment	treatment	nn1
program	program	nn1
for	for	if
obesity	obesity	nn1
and	and	cc
were	be	vbdr
recruited	recruit	vvn
from	from	ii
two	two	mc
medically	medically	rr
supervised	supervise	vvn_vvd
weight-loss	weight-loss	nn1
programs	program	nn2
located	locate	vvn_vvd
in	in	ii
large	large	jj
metropolitan	metropolitan	jj
cities	city	nn2
in	in	ii
the	the	at
Midwest	midwest	np1_nn1@
.	.	y
The	the	at
control	control	nn1
group	group	nn1
was	be	vbdz
recruited	recruit	vvn
from	from	ii
three	three	mc
introductory	introductory	jj
psychology	psychology	nn1
classes	class	nn2
from	from	ii
Lewis	lewis	np1
University	university	nn1
.	.	y
The	the	at
obese	obese	jj
subject	subject	nn1
pool	pool	nn1
consisted	consist	vvn_vvd
of	of	io
moderately	moderately	rr
to	to	ii_to
morbidly	morbidly	rr
obese	obese	jj
adults	adult	nn2
who	who	pnqs
had	have	vhd
been	be	vbn
medically	medically	rr
diagnosed	diagnose	vvn_vvd
according	according	ii21
to	to	ii22
clinical	clinical	jj
standards	standard	nn2
for	for	if
obesity	obesity	nn1
.	.	y
The	the	at
subjects	subject	nn2
were	be	vbdr
at	at	rr21
least	least	rr22
50	50	mc
lb	lb	nnu
over	over	ii
their	their	appge
ideal	ideal	jj
weight	weight	nn1
(	(	y
according	according	ii21
to	to	ii22
established	established	jj@
normal	normal	jj
height	height	nn1
and	and	cc
weight	weight	nn1
tables	table	nn2
)	)	y
when	when	cs_rrq
they	they	pphs2
entered	enter	vvd
the	the	at
treatment	treatment	nn1
program	program	nn1
.	.	y
The	the	at
obesity	obesity	nn1
treatment	treatment	nn1
program	program	nn1
consisted	consist	vvn_vvd
of	of	io
comprehensive	comprehensive	jj
medical	medical	jj
,	,	y
psychological	psychological	jj
,	,	y
behavioral	behavioral	jj
,	,	y
and	and	cc
nutritional	nutritional	jj
interventions	intervention	nn2
.	.	y
Rotter	rotter	np1@_nn1
's	's	ge
(	(	y
1966	1966	mc
)	)	y
I-E	i-e	rex
Scale	scale	nn1
and	and	cc
the	the	at
Interpersonal	interpersonal	jj
Dependency	dependency	nn1
Inventory	inventory	nn1
(	(	y
Hirschfeld	hirschfeld	np1
et	et	ra21
al.	al	ra22
,	,	y
1977	1977	mc
)	)	y
were	be	vbdr
administered	administer	vvn
in	in	ii
a	a	at1
standardized	standardized	jj
fashion	fashion	nn1
to	to	ii
the	the	at
obese	obese	jj
subjects	subject	nn2
during	during	ii
the	the	at
initial	initial	jj_nn1
screening	screening	nn1_vvg
process	process	nn1_vv0
before	before	cs
they	they	pphs2
entered	enter	vvd
treatment	treatment	nn1
for	for	if
obesity	obesity	nn1
.	.	y
The	the	at
I-E	i-e	rex
Scale	scale	nn1
was	be	vbdz
also	also	rr
administered	administer	vvn
to	to	ii
the	the	at
control	control	nn1
group	group	nn1
in	in	ii
a	a	at1
standardized	standardized	jj
group	group	nn1
format	format	nn1
.	.	y
For	for	if
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
participation	participation	nn1
was	be	vbdz
voluntary	voluntary	jj
.	.	y
Results	result	nn2
<p>	<p>	y
The	the	at
LOC	loc	nn1_np1
mean	mean	jj_vv0_nn1@
score	score	nn1_vv0
for	for	if
the	the	at
total	total	jj
obese	obese	jj
sample	sample	nn1
(	(	y
N	xx_n	zz1
=	=	fo
106	106	mc
)	)	y
on	on	ii
Rotter	rotter	np1
's	's	ge
(	(	y
1966	1966	mc
)	)	y
I-E	i-e	rex
Scale	scale	nn1
was	be	vbdz
7.7	7.7	mc
(	(	y
SD	sd	np1
=	=	fo
3.8	3.8	mc
)	)	y
.	.	y
The	the	at
mean	mean	jj_nn1@
for	for	if
the	the	at
female	female	jj_nn1
obese	obese	jj
subjects	subject	nn2
(	(	y
N	xx_n	zz1
=	=	fo
93	93	mc
)	)	y
was	be	vbdz
7.8	7.8	mc
(	(	y
SD	sd	np1
=	=	fo
3.8	3.8	mc
)	)	y
,	,	y
and	and	cc
the	the	at
mean	mean	jj_nn1@
for	for	if
the	the	at
male	male	jj_nn1
obese	obese	jj
subjects	subject	nn2
(	(	y
N	xx_n	zz1
=	=	fo
13	13	mc
)	)	y
was	be	vbdz
7.3	7.3	mc
(	(	y
SD	sd	np1
=	=	fo
4.0	4.0	mc
)	)	y
.	.	y
Results	result	nn2
of	of	io
a	a	at1
two-tailed	two-tailed	jj
t	t	zz1
test	test	vv0
that	that	cst_dd1
compared	compare	vvd
these	these	dd2
groups	group	nn2
were	be	vbdr
not	not	xx
statistically	statistically	rr
significant	significant	jj
,	,	y
t(104)	t(104)	fo
=	=	fo
.46	.46	mc
,	,	y
p	xx_p	zz1
>	&gt;	fo
.05	.05	mc
.	.	y
The	the	at
results	result	nn2
suggest	suggest	vv0
that	that	cst
there	there	ex
were	be	vbdr
no	no	at
differences	difference	nn2
in	in	ii
LOC	loc	np1_nn1
orientation	orientation	nn1
between	between	ii
the	the	at
female	female	nn1_jj
and	and	cc
male	male	jj
obese	obese	jj
subjects	subject	nn2
.	.	y
The	the	at
LOC	loc	nn1_np1
mean	mean	jj_vv0_nn1@
score	score	nn1_vv0
for	for	if
the	the	at
total	total	jj_nn1
control	control	nn1
group	group	nn1
(	(	y
N	xx_n	zz1
=	=	fo
97	97	mc
)	)	y
was	be	vbdz
10.1	10.1	mc
(	(	y
SD	sd	np1
=	=	fo
3.8	3.8	mc
)	)	y
.	.	y
The	the	at
mean	mean	jj_nn1@
for	for	if
the	the	at
female	female	jj_nn1
control	control	nn1
subjects	subject	nn2
(	(	y
N	xx_n	zz1
=	=	fo
51	51	mc
)	)	y
was	be	vbdz
9.78	9.78	mc
(	(	y
SD	sd	np1
=	=	fo
3.6	3.6	mc
)	)	y
,	,	y
and	and	cc
the	the	at
mean	mean	jj_nn1@
for	for	if
the	the	at
male	male	jj_nn1
control	control	nn1
subjects	subject	nn2
(	(	y
N	xx_n	zz1
=	=	fo
46	46	mc
)	)	y
was	be	vbdz
10.22	10.22	mc
(	(	y
SD	sd	np1
=	=	fo
3.9	3.9	mc
)	)	y
.	.	y
No	no	xx
statistical	statistical	jj
differences	difference	nn2
were	be	vbdr
found	find	vvn
between	between	ii
the	the	at
female	female	nn1_jj
and	and	cc
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
,	,	y
p	xx_p	zz1
>	&gt;	fo
.05	.05	mc
.	.	y
However	however	rr
,	,	y
the	the	at
results	result	nn2
of	of	io
a	a	at1
two-tailed	two-tailed	jj
t	t	zz1
test	test	vv0
that	that	cst_dd1
compared	compare	vvd
the	the	at
obese	obese	jj
subjects	subject	nn2
'	'	ge
and	and	cc
non-obese	non-obese	jj
subjects	subject	nn2
'	'	ge
LOC	loc	nn1
scores	score	nn2
were	be	vbdr
statistically	statistically	rr
significant	significant	jj
,	,	y
t(201)	t(201)	fo
=	=	fo
4.33	4.33	mc
,	,	y
p	xx_p	zz1
<	&lt;	fo
.001	.001	mc
.	.	y
As	as	csa
predicted	predict	vvn
,	,	y
the	the	at
obese	obese	jj
subjects	subject	nn2
demonstrated	demonstrate	vvd_vvn
a	a	at1
significantly	significantly	rr
greater	great	jjr
internal	internal	jj
control	control	nn1
orientation	orientation	nn1
than	than	csn
the	the	at
nonobese	nonobese	nn1
controls	control	nn2_vvz
.	.	y
The	the	at
findings	finding	nn2
also	also	rr
support	support	vv0
the	the	at
notion	notion	nn1
that	that	cst
the	the	at
obese	obese	jj
adults	adult	nn2
in	in	ii
this	this	dd1
study	study	nn1
had	have	vhd
higher	high	jjr
degrees	degree	nn2
of	of	io
internal	internal	jj
LOC	loc	nn1
than	than	csn
has	have	vhz
been	be	vbn
previously	previously	rr
recognized	recognize	vvn_vvd
in	in	ii
obese	obese	jj
populations	population	nn2
.	.	y
<p>	<p>	y
The	the	at
relationship	relationship	nn1
between	between	ii
LOC	loc	np1_nn1
and	and	cc
a	a	at1
reported	reported	jj@
history	history	nn1
of	of	io
family	family	nn1
obesity	obesity	nn1
was	be	vbdz
examined	examine	vvn
in	in	ii
the	the	at
obese	obese	jj
sample	sample	nn1
.	.	y
The	the	at
LOC	loc	nn1_np1
mean	mean	jj_vv0_nn1@
score	score	nn1_vv0
for	for	if
the	the	at
obese	obese	jj
subjects	subject	nn2
who	who	pnqs
reported	report	vvd
a	a	at1
history	history	nn1
of	of	io
obesity	obesity	nn1
in	in	ii
their	their	appge
families	family	nn2
(	(	y
N	xx_n	zz1
=	=	fo
90	90	mc
)	)	y
was	be	vbdz
8.0	8.0	mc
(	(	y
SD	sd	np1
=	=	fo
3.9	3.9	mc
)	)	y
,	,	y
whereas	whereas	cs
the	the	at
mean	mean	jj
LOC	loc	nn1_np1
score	score	nn1_vv0
for	for	if
the	the	at
obese	obese	jj
subjects	subject	nn2
with	with	iw
no	no	at
history	history	nn1
of	of	io
family	family	nn1
obesity	obesity	nn1
(	(	y
N	xx_n	zz1
=	=	fo
16	16	mc
)	)	y
was	be	vbdz
6.1	6.1	mc
(	(	y
SD	sd	np1
=	=	fo
3.2	3.2	mc
)	)	y
.	.	y
Results	result	nn2
of	of	io
a	a	at1
two-tailed	two-tailed	jj
t	t	zz1
test	test	vv0
that	that	cst_dd1
compared	compare	vvd
these	these	dd2
two	two	mc
groups	group	nn2
were	be	vbdr
statistically	statistically	rr
significant	significant	jj
,	,	y
t(104)	t(104)	fo
=	=	fo
2.15	2.15	mc
,	,	y
p	xx_p	zz1
<	&lt;	fo
.05	.05	mc
.	.	y
These	these	dd2
results	result	nn2
suggest	suggest	vv0
that	that	cst
the	the	at
obese	obese	jj
subjects	subject	nn2
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
,	,	y
and	and	cc
the	the	at
obese	obese	jj
subjects	subject	nn2
with	with	iw
no	no	at
history	history	nn1
of	of	io
family	family	nn1
obesity	obesity	nn1
were	be	vbdr
very	very	rg
internally	internally	rr
oriented	orient	vvn
.	.	y
<p>	<p>	y
The	the	at
mean	mean	jj
scores	score	nn2
on	on	ii
the	the	at
IDI	idi	np1
were	be	vbdr
examined	examine	vvn
for	for	if
the	the	at
obese	obese	jj
sample	sample	nn1
(	(	y
N	xx_n	zz1
=	=	fo
66	66	mc
)	)	y
and	and	cc
for	for	if
the	the	at
original	original	jj
normative	normative	jj
sample	sample	nn1
(	(	y
N	xx_n	zz1
=	=	fo
220	220	mc
;	;	y
Hirschfeld	hirschfeld	np1
et	et	ra21
al.	al	ra22
,	,	y
1977	1977	mc
)	)	y
.	.	y
On	on	ii
Scale	scale	nn1
1	1	mc1
of	of	io
the	the	at
IDI	idi	np1
(	(	y
Emotional	emotional	jj
Reliance	reliance	nn1
on	on	ii
Another	another	dd1
Person	person	nn1
)	)	y
,	,	y
the-me	the-me	nn1
,	,	y
an	a	at1
score	score	nn1
for	for	if
the	the	at
entire	entire	jj
obese	obese	jj
sample	sample	nn1
was	be	vbdz
39.0	39.0	mc
(	(	y
SD	sd	np1
=	=	fo
7.9	7.9	mc
)	)	y
.	.	y
The	the	at
mean	mean	jj_nn1@
for	for	if
the	the	at
female	female	jj_nn1
obese	obese	jj
subjects	subject	nn2
(	(	y
N	xx_n	zz1
=	=	fo
58	58	mc
)	)	y
was	be	vbdz
38.9	38.9	mc
(	(	y
SD	sd	np1
=	=	fo
8.2	8.2	mc
)	)	y
,	,	y
and	and	cc
the	the	at
mean	mean	jj
score	score	nn1
for	for	if
the	the	at
male	male	jj_nn1
obese	obese	jj
subjects	subject	nn2
(	(	y
N	xx_n	zz1
=	=	fo
8	8	mc
)	)	y
was	be	vbdz
39.7	39.7	mc
(	(	y
SD	sd	np1
=	=	fo
5.2	5.2	mc
)	)	y
.	.	y
Results	result	nn2
of	of	io
a	a	at1
two-tailed	two-tailed	jj
t	t	zz1
test	test	vv0
that	that	cst_dd1
compared	compare	vvd
the	the	at
obese	obese	jj
women	woman	nn2
and	and	cc
men	man	nn2
were	be	vbdr
not	not	xx
statistically	statistically	rr
significant	significant	jj
,	,	y
t(64)	t(64)	fo
=	=	fo
.28	.28	mc
,	,	y
p	xx_p	zz1
>	&gt;	fo
.05	.05	mc
.	.	y
The	the	at
mean	mean	jj
scores	score	nn2
of	of	io
the	the	at
obese	obese	jj
subjects	subject	nn2
and	and	cc
the	the	at
mean	mean	jj
scores	score	nn2
of	of	io
the	the	at
original	original	jj
normative	normative	jj
sample	sample	nn1
showed	show	vvd
no	no	uh_at
statistically	statistically	rr
significant	significant	jj
differences	difference	nn2
on	on	ii
reported	reported	jj@
levels	level	nn2
of	of	io
emotional	emotional	jj
dependence	dependence	nn1
on	on	ii
others	others	nn2
,	,	y
M	m	zz1
=	=	fo
39.2	39.2	mc
(	(	y
SD	sd	np1
=	=	fo
7.8	7.8	mc
)	)	y
,	,	y
t(284)	t(284)	fo
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
Scale	scale	nn1
2	2	mc
(	(	y
Lack	lack	nn1
of	of	io
Social	social	jj
Self-Confidence	self-confidence	nn1
)	)	y
,	,	y
the	the	at
mean	mean	jj
score	score	nn1
for	for	if
the	the	at
obese	obese	jj
sample	sample	nn1
was	be	vbdz
30.1	30.1	mc
(	(	y
SD	sd	np1
=	=	fo
8.1	8.1	mc
)	)	y
.	.	y
The	the	at
mean	mean	jj_nn1@
for	for	if
the	the	at
obese	obese	jj
women	woman	nn2
was	be	vbdz
30.6	30.6	mc
(	(	y
SD	sd	np1
=	=	fo
8.4	8.4	mc
)	)	y
,	,	y
and	and	cc
the	the	at
mean	mean	jj
score	score	nn1
for	for	if
the	the	at
obese	obese	jj
men	man	nn2
was	be	vbdz
26.0	26.0	mc
(	(	y
SD	sd	np1
=	=	fo
4.4	4.4	mc
)	)	y
.	.	y
A	a	at1_zz1
two-tailed	two-tailed	jj
t	t	zz1
test	test	vv0
that	that	cst_dd1
compared	compare	vvd
these	these	dd2
groups	group	nn2
revealed	reveal	vvd_vvn
statistically	statistically	rr
significant	significant	jj
results	result	nn2
,	,	y
t(64)	t(64)	fo
=	=	fo
-2.41	-2.41	mc
,	,	y
p	xx_p	zz1
<	&lt;	fo
.05	.05	mc
.	.	y
These	these	dd2
results	result	nn2
suggest	suggest	vv0
that	that	cst
the	the	at
obese	obese	jj
women	woman	nn2
had	have	vhd
lower	low	jjr
levels	level	nn2
of	of	io
self-confidence	self-confidence	nn1
in	in	ii
social	social	jj
situations	situation	nn2
than	than	csn
the	the	at
obese	obese	jj
men	man	nn2
.	.	y
A	a	at1_zz1
two-tailed	two-tailed	jj
t	t	zz1
test	test	vv0
that	that	cst_dd1
compared	compare	vvd
mean	mean	jj
scores	score	nn2
of	of	io
the	the	at
obese	obese	jj
sample	sample	nn1
with	with	iw
mean	mean	jj
scores	score	nn2
of	of	io
the	the	at
normative	normative	jj
sample	sample	nn1
(	(	y
M	m	zz1
=	=	fo
29.8	29.8	mc
,	,	y
SD	sd	np1
=	=	fo
6.4	6.4	mc
)	)	y
showed	show	vvd
no	no	uh_at
statistically	statistically	rr
significant	significant	jj
results	result	nn2
,	,	y
t(284)	t(284)	fo
=	=	fo
.27	.27	mc
,	,	y
p	xx_p	zz1
>	&gt;	fo
.05	.05	mc
.	.	y
Although	although	cs
the	the	at
obese	obese	jj
men	man	nn2
showed	show	vvd
a	a	at1
slight	slight	jj
trend	trend	nn1
toward	toward	ii
more	more	rgr
social	social	jj
self-confidence	self-confidence	nn1
than	than	csn
the	the	at
obese	obese	jj
women	woman	nn2
overall	overall	rr
there	there	ex
were	be	vbdr
no	no	at
significant	significant	jj
differences	difference	nn2
between	between	ii
the	the	at
obese	obese	jj
and	and	cc
the	the	at
nonobese	nonobese	nn1
groups	group	nn2
.	.	y
<p>	<p>	y
On	on	ii
IDI	idi	np1
Scale	scale	nn1
3	3	mc
(	(	y
Assertion	assertion	nn1
of	of	io
Autonomy	autonomy	nn1
)	)	y
the	the	at
mean	mean	jj
score	score	nn1
for	for	if
the	the	at
total	total	jj
obese	obese	jj
sample	sample	nn1
was	be	vbdz
28.1	28.1	mc
(	(	y
SD	sd	np1
=	=	fo
6.31	6.31	mc
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
(	(	y
SD	sd	np1
=	=	fo
5.88	5.88	mc
)	)	y
,	,	y
and	and	cc
the	the	at
mean	mean	jj_nn1@
for	for	if
the	the	at
obese	obese	jj
men	man	nn2
was	be	vbdz
33.2	33.2	mc
(	(	y
SD	sd	np1
=	=	fo
7.36	7.36	mc
)	)	y
.	.	y
The	the	at
results	result	nn2
of	of	io
a	a	at1
two-tailed	two-tailed	jj
t	t	zz1
test	test	vv0
that	that	cst_dd1
compared	compare	vvd
the	the	at
female	female	nn1_jj
and	and	cc
male	male	jj
obese	obese	jj
subjects	subject	nn2
were	be	vbdr
statistically	statistically	rr
significant	significant	jj
,	,	y
t(64)	t(64)	fo
=	=	fo
2.55	2.55	mc
,	,	y
p	xx_p	zz1
<	&lt;	fo
.01	.01	mc
.	.	y
The	the	at
