##4001166		
ABSTRACT	abstract	jj_nn1@_vv0@
Higher	high	jjr
scores	score	nn2
indicate	indicate	vv0
more	more	dar
errors	error	nn2
in	in	ii
the	the	at
identification	identification	nn1
of	of	io
the	the	at
stance	stance	nn1
of	of	io
conservatives	conservative	nn2
on	on	ii
religious	religious	jj
historical	historical	jj
events	event	nn2
.	.	y
<p>	<p>	y
To	to	to
assess	assess	vvi
whether	whether	csw
knowledge	knowledge	nn1
of	of	io
Christian	christian	jj
history	history	nn1
varied	vary	vvn_vvd
depending	depending	ii21
on	on	ii22
current	current	jj
religious	religious	jj
orientation	orientation	nn1
,	,	y
CRH-Quiz	crh-quiz	jj_nn1
scores	score	nn2
of	of	io
participants	participant	nn2
classified	classify	vvn
as	as	csa_ii@_rg@
conservative	conservative	jj_nn1
,	,	y
moderate	moderate	jj_vv0@
,	,	y
or	or	cc
liberal	liberal	jj_nn1@
were	be	vbdr
compared	compare	vvn
.	.	y
Based	base	vvn
on	on	ii
the	the	at
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
CRH-Quiz	crh-quiz	nn1_jj
for	for	if
conservatives	conservative	nn2
was	be	vbdz
.29	.29	mc
,	,	y
for	for	if
moderates	moderate	nn2
.29	.29	mc
,	,	y
and	and	cc
for	for	if
liberals	liberal	nn2
.28	.28	mc
.	.	y
A	a	at1_zz1
one-way	one-way	jj
analysis	analysis	nn1
of	of	io
variance	variance	nn1
(	(	y
ANOVA	anova	np1
)	)	y
indicated	indicate	vvd
no	no	uh_at
statistically	statistically	rr
significant	significant	jj
difference	difference	nn1
in	in	ii
knowledge	knowledge	nn1
of	of	io
Christian	christian	jj
history	history	nn1
across	across	ii
the	the	at
three	three	mc
groups	group	nn2
.	.	y
<p>	<p>	y
Finally	finally	rr
,	,	y
PHCCS	phccs	np1
scores	score	nn2
were	be	vbdr
analyzed	analyze	vvn@
in	in	ii
a	a	at1
2	2	mc
x	x	zz1_ii@
3	3	mc
(	(	y
Gender	gender	nn1
x	x	zz1_ii@
Religious	religious	jj
Orientation	orientation	nn1
)	)	y
analysis	analysis	nn1
of	of	io
variance	variance	nn1
(	(	y
ANOVA	anova	np1
)	)	y
to	to	to
test	test	vvi
the	the	at
hypotheses	hypothesis	nn2
that	that	cst_dd1
modern	modern	jj
conservatives	conservative	nn2
would	would	vm
be	be	vbi
less	less	rgr
likely	likely	jj
to	to	to
recognize	recognize	vvi
past	past	ii_jj_rl
conservative	conservative	jj_nn1
positions	position	nn2
than	than	csn
liberals	liberal	nn2
,	,	y
and	and	cc
that	that	cst
women	woman	nn2
would	would	vm
be	be	vbi
more	more	rgr
likely	likely	jj
than	than	csn
men	man	nn2
to	to	to
identify	identify	vvi
historically	historically	rr
conservative	conservative	jj
positions	position	nn2
.	.	y
A	a	at1_zz1
statistically	statistically	rr
significant	significant	jj
effect	effect	nn1
for	for	if
religious	religious	jj
orientation	orientation	nn1
was	be	vbdz
found	find	vvn
,	,	y
F(2,215)	f(2,215)	fo
=	=	fo
7.10	7.10	mc
,	,	y
p	xx_p	zz1
=	=	fo
.001	.001	mc
,	,	y
indicating	indicate	vvg
a	a	at1
difference	difference	nn1
between	between	ii
the	the	at
three	three	mc
groups	group	nn2
with	with	ii31
respect	respect	ii32
to	to	ii33
errors	error	nn2
in	in	ii
identifying	identify	vvg
past	past	ii_jj_rl
conservative	conservative	jj_nn1
positions	position	nn2
(	(	y
see	see	vv0
Figure	figure	nn1
1	1	mc1
)	)	y
.	.	y
Religious	religious	jj
orientation	orientation	nn1
accounted	account	vvn_vvd
for	for	if
6%	6%	nnu
of	of	io
the	the	at
variance	variance	nn1
in	in	ii
PHCCS	phccs	np1
scores	score	nn2
(	(	y
etasup	etasup	vv0_nn1
2	2	mc
=	=	fo
.06	.06	mc
)	)	y
.	.	y
A	a	jj21
priori	priori	jj22
comparisons	comparison	nn2
using	use	vvg
a	a	at1
Bonferroni	bonferroni	jj_nn1
adjustment	adjustment	nn1
(	(	y
p	xx_p	zz1
<	&lt;	fo
.03	.03	mc
)	)	y
indicated	indicate	vvd
that	that	cst
liberals	liberal	nn2
(	(	y
M	m	zz1
=	=	fo
2.37	2.37	mc
,	,	y
SD	sd	np1
=	=	fo
.65	.65	mc
)	)	y
were	be	vbdr
more	more	rgr
accurate	accurate	jj
than	than	csn
conservatives	conservative	nn2
(	(	y
M	m	zz1
=	=	fo
2.78	2.78	mc
,	,	y
SD	sd	np1
=	=	fo
.75	.75	mc
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
.85	.85	mc
)	)	y
.	.	y
Conservatives	conservative	nn2
and	and	cc
moderates	moderate	nn2
did	do	vdd
not	not	xx
differ	differ	vvi
from	from	ii
each	each	ppx221
other	other	ppx222
in	in	ii31
terms	terms	ii32
of	of	ii33
recognition	recognition	nn1
errors	error	nn2
.	.	y
With	with	iw
an	a	at1
alpha	alpha	nn1
level	level	nn1
of	of	io
.05	.05	mc
,	,	y
a	a	at1
statistically	statistically	rr
significant	significant	jj
main	main	jj
effect	effect	nn1
for	for	if
gender	gender	nn1
was	be	vbdz
also	also	rr
found	find	vvn_vvd
,	,	y
F(1,215)	f(1,215)	fo
=	=	fo
5.82	5.82	mc
,	,	y
p	xx_p	zz1
=	=	fo
.017	.017	mc
,	,	y
indicating	indicate	vvg
that	that	cst
the	the	at
women	woman	nn2
identified	identify	vvn_vvd@
conservative	conservative	jj_nn1
positions	position	nn2
of	of	io
the	the	at
past	past	nn1
more	more	rgr_rrr
accurately	accurately	rr
than	than	csn
the	the	at
men	man	nn2
(	(	y
Ms	ms	nn1@
=	=	fo
2.52	2.52	mc
and	and	cc
2.78	2.78	mc
,	,	y
respectively	respectively	rr
)	)	y
.	.	y
Gender	gender	nn1
accounted	account	vvn_vvd
for	for	if
2%	2%	nnu
of	of	io
the	the	at
variance	variance	nn1
in	in	ii
PHCCS	phccs	np1
scores	score	nn2
(	(	y
etasup	etasup	vv0_nn1
2	2	mc
=	=	fo
.02	.02	mc
)	)	y
.	.	y
There	there	ex
was	be	vbdz
no	no	at_rr%_uh
statistically	statistically	rr
significant	significant	jj
interaction	interaction	nn1
between	between	ii
gender	gender	nn1
and	and	cc
religious	religious	jj
orientation	orientation	nn1
.	.	y
Discussion	discussion	nn1
<p>	<p>	y
The	the	at
present	present	jj_nn1
data	data	nn
on	on	ii
religious	religious	jj
conservatism	conservatism	nn1
are	be	vbr
consistent	consistent	jj
with	with	iw
previous	previous	jj
findings	finding	nn2
on	on	ii
political	political	jj
conservatism	conservatism	nn1
(	(	y
Sugar	sugar	np1@_nn1
et	et	ra21
al.	al	ra22
,	,	y
1992	1992	mc
)	)	y
.	.	y
We	we	ppis2
found	find	vvd
evidence	evidence	nn1
of	of	io
important	important	jj
discontinuities	discontinuity	nn2
between	between	ii
contemporary	contemporary	jj_nn1@
and	and	cc
historical	historical	jj
conservatism	conservatism	nn1
.	.	y
More	more	rgr_rrr
specifically	specifically	rr
,	,	y
the	the	at
present	present	jj_nn1
data	data	nn
point	point	nn1_vv0@
to	to	ii
a	a	at1
failure	failure	nn1
of	of	io
contemporary	contemporary	jj
religious	religious	jj
conservatives	conservative	nn2
and	and	cc
moderates	moderate	nn2_vvz@
to	to	to
identify	identify	vvi
religious	religious	jj
conservative	conservative	jj_nn1
positions	position	nn2
of	of	io
the	the	at
past	past	nn1
,	,	y
compared	compare	vvn
with	with	iw
liberals	liberal	nn2
.	.	y
These	these	dd2
findings	finding	nn2
were	be	vbdr
not	not	xx
accounted	account	vvn
for	for	if
by	by	ii
differences	difference	nn2
across	across	ii
modern	modern	jj
religious	religious	jj
orientation	orientation	nn1
groups	group	nn2
in	in	ii
knowledge	knowledge	nn1
about	about	ii
the	the	at
occurrence	occurrence	nn1
of	of	io
these	these	dd2
religious	religious	jj
events	event	nn2
.	.	y
In	in	ii
other	other	jj
words	word	nn2
,	,	y
the	the	at
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
be	be	vbi
aware	aware	jj
that	that	cst_dd1
certain	certain	jj
positions	position	nn2
(	(	y
e.g.	eg	rex
,	,	y
the	the	at
perception	perception	nn1
that	that	cst
women	woman	nn2
who	who	pnqs
are	be	vbr
menstruating	menstruate	vvg
are	be	vbr
unclean	unclean	jj
,	,	y
PHCCS	phccs	np1
Item	item	nn1
9	9	mc
)	)	y
were	be	vbdr
endorsed	endorse	vvn
,	,	y
but	but	ccb
were	be	vbdr
nonetheless	nonetheless	rr
less	less	rgr
likely	likely	jj
than	than	csn
the	the	at
liberals	liberal	nn2
to	to	to
recognize	recognize	vvi
these	these	dd2
as	as	csa_rg@_ii@
conservative	conservative	jj
positions	position	nn2
(	(	y
Ms	ms	nn1@
for	for	if
Item	item	nn1
9	9	mc
were	be	vbdr
2.41	2.41	mc
for	for	if
conservatives	conservative	nn2
,	,	y
2.16	2.16	mc
for	for	if
moderates	moderate	nn2
,	,	y
and	and	cc
1.4	1.4	mc
for	for	if
liberals	liberal	nn2
)	)	y
,	,	y
F(2,218)	f(2,218)	fo
=	=	fo
21.51	21.51	mc
,	,	y
p	xx_p	zz1
=	=	fo
.00001	.00001	mc
.	.	y
Although	although	cs
religious	religious	jj
orientation	orientation	nn1
accounted	account	vvn_vvd
for	for	if
only	only	rr_jj
6%	6%	nnu
of	of	io
the	the	at
variance	variance	nn1
in	in	ii
PHCCS	phccs	np1
,	,	y
we	we	ppis2
believe	believe	vv0
that	that	cst
our	our	appge
findings	finding	nn2
are	be	vbr
compelling	compel	vvg_jj
because	because	cs
they	they	pphs2
were	be	vbdr
obtained	obtain	vvn
under	under	ii
the	the	at
most	most	rgt
inauspicious	inauspicious	jj
of	of	io
circumstances	circumstance	nn2
(	(	y
i.e.	ie	rex
,	,	y
with	with	iw
a	a	at1
sample	sample	nn1
of	of	io
a	a	at1
college-educated	college-educated	jj_nn1
individuals	individual	nn2
who	who	pnqs
were	be	vbdr
well	well	rr
informed	inform	vvn_vvd
about	about	ii
the	the	at
historical	historical	jj
occurrence	occurrence	nn1
of	of	io
the	the	at
religious	religious	jj
events	event	nn2
chosen	choose	vvn
for	for	if
this	this	dd1
study	study	nn1
)	)	y
.	.	y
As	as	csa
noted	note	vvn
by	by	ii
Prentice	prentice	np1
and	and	cc
Miller	miller	np1
(	(	y
1992	1992	mc
)	)	y
,	,	y
small	small	jj
effects	effect	nn2
can	can	vm
be	be	vbi
impressive	impressive	jj
if	if	cs_csw@
they	they	pphs2
emerge	emerge	vv0
in	in	ii_rp@
unlikely	unlikely	jj
situations	situation	nn2
.	.	y
<p>	<p>	y
The	the	at
failure	failure	nn1
on	on	ii41
the	the	ii42
part	part	ii43
of	of	ii44
the	the	at
conservatives	conservative	nn2
and	and	cc
moderates	moderate	nn2_vvz@
to	to	to
recognize	recognize	vvi
past	past	ii_jj_rl
conservative	conservative	jj_nn1
religious	religious	jj
programs	program	nn2
may	may	vm
involve	involve	vvi
both	both	rr_db2
political	political	jj
and	and	cc
psychological	psychological	jj
processes	process	nn2
.	.	y
As	as	csa
we	we	ppis2
noted	note	vvd
earlier	early	rrr_jjr
,	,	y
conservatives	conservative	nn2
,	,	y
by	by	ii
definition	definition	nn1
,	,	y
aim	aim	vv0_nn1
at	at	ii
preserving	preserve	vvg
the	the	at
old	old	jj
order	order	nn1
.	.	y
In	in	ii
a	a	at1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
,	,	y
change	change	nn1_vv0
is	be	vbz
constantly	constantly	rr
creeping	creep	vvg
in	in	rp@
.	.	y
For	for	if
conservatives	conservative	nn2
,	,	y
what	what	ddq
is	be	vbz
to	to	to
be	be	vbi
conserved	conserve	vvn@
may	may	vm
be	be	vbi
constantly	constantly	rr
shifting	shifting	jj_vvg
(	(	y
Minogue	minogue	np1_nn1
,	,	y
1967	1967	mc
)	)	y
.	.	y
When	when	cs_rrq
liberal	liberal	jj
advocates	advocate	nn2
for	for	if
change	change	nn1
prevail	prevail	vv0
,	,	y
the	the	at
proposed	proposed	jj
change	change	nn1
(	(	y
e.g.	eg	rex
,	,	y
in	in	ii
the	the	at
religious	religious	jj
domain	domain	nn1
,	,	y
marriage	marriage	nn1
for	for	if
priests	priest	nn2
;	;	y
in	in	ii
the	the	at
political	political	jj
domain	domain	nn1
,	,	y
an	a	at1
entitlement	entitlement	nn1
program	program	nn1
,	,	y
such	such	ii21
as	as	ii22
Social	social	jj
Security	security	nn1
)	)	y
may	may	vm
be	be	vbi
incorporated	incorporate	vvn
in	in	ii
a	a	at1
new	new	jj
social	social	jj
structure	structure	nn1
.	.	y
Such	such	da
a	a	at1
structure	structure	nn1
may	may	vm
result	result	vvi
in	in	ii
changes	change	nn2
in	in	ii
the	the	at
community	community	nn1
's	's	ge
belief	belief	nn1
system	system	nn1
and	and	cc
may	may	vm
become	become	vvi
a	a	at1
candidate	candidate	nn1
for	for	if
conservation	conservation	nn1_jj
.	.	y
The	the	at
position	position	nn1
of	of	io
early	early	jj
conservatives	conservative	nn2
who	who	pnqs
opposed	oppose	vvd
the	the	at
change	change	nn1
may	may	vm
no	no	rr21
longer	long	rr22
be	be	vbi
relevant	relevant	jj
to	to	ii
the	the	at
contemporary	contemporary	jj
conservative	conservative	jj_nn1
agenda	agenda	nn1
.	.	y
<p>	<p>	y
This	this	dd1
theory	theory	nn1
can	can	vm
be	be	vbi
applied	apply	vvn
to	to	ii
critique	critique	nn1
the	the	at
evolution	evolution	nn1
of	of	io
liberal	liberal	jj_nn1@
thought	thought	nn1_vvd
as	as	rr21_rg
well	well	rr22_rr
.	.	y
It	it	pph1
is	be	vbz
likely	likely	jj_rr@
that	that	cst_dd1
modem	modem	nn1
liberals	liberal	nn2
would	would	vm
fail	fail	vvi
to	to	to
identify	identify	vvi
past	past	rl_nn1_ii
failed	fail	vvd_jj@_vvn
liberal	liberal	jj
programs	program	nn2
if	if	cs
such	such	da
programs	program	nn2
had	have	vhd
become	become	vvn@
inconsistent	inconsistent	jj
with	with	iw
modem	modem	nn1
liberal	liberal	jj_nn1@
beliefs	belief	nn2
and	and	cc
values	value	nn2
.	.	y
The	the	at
difference	difference	nn1
is	be	vbz
that	that	cst_dd1
,	,	y
in	in	ii
a	a	at1
dynamic	dynamic	jj
society	society	nn1
,	,	y
liberals	liberal	nn2
are	be	vbr
more	more	rgr
likely	likely	jj
to	to	to
embrace	embrace	vvi
novelty	novelty	nn1
than	than	csn
conservatives	conservative	nn2
,	,	y
although	although	cs
conservatives	conservative	nn2
may	may	vm
try	try	vvi
to	to	to
instigate	instigate	vvi
changes	change	nn2
that	that	cst
bring	bring	vv0
back	back	rp
past	past	ii_jj
structures	structure	nn2
.	.	y
Thus	thus	rr
,	,	y
psychologically	psychologically	rr
and	and	cc
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
find	find	vvi
themselves	themselves	ppx2
in	in	ii
the	the	at
position	position	nn1
of	of	io
wanting	want	vvg_jj
to	to	to
abandon	abandon	vvi
and	and	cc
even	even	rr
forget	forget	vvi
past	past	jj_ii
agendas	agenda	nn2
.	.	y
<p>	<p>	y
The	the	at
second	second	md
main	main	jj
finding	finding	nn1
of	of	io
this	this	dd1
study	study	nn1
was	be	vbdz
that	that	cst
women	woman	nn2
were	be	vbdr
significantly	significantly	rr
more	more	rgr
likely	likely	jj
than	than	csn
men	man	nn2
to	to	to
identify	identify	vvi
conservative	conservative	jj_nn1
positions	position	nn2
of	of	io
the	the	at
past	past	nn1
,	,	y
as	as	csa
we	we	ppis2
predicted	predict	vvd
.	.	y
Again	again	rt
,	,	y
this	this	dd1
finding	finding	nn1
is	be	vbz
statistically	statistically	rr
significant	significant	jj
(	(	y
p	xx_p	zz1
<	&lt;	fo
.05	.05	mc
)	)	y
,	,	y
although	although	cs
the	the	at
amount	amount	nn1
of	of	io
variance	variance	nn1
accounted	account	vvn
for	for	if
by	by	ii
gender	gender	nn1
is	be	vbz
small	small	jj
(	(	y
2%	2%	nnu
)	)	y
.	.	y
In	in	ii31
accordance	accordance	ii32
with	with	ii33
the	the	at
arguments	argument	nn2
set	set	vv0_vvd_vvn
forth	forth	rr
earlier	early	rrr_jjr
,	,	y
it	it	pph1
makes	make	vvz
sense	sense	nn1
that	that	cst
women	woman	nn2
would	would	vm
have	have	vhi
a	a	at1
more	more	rgr
accurate	accurate	jj
recollection	recollection	nn1
of	of	io
historically	historically	rr
conservative	conservative	jj
positions	position	nn2
.	.	y
Many	many	da2
of	of	io
the	the	at
changes	change	nn2
in	in	ii
Christian	christian	jj
religious	religious	jj
doctrine	doctrine	nn1
initiated	initiate	vvn
by	by	ii
liberals	liberal	nn2
involved	involve	vvd_vvn
an	a	at1
expansion	expansion	nn1
in	in	ii
the	the	at
role	role	nn1
of	of	io
women	woman	nn2
.	.	y
Some	some	dd
liberal	liberal	jj
positions	position	nn2
(	(	y
e.g.	eg	rex
,	,	y
the	the	at
rejection	rejection	nn1
of	of	io
the	the	at
menstruation	menstruation	nn1
taboos	taboo	nn2
)	)	y
have	have	vh0
been	be	vbn
completely	completely	rr
assimilated	assimilate	vvn
by	by	ii
mainstream	mainstream	jj
Christianity	christianity	nn1
.	.	y
As	as	ii
a	a	at1
result	result	nn1
,	,	y
women	woman	nn2
may	may	vm
be	be	vbi
more	more	rgr_rrr
motivated	motivated	jj_vvn
to	to	to
remember	remember	vvi
past	past	ii_jj_rl
religious	religious	jj
positions	position	nn2
because	because	cs
many	many	da2
of	of	io
these	these	dd2
positions	position	nn2
had	have	vhd
far-reaching	far-reaching	jj
consequences	consequence	nn2
for	for	if
the	the	at
quality	quality	nn1
of	of	io
their	their	appge
lives	life	nn2
.	.	y
It	it	pph1
is	be	vbz
of	of	io
interest	interest	nn1
that	that	cst_dd1
,	,	y
in	in	ii
each	each	dd1
group	group	nn1
(	(	y
conservatives	conservative	nn2
,	,	y
moderates	moderate	nn2
,	,	y
and	and	cc
liberals	liberal	nn2
)	)	y
,	,	y
women	woman	nn2
made	make	vvd_vvn
fewer	fewer	dar
errors	error	nn2
in	in	ii
identifying	identify	vvg
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
Figure	figure	nn1
1	1	mc1
)	)	y
.	.	y
<p>	<p>	y
Yet	yet	rr
,	,	y
it	it	pph1
is	be	vbz
somewhat	somewhat	rr
surprising	surprising	jj
that	that	cst
a	a	at1
gender	gender	nn1
effect	effect	nn1
would	would	vm
be	be	vbi
found	find	vvn
among	among	ii
well-educated	well-educated	jj
respondents	respondent	nn2
from	from	ii
a	a	at1
large	large	jj
secular	secular	jj
university	university	nn1
with	with	iw
an	a	at1
established	established	jj@
Women	woman	nn2
's	's	ge
Studies	study	nn2
program	program	nn1_vv0@
.	.	y
One	one	pn1
would	would	vm
think	think	vvi
that	that	cst
these	these	dd2
college	college	nn1
men	man	nn2
would	would	vm
be	be	vbi
as	as	rg
likely	likely	jj_rr@
as	as	csa
the	the	at
women	woman	nn2
to	to	to
have	have	vhi
been	be	vbn
exposed	expose	vvn
to	to	ii
information	information	nn1
about	about	ii
conservative	conservative	jj_nn1
positions	position	nn2
in	in	ii
religious	religious	jj
history	history	nn1
.	.	y
It	it	pph1
is	be	vbz
possible	possible	jj
,	,	y
however	however	rr
,	,	y
that	that	cst
these	these	dd2
men	man	nn2
processed	process	vvd_vvn
the	the	at
information	information	nn1
differently	differently	rr
than	than	csn
the	the	at
women	woman	nn2
.	.	y
For	for	if
men	man	nn2
,	,	y
information	information	nn1
about	about	ii
past	past	jj_nn1
conservative	conservative	jj_nn1
positions	position	nn2
may	may	vm
have	have	vhi
conflicted	conflict	vvn@
with	with	iw
well-established	well-established	jj
beliefs	belief	nn2
and	and	cc
strong	strong	jj
positive	positive	jj
feelings	feeling	nn2
about	about	ii
Christianity	christianity	nn1
.	.	y
The	the	at
historical	historical	jj
data	data	nn
might	might	vm
have	have	vhi
been	be	vbn
unconsciously	unconsciously	rr
miscoded	miscoded	vvn
to	to	to
preserve	preserve	vvi
the	the	at
familiar	familiar	jj
beliefs	belief	nn2
and	and	cc
feelings	feeling	nn2
,	,	y
as	as	csa
suggested	suggest	vvn
by	by	ii
a	a	at1
theory	theory	nn1
of	of	io
conceptual	conceptual	jj
conservatism	conservatism	nn1
recently	recently	rr
proposed	propose	vvn
by	by	ii
Nissani	nissani	np1
(	(	y
1994	1994	mc
)	)	y
.	.	y
"	"	y
The	the	at
most	most	rgt
difficult	difficult	jj
mental	mental	jj
act	act	nn1
,	,	y
"	"	y
writes	write	vvz
Nissani	nissani	np1_nn1_jj
,	,	y
"	"	y
is	be	vbz
to	to	to
rearrange	rearrange	vvi
a	a	at1
familiar	familiar	jj
bundle	bundle	nn1
of	of	io
data	data	nn
,	,	y
to	to	to
look	look	vvi
at	at	ii
it	it	pph1
differently	differently	rr
"	"	y
(	(	y
p.	xx_p	nnu
310	310	mc
)	)	y
.	.	y
<p>	<p>	y
Although	although	cs
small	small	jj
effects	effect	nn2
are	be	vbr
typical	typical	jj
in	in	ii
religion	religion	nn1
research	research	nn1
,	,	y
future	future	jj_nn1
research	research	nn1
on	on	ii
religious	religious	jj
conservatism	conservatism	nn1
should	should	vm
experiment	experiment	vvi
with	with	iw
different	different	jj
operationalizations	operationalization	nn2
of	of	io
the	the	at
dependent	dependent	jj_nn1@
and	and	cc
independent	independent	jj
variables	variable	nn2
to	to	to
test	test	vvi
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
present	present	jj_nn1
data	data	nn
on	on	ii
religious	religious	jj
conservatism	conservatism	nn1
and	and	cc
those	those	dd2
on	on	ii
political	political	jj
conservatism	conservatism	nn1
(	(	y
Sugar	sugar	np1@_nn1
et	et	ra21
al.	al	ra22
,	,	y
1992	1992	mc
)	)	y
accurately	accurately	rr
reflect	reflect	vv0
major	major	jj
discontinuities	discontinuity	nn2
