##4002466		
Key	key	jj_nn1
are	be	vbr
rising	rise	vvg
in	in	ii_rp@
those	those	dd2
fields	field	nn2
.	.	y
Those	those	dd2
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
costs	cost	nn2
.	.	y
<p>	<p>	y
Similarly	similarly	rr
,	,	y
from	from	ii
the	the	at
1950s	1950s	mc2
until	until	cs
the	the	at
1980s	1980s	mc2
,	,	y
more	more	dar
people	people	nn
were	be	vbdr
induced	induce	vvn
to	to	to
commit	commit	vvi
crimes	crime	nn2
because	because	cs
they	they	pphs2
were	be	vbdr
responding	respond	vvg
to	to	ii
incentives	incentive	nn2
.	.	y
The	the	at
incentive	incentive	nn1
structure	structure	nn1
had	have	vhd
changed	change	vvn
to	to	to
reward	reward	vvi
more	more	rgr_dar
criminal	criminal	jj
behavior	behavior	nn1
.	.	y
That	that	dd1
was	be	vbdz
a	a	at1
period	period	nn1
when	when	rrq
judges	judge	nn2
issued	issue	vvd_vvn
less	less	rgr_dar
severe	severe	jj
sentences	sentence	nn2
and	and	cc
many	many	da2
convicted	convicted	jj
criminals	criminal	nn2
never	never	rr
actually	actually	rr
served	serve	vvn_vvd
time	time	nnt1
.	.	y
As	as	ii
a	a	at1
result	result	nn1
,	,	y
crime	crime	nn1
became	become	vvd
a	a	at1
more	more	rgr
attractive	attractive	jj
"	"	y
occupation	occupation	nn1
.	.	y
"	"	y
<p>	<p>	y
From	from	ii
his	his	appge
research	research	nn1
,	,	y
Becker	becker	np1
concluded	conclude	vvd
that	that	cst
ways	way	nn2
had	have	vhd
to	to	to
be	be	vbi
found	find	vvn
to	to	to
change	change	vvi
incentives	incentive	nn2
influencing	influence	vvg
criminal	criminal	jj_nn1
behavior	behavior	nn1
.	.	y
Becker	becker	np1
and	and	cc
Becker	becker	np1
(	(	y
1997	1997	mc
)	)	y
point	point	vv0@_nn1
out	out	rp
that	that	cst
the	the	at
revival	revival	nn1
of	of	io
the	the	at
economic	economic	jj
analysis	analysis	nn1
of	of	io
crime	crime	nn1
led	lead	vvn_vvd
to	to	ii
actions	action	nn2
that	that	cst
reduced	reduce	vvd_jj@
crime	crime	nn1
levels	level	nn2
.	.	y
As	as	ii_csa
the	the	at
probabilities	probability	nn2
of	of	io
apprehending	apprehend	vvg_jj@
criminals	criminal	nn2
and	and	cc
punishing	punish	vvg
those	those	dd2
convicted	convicted	jj_vvn
increased	increased	jj
,	,	y
crime	crime	nn1
began	begin	vvd
to	to	to
decline	decline	vvi
.	.	y
Studies	study	nn2
revealed	reveal	vvd_vvn
that	that	cst
crimes	crime	nn2
of	of	io
passion	passion	nn1
as	as	ii31
well	well	ii32
as	as	ii33
crimes	crime	nn2
against	against	ii
property	property	nn1
were	be	vbdr
reduced	reduce	vvn
by	by	ii
making	make	vvg
punishment	punishment	nn1
more	more	rgr
certain	certain	jj
and	and	cc
severe	severe	jj
.	.	y
<p>	<p>	y
Becker	becker	np1
's	's	ge
studies	study	nn2
can	can	vm
be	be	vbi
applied	apply	vvn
to	to	ii
the	the	at
behavior	behavior	nn1
of	of	io
terrorist	terrorist	jj_nn1
groups	group	nn2
such	such	ii21
as	as	ii22
al	al	np1
Qaeda	qaeda	np1
.	.	y
The	the	at
key	key	nn1
is	be	vbz
to	to	to
begin	begin	vvi
with	with	iw
a	a	at1
focus	focus	nn1
on	on	ii
incentives	incentive	nn2
to	to	ii
terrorists	terrorist	nn2
.	.	y
A	a	at1
case	case	nn1
can	can	vm
be	be	vbi
made	make	vvn
that	that	cst
the	the	at
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
incentives	incentive	nn2
that	that	cst
rewarded	reward	vvd
terrorist	terrorist	jj
behavior	behavior	nn1
.	.	y
The	the	at
United	united	np1
States	state	np1
used	use	vvd
almost	almost	rr
no	no	at
military	military	jj
response	response	nn1
in	in	ii
the	the	at
wake	wake	nn1
of	of	io
several	several	da2
terrorist	terrorist	jj
attacks	attack	nn2
,	,	y
including	including	ii_vvg@
the	the	at
1993	1993	mc
bombing	bombing	nn1
of	of	io
the	the	at
World	world	nn1
Trade	trade	nn1
Center	center	nn1
,	,	y
the	the	at
1998	1998	mc
bombings	bombing	nn2
of	of	io
U.S.	us	np1
embassies	embassy	nn2
in	in	ii
Kenya	kenya	np1
and	and	cc
Tanzania	tanzania	np1
,	,	y
and	and	cc
the	the	at
2000	2000	mc
bombing	bombing	nn1
of	of	io
the	the	at
USS	uss	np1_nn1
Cole	cole	np1
.	.	y
Groups	group	nn2
such	such	ii21
as	as	ii22
al	al	np1
Qaeda	qaeda	np1
watched	watch	vvd
the	the	at
American	american	jj
response	response	nn1
carefully	carefully	rr
.	.	y
The	the	at
lack	lack	nn1
of	of	io
action	action	nn1
provided	provide	vvd_cs_vvn
an	a	at1
incentive	incentive	nn1
to	to	to
commit	commit	vvi
additional	additional	jj
acts	act	nn2
of	of	io
terror	terror	nn1
.	.	y
<p>	<p>	y
Can	can	vv0%_vm
swift	swift	jj_nn1@
and	and	cc
decisive	decisive	jj
action	action	nn1
deter	deter	vv0
terrorism	terrorism	nn1
?	?	y
At	at	ii
first	first	md
glance	glance	nn1
,	,	y
common	common	jj
sense	sense	nn1
would	would	vm
suggest	suggest	vvi
that	that	cst
that	that	dd1
is	be	vbz
the	the	at
case	case	nn1
.	.	y
Empirical	empirical	jj
studies	study	nn2
offer	offer	vv0
some	some	dd
additional	additional	jj
specific	specific	jj
evidence	evidence	nn1
.	.	y
Enders	ender	nn2
,	,	y
Sandler	sandler	np1_nn1
,	,	y
and	and	cc
Cauley	cauley	np1
(	(	y
1990	1990	mc
)	)	y
studied	study	vvd
the	the	at
effects	effect	nn2
of	of	io
metal	metal	nn1
detector	detector	nn1
technology	technology	nn1
on	on	ii
the	the	at
number	number	nn1
of	of	io
skyjacking	skyjacking	vvg_jj@
incidents	incident	nn2
.	.	y
They	they	pphs2
found	find	vvd
that	that	cst
the	the	at
fall	fall	nn1
in	in	ii
transnational	transnational	jj
skyjacking	skyjacking	nn1@
was	be	vbdz
statistically	statistically	rr
significant	significant	jj
after	after	cs_ii
such	such	da
technology	technology	nn1
was	be	vbdz
in	in	ii
place	place	nn1
.	.	y
<p>	<p>	y
But	but	ccb
the	the	at
difficulty	difficulty	nn1
of	of	io
applying	apply	vvg
direct	direct	jj
retaliation	retaliation	nn1
as	as	ii_csa
the	the	at
complete	complete	jj
solution	solution	nn1
to	to	ii
terrorist	terrorist	jj_nn1
behavior	behavior	nn1
lies	lie	vvz_nn2
within	within	ii
the	the	at
nature	nature	nn1
of	of	io
terrorism	terrorism	nn1
.	.	y
In	in	ii
many	many	da2
acts	act	nn2
of	of	io
terrorism	terrorism	nn1
,	,	y
the	the	at
perpetrator	perpetrator	nn1
is	be	vbz
a	a	at1
suicide	suicide	nn1
bomber	bomber	nn1
.	.	y
The	the	at
planners	planner	nn2
and	and	cc
leaders	leader	nn2
are	be	vbr
unknown	unknown	jj
or	or	cc
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
sovereignty	sovereignty	nn1
.	.	y
Another	another	dd1
way	way	nn1
to	to	to
approach	approach	vvi
incentives	incentive	nn2
for	for	if
terrorists	terrorist	nn2
is	be	vbz
to	to	to
deal	deal	vvi
directly	directly	rr
with	with	iw
the	the	at
root	root	nn1
problems	problem	nn2
that	that	cst
cause	cause	vv0
the	the	at
terrorism	terrorism	nn1
.	.	y
For	for	rex21
example	example	rex22
,	,	y
U.S.	us	np1
troops	troop	nn2
on	on	ii
the	the	at
Muslim	muslim	jj
holy	holy	jj
ground	ground	nn1
of	of	io
Saudi	saudi	np1
Arabia	arabia	np1
have	have	vh0
caused	cause	vvn
much	much	da1
of	of	io
the	the	at
animosity	animosity	nn1
toward	toward	ii
the	the	at
United	united	np1
States	state	np1
;	;	y
so	so	rg_rr
much	much	da1_rr
so	so	cs21
that	that	cs22
the	the	at
United	united	np1
States	state	np1
is	be	vbz
very	very	rg
quietly	quietly	rr
removing	remove	vvg
U.S.	us	np1
troops	troop	nn2
from	from	ii
Saudi	saudi	np1
Arabia	arabia	np1
.	.	y
Internationalizing	internationalize	vvg
the	the	at
Old	old	jj
City	city	nn1
of	of	io
Jerusalem	jerusalem	np1
and	and	cc
all	all	db
the	the	at
holy	holy	jj
shrines	shrine	nn2
in	in	ii
Israel	israel	np1
under	under	ii
the	the	at
UN	un	np1
would	would	vm
be	be	vbi
another	another	dd1
step	step	nn1
to	to	ii
ending	end	vvg
a	a	at1
great	great	jj
deal	deal	nn1
of	of	io
religious	religious	jj
animosity	animosity	nn1
and	and	cc
a	a	at1
major	major	jj
cause	cause	nn1
of	of	io
terrorism	terrorism	nn1
.	.	y
Why	why	rrq
the	the	at
World	world	nn1
Trade	trade	nn1
Center	center	nn1
Buildings	building	nn2
and	and	cc
the	the	at
Pentagon	pentagon	np1_nn1@
?	?	y
<p>	<p>	y
Al	al	np1
Qaeda	qaeda	np1
sees	see	vvz
plainly	plainly	rr
that	that	cst
the	the	at
United	united	np1
States	state	np1
is	be	vbz
the	the	at
financial	financial	jj
supporter	supporter	nn1
that	that	cst_dd1
keeps	keep	vvz
Israel	israel	np1
strong	strong	jj
.	.	y
The	the	at
United	united	np1
States	state	np1
gives	give	vvz
Israel	israel	np1
and	and	cc
Egypt	egypt	np1
each	each	dd1
$4	$4	nnu
billion	billion	m
a	a	at1
year	year	nnt1
in	in	ii
aid	aid	nn1
.	.	y
On	on	ii
almost	almost	rr
every	every	at1
major	major	jj
building	building	nn1
in	in	ii
Israel	israel	np1
,	,	y
one	one	pn1
can	can	vm
find	find	vvi
plaques	plaque	nn2
filled	fill	vvn_vvd
with	with	iw
names	name	nn2
of	of	io
contributors	contributor	nn2
from	from	ii
the	the	at
United	united	np1
States	state	np1
.	.	y
Moreover	moreover	rr
,	,	y
the	the	at
United	united	np1
States	state	np1
is	be	vbz
a	a	at1
symbol	symbol	nn1
of	of	io
much	much	da1
of	of	io
what	what	ddq
Muslim	muslim	jj
terrorist	terrorist	jj_nn1
groups	group	nn2
such	such	ii21
as	as	ii22
al	al	np1
Qaeda	qaeda	np1
are	be	vbr
against	against	ii
.	.	y
A	a	at1_zz1
strike	strike	nn1_vv0
against	against	ii
the	the	at
strongest	strong	jjt
military	military	jj
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
and	and	cc
globalization	globalization	nn1
was	be	vbdz
viewed	view	vvn
as	as	ii
a	a	at1
fundamental	fundamental	jj
goal	goal	nn1
.	.	y
By	by	ii
attacking	attack	vvg
the	the	at
World	world	nn1
Trade	trade	nn1
Center	center	nn1
and	and	cc
the	the	at
Pentagon	pentagon	np1_nn1@
,	,	y
al	al	np1_fw
Qaeda	qaeda	np1
wanted	want	vvd
to	to	to
make	make	vvi
Americans	american	nn2
take	take	vvi
notice	notice	nn1
of	of	io
what	what	ddq
the	the	at
United	united	np1
States	state	np1
was	be	vbdz
doing	do	vdg
wrong	wrong	jj_rr@
in	in	ii
the	the	at
Middle	middle	jj
East	east	nd1
.	.	y
<p>	<p>	y
A	a	at1_zz1
strike	strike	nn1_vv0
on	on	ii
the	the	at
United	united	np1
States	state	np1
had	have	vhd
a	a	at1
practical	practical	jj
side	side	nn1
as	as	rr21_rg
well	well	rr22_rr
;	;	y
it	it	pph1
was	be	vbdz
a	a	at1
good	good	jj
target	target	nn1
.	.	y
As	as	ii_csa
an	a	at1
open	open	jj
system	system	nn1
with	with	iw
the	the	at
basic	basic	jj
freedoms	freedom	nn2
of	of	io
a	a	at1
democratic	democratic	jj
society	society	nn1
,	,	y
many	many	da2
of	of	io
the	the	at
protective	protective	jj
screens	screen	nn2
against	against	ii
terrorism	terrorism	nn1
were	be	vbdr
simply	simply	rr
not	not	xx
in	in	ii
place	place	nn1
.	.	y
Air	air	nn1
transportation	transportation	nn1
policies	policy	nn2
were	be	vbdr
designed	design	vvn
to	to	to
help	help	vvi
business	business	nn1
travelers	traveler	nn2
and	and	cc
tourists	tourist	nn2
get	get	vv0
to	to	ii
their	their	appge
destinations	destination	nn2
with	with	iw
a	a	at1
minimum	minimum	nn1
of	of	io
hassle	hassle	nn1
.	.	y
Those	those	dd2
policies	policy	nn2
were	be	vbdr
not	not	xx
focused	focus	vvn
on	on	ii
the	the	at
dangers	danger	nn2
posed	pose	vvn
by	by	ii
a	a	at1
purposeful	purposeful	jj
,	,	y
determined	determine	vvn_jj_vvd@
,	,	y
ruthless	ruthless	jj
,	,	y
and	and	cc
well-trained	well-trained	jj
group	group	nn1
of	of	io
terrorists	terrorist	nn2
.	.	y
Technology	technology	nn1
and	and	cc
communications	communication	nn2
are	be	vbr
well	well	rr
developed	develop	vvn
in	in	ii
the	the	at
United	united	np1
States	state	np1
,	,	y
which	which	ddq
also	also	rr
made	make	vvd_vvn
it	it	pph1
easier	easy	jjr_rrr
for	for	if
the	the	at
terrorists	terrorist	nn2
to	to	to
plan	plan	vvi
and	and	cc
execute	execute	vvi
their	their	appge
operations	operation	nn2
.	.	y
The	the	at
Economic	economic	jj
Impact	impact	nn1
<p>	<p>	y
The	the	at
terrorists	terrorist	nn2
who	who	pnqs
planned	plan	vvd
the	the	at
attacks	attack	nn2
of	of	io
September	september	npm1
11	11	mc
,	,	y
2001	2001	mc
,	,	y
understood	understand	vvd_vvn
that	that	cst
New	new	np1
York	york	np1
City	city	nn1
is	be	vbz
the	the	at
financial	financial	jj
center	center	nn1
of	of	io
the	the	at
United	united	np1
States	state	np1
,	,	y
the	the	at
home	home	nn1
of	of	io
the	the	at
dominant	dominant	jj
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
corporations	corporation	nn2
maintain	maintain	vv0
their	their	appge
headquarters	headquarters	nn
there	there	rl
,	,	y
making	make	vvg
the	the	at
city	city	nn1
the	the	at
heart	heart	nn1
of	of	io
the	the	at
foreign	foreign	jj
exchange	exchange	nn1
market	market	nn1
and	and	cc
a	a	at1
vital	vital	jj
link	link	nn1
in	in	ii
international	international	jj
trade	trade	nn1
relations	relation	nn2
.	.	y
<p>	<p>	y
The	the	at
shock	shock	nn1
of	of	io
the	the	at
September	september	npm1
11	11	mc
attacks	attack	nn2
may	may	vm
well	well	rr
have	have	vhi
done	do	vdn
more	more	rrr
damage	damage	nn1
than	than	csn
even	even	rr
al	al	np1_fw
Qaeda	qaeda	np1
had	have	vhd
imagined	imagine	vvn
possible	possible	jj
.	.	y
An	a	at1
economy	economy	nn1
that	that	cst_dd1
was	be	vbdz
already	already	rr
showing	show	vvg
signs	sign	nn2
of	of	io
weakness	weakness	nn1
moved	move	vvd_vvn
further	far	rrr
into	into	ii
recession	recession	nn1
.	.	y
The	the	at
psychological	psychological	jj
effects	effect	nn2
of	of	io
the	the	at
attacks	attack	nn2
adversely	adversely	rr
affected	affect	vvn_jj@
consumer	consumer	nn1
spending	spending	nn1_vvg
.	.	y
Air	air	nn1
travel	travel	nn1
dropped	drop	vvn_vvd
at	at	ii
the	the	at
same	same	da
time	time	nnt1
as	as	csa
oil	oil	nn1
prices	price	nn2
increased	increase	vvn_vvd
.	.	y
That	that	dd1
double	double	jj
whammy	whammy	nn1
produced	produce	vvd_vvn
great	great	jj
difficulties	difficulty	nn2
for	for	if
the	the	at
airline	airline	nn1
industries	industry	nn2
,	,	y
which	which	ddq
soon	soon	rr
sought	seek	vvn_vvd
and	and	cc
received	receive	vvn
help	help	nn1_vv0
from	from	ii
the	the	at
federal	federal	jj
government	government	nn1
to	to	to
remain	remain	vvi
in	in	ii
business	business	nn1
.	.	y
<p>	<p>	y
Other	other	jj
industries	industry	nn2
were	be	vbdr
affected	affect	vvn
as	as	rr21_rg
well	well	rr22_rr
:	:	y
<p>	<p>	y
--	--	x
Insurance	insurance	nn1
companies	company	nn2
faced	face	vvn_vvd
with	with	iw
large	large	jj
payouts	payout	nn2
raised	raise	vvd_vvn_jj@
worries	worry	nn2
about	about	ii
rate	rate	nn1
increases	increase	nn2_vvz
.	.	y
<p>	<p>	y
--	--	x
Manufacturers	manufacturer	nn2
worried	worry	vvn@_vvd@
about	about	ii
disruptions	disruption	nn2
of	of	io
supplies	supply	nn2
began	begin	vvd
to	to	to
rethink	rethink	vvi
"	"	y
just-in-time	just-in-time	jj
"	"	y
inventories	inventory	nn2
and	and	cc
other	other	jj
efficiencies	efficiency	nn2
that	that	cst
depended	depend	vvd
on	on	ii
quick	quick	jj
and	and	cc
uninterrupted	uninterrupted	jj
transportation	transportation	nn1
.	.	y
<p>	<p>	y
--	--	x
Concerns	concern	nn2
increased	increase	vvn_vvd
about	about	ii
the	the	at
stability	stability	nn1
of	of	io
future	future	jj_nn1
energy	energy	nn1
supplies	supply	nn2_vvz
.	.	y
<p>	<p>	y
Because	because	ii21
of	of	ii22
concerns	concern	nn2
that	that	cst
the	the	at
events	event	nn2
of	of	io
September	september	npm1
11	11	mc
would	would	vm
further	far	rrr
contribute	contribute	vvi
to	to	ii
an	a	at1
emerging	emerging	jj
economic	economic	jj
recession	recession	nn1
,	,	y
the	the	at
federal	federal	jj
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
swiftly	swiftly	rr
approved	approve	vvn_vvd_jj
,	,	y
which	which	ddq
included	include	vvd
spending	spend	vvg_nn1
for	for	if
homeland	homeland	nn1
defense	defense	nn1
and	and	cc
rebuilding	rebuild	vvg_nn1
New	new	np1
York	york	np1
's	's	ge
financial	financial	jj
district	district	nn1
.	.	y
Subsequently	subsequently	rr
,	,	y
a	a	at1
$60-	$60-	nnu
to	to	ii
$75-billion	$75-billion	nnu
stimulus	stimulus	nn1
package	package	nn1
was	be	vbdz
approved	approve	vvn
,	,	y
which	which	ddq
included	include	vvd
a	a	at1
$15	$15	nnu
billion	billion	m
relief	relief	nn1
package	package	nn1
for	for	if
airlines	airline	nn2
.	.	y
A	a	at1_zz1
Teaching	teaching	nn1@_vvg
Suggestion	suggestion	nn1
<p>	<p>	y
How	how	rrq
might	might	vm
a	a	at1
high	high	jj
school	school	nn1
economics	economics	nn1
teacher	teacher	nn1
approach	approach	nn1
September	september	npm1
11	11	mc
with	with	iw
his	his	appge
or	or	cc
her	her	appge
students	student	nn2
?	?	y
We	we	ppis2
offer	offer	vv0
this	this	dd1
suggestion	suggestion	nn1
.	.	y
Pose	pose	vv0
the	the	at
following	following	jj
mystery	mystery	nn1
to	to	ii
the	the	at
class	class	nn1
:	:	y
<p>	<p>	y
A	a	at1_zz1
basic	basic	jj
assumption	assumption	nn1
of	of	io
economics	economics	nn1
is	be	vbz
that	that	cst
people	people	nn
act	act	vv0
rationally	rationally	rr
,	,	y
in	in	ii
their	their	appge
own	own	da
self	self	nn1
interest	interest	nn1
.	.	y
On	on	ii
September	september	npm1
11	11	mc
,	,	y
members	member	nn2
of	of	io
al	al	np1_fw
Qaeda	qaeda	np1
led	lead	vvd
suicide	suicide	nn1
attacks	attack	vvz@_nn2
that	that	cst
killed	kill	vvd
more	more	dar
than	than	csn
two	two	mc
thousand	thousand	m
people	people	nn
,	,	y
including	including	ii_vvg@
the	the	at
terrorists	terrorist	nn2
themselves	themselves	ppx2
.	.	y
How	how	rrq
can	can	vm
terrorist	terrorist	jj_nn1
acts	act	nn2_vvz
,	,	y
such	such	ii21
as	as	ii22
those	those	dd2
of	of	io
September	september	npm1
11	11	mc
,	,	y
be	be	vbi
viewed	view	vvn
as	as	csa_rg@_ii@
rational	rational	jj
and	and	cc
self-interested	self-interested	jj
?	?	y
Is	be	vbz
n't	n't	xx
terrorism	terrorism	nn1
the	the	at
work	work	nn1
of	of	io
irrational	irrational	jj
zealots	zealot	nn2
?	?	y
<p>	<p>	y
Remind	remind	vv0
the	the	at
students	student	nn2
of	of	io
some	some	dd
of	of	io
the	the	at
key	key	jj_nn1
points	point	nn2
of	of	io
the	the	at
economic	economic	jj
way	way	nn1
of	of	io
thinking	thinking	nn1_vvg
,	,	y
such	such	ii21
as	as	ii22
the	the	at
following	following	jj
:	:	y
<p>	<p>	y
--	--	x
People	people	nn
choose	choose	vv0
.	.	y
They	they	pphs2
try	try	vv0
to	to	to
select	select	vvi
the	the	at
best	best	jjt
combination	combination	nn1
of	of	io
benefits	benefit	nn2
and	and	cc
costs	cost	nn2_vvz
.	.	y
<p>	<p>	y
--	--	x
People	people	nn
's	's	ge
choices	choice	nn2
involve	involve	vv0
costs	cost	nn2
.	.	y
<p>	<p>	y
--	--	x
People	people	nn
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
pose	pose	vv0
the	the	at
following	following	jj
true	true	jj
or	or	cc
false	false	jj
statements	statement	nn2
to	to	ii
the	the	at
class	class	nn1
,	,	y
and	and	cc
allow	allow	vv0
the	the	at
students	student	nn2
to	to	to
discuss	discuss	vvi
their	their	appge
responses	response	nn2
:	:	y
<p>	<p>	y
1	1	mc1
.	.	y
Terrorist	terrorist	jj_nn1
groups	group	nn2
such	such	ii21
as	as	ii22
al	al	np1
Qaeda	qaeda	np1
are	be	vbr
poorly	poorly	rr
organized	organize	vvn_jj@_vvd
groups	group	nn2
of	of	io
misfits	misfit	nn2
.	.	y
<p>	<p>	y
False	false	jj_rr@
.	.	y
Encourage	encourage	vv0
several	several	da2
responses	response	nn2
from	from	ii
the	the	at
students	student	nn2
,	,	y
but	but	ccb
point	point	vv0@
out	out	rp
that	that	cst
al	al	np1
Qaeda	qaeda	np1
was	be	vbdz
,	,	y
in	in	ii
fact	fact	nn1
,	,	y
a	a	at1
well-organized	well-organized	jj_nn1
network	network	nn1
with	with	iw
a	a	at1
leadership	leadership	nn1
structure	structure	nn1
and	and	cc
a	a	at1
decentralized	decentralized	jj
approach	approach	nn1
.	.	y
<p>	<p>	y
2	2	mc
.	.	y
Terrorist	terrorist	jj_nn1
groups	group	nn2
such	such	ii21
as	as	ii22
al	al	np1
Qaeda	qaeda	np1
have	have	vh0
only	only	rr
a	a	at1
vague	vague	jj
sense	sense	nn1
of	of	io
purpose	purpose	nn1
.	.	y
<p>	<p>	y
False	false	jj_rr@
.	.	y
Stress	stress	vv0@_nn1
that	that	cst
al	al	np1
Qaeda	qaeda	np1
