##4000077		
Research	research	nn1_vv0@
Bloom	bloom	np1
,	,	y
he	he	pphs1
is	be	vbz
also	also	rr
,	,	y
unsurprisingly	unsurprisingly	rr
,	,	y
like	like	ii
Moses	moses	np1
Herzog	herzog	np1
,	,	y
like	like	ii
Humboldt	humboldt	np1
.	.	y
And	and	cc
they	they	pphs2
are	be	vbr
all	all	db_rr@
,	,	y
in	in	ii
their	their	appge
way	way	nn1
,	,	y
originals	original	nn2
:	:	y
original	original	jj
instruments	instrument	nn2
,	,	y
original	original	jj
voices	voice	nn2
.	.	y
<p>	<p>	y
It	it	pph1
is	be	vbz
one	one	mc1
of	of	io
Ravelstein	ravelstein	np1
's	's	ge
projects	project	nn2
to	to	to
divorce	divorce	vvi
his	his	appge
students	student	nn2
--	--	x
who	who	pnqs
are	be	vbr
always	always	rr
his	his	appge
devoted	devoted	jj
proteges	protege	nn2
--	--	x
from	from	ii
what	what	ddq
used	use	vmk
to	to	to
be	be	vbi
called	call	vvn
their	their	appge
backgrounds	background	nn2
.	.	y
"	"	y
He	he	pphs1
hated	hate	vvd
his	his	appge
own	own	da
family	family	nn1
and	and	cc
never	never	rr
tired	tired	jj
of	of	io
weaning	wean	vvg
his	his	appge
gifted	gifted	jj
students	student	nn2
from	from	ii
their	their	appge
families	family	nn2
.	.	y
His	his	appge
students	student	nn2
,	,	y
as	as	csa
I	i	ppis1
've	have	vh0
said	say	vvn
,	,	y
had	have	vhd
to	to	to
be	be	vbi
cured	cure	vvn
of	of	io
the	the	at
disastrous	disastrous	jj
misconceptions	misconception	nn2
,	,	y
the	the	at
'	'	ge
standardized	standardized	jj
unrealities	unreality	nn2
'	'	ge
imposed	imposed	jj@_vvn_vvd
on	on	ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
and	and	cc
originality	originality	nn1
are	be	vbr
at	at	ii
odds	odds	nn2
with	with	iw
each	each	ppx221
other	other	ppx222
;	;	y
he	he	pphs1
persuades	persuade	vvz
his	his	appge
students	student	nn2
to	to	to
disown	disown	vvi
,	,	y
as	as	csa
he	he	pphs1
has	have	vhz
done	do	vdn
,	,	y
their	their	appge
supposed	supposed	jj@
histories	history	nn2
.	.	y
But	but	ccb
even	even	cs21
though	though	cs22
Ravelstein	ravelstein	np1
is	be	vbz
,	,	y
by	by	ii
definition	definition	nn1
,	,	y
no	no	at
Freudian	freudian	jj
--	--	x
and	and	cc
,	,	y
as	as	csa_ii
a	a	at1
committed	committed	jj
European	european	nn1_jj
,	,	y
no	no	at
Emersonian	emersonian	jj_nn1@
either	either	rr
(	(	y
although	although	cs
Thoreau	thoreau	np1_nn1
,	,	y
as	as	csa
we	we	ppis2
shall	shall	vm
see	see	vvi
,	,	y
puts	put	vvz
in	in	ii_rp@
some	some	dd
interesting	interesting	jj
appearances	appearance	nn2
)	)	y
--	--	x
his	his	appge
biographer-to-be	biographer-to-be	jj@
,	,	y
Chick	chick	np1_vv0_nn1
,	,	y
as	as	csa
he	he	pphs1
is	be	vbz
aptly	aptly	rr
named	name	vvn_vvd
,	,	y
has	have	vhz
a	a	at1
more	more	rgr
familiar	familiar	jj
,	,	y
literary-Freudian	literary-freudian	jj
cast	cast	nn1@
of	of	io
mind	mind	nn1
.	.	y
So	so	rr
he	he	pphs1
reads	read	vvz
Ravelstein	ravelstein	np1_nn1@
in	in	ii
a	a	at1
way	way	nn1
Ravelstein	ravelstein	np1_nn1@
would	would	vm
never	never	rr
read	read	vvi
himself	himself	ppx1
;	;	y
that	that	rex21
is	is	rex22
,	,	y
through	through	ii
a	a	at1
particular	particular	jj
canon	canon	nn1
of	of	io
literary	literary	jj
allusions	allusion	nn2
.	.	y
"	"	y
His	his	appge
lot	lot	nn1
,	,	y
his	his	appge
crew	crew	nn1
,	,	y
his	his	appge
disciples	disciple	nn2
,	,	y
his	his	appge
clones	clone	nn2
who	who	pnqs
dressed	dress	vvd@
as	as	csa
he	he	pphs1
did	do	vdd
,	,	y
smoked	smoke	vvd_vvn
the	the	at
same	same	da
Marlboros	marlboro	np2
,	,	y
and	and	cc
found	find	vvn_vvd
in	in	ii
these	these	dd2
entertainments	entertainment	nn2
a	a	at1
common	common	jj
ground	ground	nn1
between	between	ii
the	the	at
fan	fan	nn1
clubs	club	nn2
of	of	io
childhood	childhood	nn1
and	and	cc
the	the	at
Promised	promised	jj@
Land	land	nn1
of	of	io
the	the	at
intellect	intellect	nn1
towards	towards	ii
which	which	ddq
Ravelstein	ravelstein	np1
,	,	y
their	their	appge
Moses	moses	np1
and	and	cc
their	their	appge
Socrates	socrates	np1
,	,	y
led	lead	vvd
them	them	ppho2
.	.	y
"	"	y
Bellow	bellow	nn1_np1@_vv0
has	have	vhz
always	always	rr
been	be	vbn
able	able	jk
to	to	to
pack	pack	vvi
a	a	at1
sentence	sentence	nn1
;	;	y
and	and	cc
at	at	ii
its	its	z'
worst	bad	rrt@
this	this	dd1
can	can	vm
give	give	vvi
his	his	appge
writing	write	vvg_nn1
a	a	at1
kind	kind	nn1
of	of	io
studied	studied	jj@
fluency	fluency	nn1
,	,	y
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
down	down	rp
.	.	y
But	but	ccb
here	here	rl
,	,	y
as	as	csa
everywhere	everywhere	rl
in	in	ii
Ravelstein	ravelstein	np1
,	,	y
there	there	ex
is	be	vbz
no	no	at_rr%
straining	straining	jj@_vvg_nn1%
for	for	if
effect	effect	nn1
in	in	ii
writing	write	vvg_nn1
about	about	ii
a	a	at1
character	character	nn1
who	who	pnqs
is	be	vbz
,	,	y
for	for	if
all	all	db
intents	intent	nn2
and	and	cc
purposes	purpose	nn2
,	,	y
doing	do	vdg
virtually	virtually	rr
nothing	nothing	pn1
but	but	ccb
that	that	dd1
.	.	y
"	"	y
Crew	crew	np1_nn1
"	"	y
refers	refer	vvz
us	us	ppio2
to	to	ii
Milton	milton	np1
's	's	ge
Satan	satan	np1_nn1@
,	,	y
and	and	cc
"	"	y
disciples	disciple	nn2
"	"	y
refers	refer	vvz
us	us	ppio2
to	to	ii
Satan	satan	np1
's	's	ge
rival	rival	nn1_jj
;	;	y
"	"	y
the	the	at
Promised	promised	jj@
Land	land	nn1
of	of	io
the	the	at
intellect	intellect	nn1
"	"	y
seems	seem	vvz
to	to	to
marry	marry	vvi
Jerusalem	jerusalem	np1
and	and	cc
Athens	athens	np1
.	.	y
Ravelstein	ravelstein	nn1_np1@
,	,	y
we	we	ppis2
are	be	vbr
told	tell	vvn
,	,	y
was	be	vbdz
"	"	y
Homeric	homeric	jj_np1
,	,	y
"	"	y
a	a	at1
lover	lover	nn1
of	of	io
Plato	plato	np1
;	;	y
a	a	at1
Jew	jew	nn1
who	who	pnqs
devoted	devote	vvd@
his	his	appge
life	life	nn1
to	to	ii
Athens	athens	np1
until	until	cs
he	he	pphs1
began	begin	vvd
dying	dying	jj_vvg
,	,	y
when	when	cs_rrq
he	he	pphs1
turned	turn	vvd
back	back	rp
to	to	ii
his	his	appge
forefathers	forefather	nn2
.	.	y
Chick	chick	vv0_nn1_np1@
,	,	y
though	though	cs_rr@
,	,	y
is	be	vbz
not	not	xx
the	the	at
kind	kind	nn1
of	of	io
person	person	nn1
who	who	pnqs
thinks	think	vvz
along	along	ii_rp
Jerusalem	jerusalem	np1
and	and	cc
Athens	athens	np1
lines	line	nn2
.	.	y
If	if	cs
he	he	pphs1
is	be	vbz
anything	anything	pn1
,	,	y
in	in	ii
this	this	dd1
debate	debate	nn1
that	that	cst_dd1
Bellow	bellow	np1_nn1
has	have	vhz
so	so	rg_rr
shrewdly	shrewdly	rr
staged	stage	vvn
,	,	y
he	he	pphs1
is	be	vbz
literary	literary	jj
rather	rather	ii21
than	than	ii22
political	political	jj
.	.	y
And	and	cc
Bellow	bellow	np1_nn1_vv0
,	,	y
of	of	rr21
course	course	rr22
,	,	y
is	be	vbz
mindful	mindful	jj
of	of	io
what	what	ddq
is	be	vbz
at	at	ii
stake	stake	nn1
in	in	ii
such	such	da
distinctions	distinction	nn2
.	.	y
<p>	<p>	y
There	there	ex
is	be	vbz
,	,	y
in	in	ii
Ravelstein	ravelstein	np1
's	's	ge
view	view	nn1
,	,	y
something	something	pn1
childish	childish	jj
about	about	ii
the	the	at
way	way	nn1
the	the	at
literary	literary	jj
tend	tend	vv0
,	,	y
as	as	rr31
it	it	rr32
were	were	vbdr
,	,	y
to	to	to
overpersonalize	overpersonalize	vvi
things	thing	nn2
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
are	be	vbr
often	often	rr
at	at	ii
pains	pain	nn2
to	to	to
conceal	conceal	vvi
:	:	y
that	that	dd1
writing	writing	nn1_vvg
about	about	ii
someone	someone	pn1
turns	turn	vvz
too	too	rg
easily	easily	rr
into	into	ii
writing	write	vvg_nn1
on	on	ii_rp@
their	their	appge
behalf	behalf	nn1
.	.	y
That	that	dd1_cst
biographers	biographer	nn2
can	can	vm
be	be	vbi
sly	sly	jj
when	when	cs
they	they	pphs2
use	use	vv0
their	their	appge
nominal	nominal	jj
subjects	subject	nn2
as	as	csa_ii@
novelists	novelist	nn2
use	use	vv0
their	their	appge
characters	character	nn2
,	,	y
as	as	csa_ii
a	a	at1
way	way	nn1
of	of	io
saying	say	vvg
something	something	pn1
.	.	y
Ravelstein	ravelstein	nn1_np1@
is	be	vbz
Chick	chick	np1
's	's	ge
opportunity	opportunity	nn1
to	to	to
voice	voice	vvi
his	his	appge
misgivings	misgiving	nn2
about	about	ii
the	the	at
literary	literary	jj
life	life	nn1
,	,	y
and	and	cc
the	the	at
literary	literary	jj
life	life	nn1
story	story	nn1
.	.	y
<p>	<p>	y
But	but	ccb
Ravelstein	ravelstein	np1
might	might	vm
have	have	vhi
argued	argue	vvn
that	that	cst
there	there	ex
was	be	vbdz
a	a	at1
danger	danger	nn1
of	of	io
self-indulgence	self-indulgence	nn1_jj
in	in	ii
it	it	pph1
.	.	y
Either	either	rr_dd1
you	you	ppy
continue	continue	vv0
to	to	to
live	live	vvi
in	in	ii_rp@
epiphanies	epiphany	nn2
or	or	cc
you	you	ppy
shake	shake	vv0
them	them	ppho2
off	off	rp
and	and	cc
take	take	vv0
up	up	rp
trades	trade	nn2
and	and	cc
tasks	task	nn2
,	,	y
you	you	ppy
adopt	adopt	vv0
rational	rational	jj
principles	principle	nn2
and	and	cc
concern	concern	nn1_vv0@
yourself	yourself	ppx1
with	with	iw
society	society	nn1
and	and	cc
politics	politics	nn1
.	.	y
Then	then	rt
the	the	at
sense	sense	nn1
of	of	io
coming	come	vvg
from	from	ii
"	"	y
elsewhere	elsewhere	rl
"	"	y
vanishes	vanish	vvz
.	.	y
In	in	ii
my	my	appge
case	case	nn1
Ravelstein	ravelstein	np1
's	's	ge
opinion	opinion	nn1
was	be	vbdz
that	that	dd1
distinctiveness	distinctiveness	nn1
of	of	io
observation	observation	nn1
had	have	vhd
gone	go	vvn
much	much	rr
further	far	rrr
than	than	csn
it	it	pph1
should	should	vm
and	and	cc
was	be	vbdz
being	be	vbg
cultivated	cultivate	vvn
for	for	if
its	its	z'
own	own	da
strange	strange	jj
sake	sake	nn1
.	.	y
Mankind	mankind	nn1
had	have	vhd
first	first	md
claim	claim	nn1_vv0
on	on	ii
our	our	appge
attention	attention	nn1
and	and	cc
I	i	ppis1
indulged	indulge	vvd
my	my	appge
"	"	y
personal	personal	jj
metaphysics	metaphysics	nn2_nn1
"	"	y
too	too	rg
much	much	da1_rr
,	,	y
he	he	pphs1
thought	think	vvd
.	.	y
<p>	<p>	y
As	as	csa_ii@
"	"	y
Ravelstein	ravelstein	np1
might	might	vm
have	have	vhi
argued	argue	vvn
...	...	...
"	"	y
ends	end	vvz
up	up	rp
as	as	csa
"	"	y
he	he	pphs1
thought	think	vvd
,	,	y
"	"	y
Bellow	bellow	np1_nn1
conveys	convey	vvz
just	just	rr
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
of	of	io
their	their	appge
own	own	da
in	in	ii
our	our	appge
words	word	nn2
;	;	y
that	that	cst
we	we	ppis2
are	be	vbr
always	always	rr
speaking	speak	vvg_jj@
and	and	cc
writing	write	vvg_nn1
from	from	ii
other	other	jj
people	people	nn
's	's	ge
points	point	nn2
of	of	io
view	view	nn1
,	,	y
on	on	ii
their	their	appge
behalf	behalf	nn1
.	.	y
And	and	cc
often	often	rr
speaking	speak	vvg
in	in	ii_rp@
their	their	appge
voices	voice	nn2
back	back	rp
to	to	ii
them	them	ppho2
.	.	y
That	that	cst_dd1@
we	we	ppis2
might	might	vm
be	be	vbi
full	full	jj
of	of	io
other	other	jj
people	people	nn
--	--	x
engaged	engage	vvn_vvd_jj
in	in	ii
endless	endless	jj
mutual	mutual	jj
biography	biography	nn1
--	--	x
makes	make	vvz
a	a	at1
more	more	rgr
private	private	jj
sense	sense	nn1
of	of	io
self	self	nn1_jj%
difficult	difficult	jj
to	to	to
account	account	vvi
for	for	if
.	.	y
For	for	if
Chick	chick	np1_nn1_vv0
the	the	at
privacy	privacy	nn1
of	of	io
the	the	at
self	self	nn1
is	be	vbz
the	the	at
self	self	nn1
:	:	y
"	"	y
my	my	appge
feeling	feeling	nn1
was	be	vbdz
that	that	cst
you	you	ppy
could	could	vm
n't	n't	xx
be	be	vbi
known	know	vvn
thoroughly	thoroughly	rr
unless	unless	cs
you	you	ppy
found	find	vvd
a	a	at1
way	way	nn1
to	to	to
communicate	communicate	vvi
certain	certain	jj
'	'	ge
incommunicables	incommunicables	nn2
'	'	ge
--	--	x
your	your	appge
private	private	jj
metaphysics	metaphysics	nn2_nn1
.	.	y
"	"	y
For	for	if
Chick	chick	np1_nn1
's	's	ge
Ravelstein	ravelstein	np1_nn1@
,	,	y
private	private	jj
metaphysics	metaphysics	nn2_nn1
,	,	y
"	"	y
intimate	intimate	jj_vv0
metaphysics	metaphysics	nn2_nn1
,	,	y
"	"	y
is	be	vbz
the	the	at
pastime	pastime	nn1
of	of	io
people	people	nn
intimidated	intimidate	vvd_vvn@
by	by	ii
the	the	at
publicness	publicness	nn1
of	of	io
public	public	jj_nn1
life	life	nn1
.	.	y
"	"	y
A	a	at1
man	man	nn1
,	,	y
"	"	y
Ravelstein	ravelstein	np1
believed	believe	vvd
,	,	y
"	"	y
should	should	vm
be	be	vbi
able	able	jk
to	to	to
hear	hear	vvi
,	,	y
and	and	cc
to	to	to
bear	bear	vvi
,	,	y
the	the	at
worst	bad	jjt_rrt@
that	that	cst_dd1
could	could	vm
be	be	vbi
said	say	vvn@
of	of	io
him	him	ppho1
.	.	y
"	"	y
Being	be	vbg
assailable	assailable	jj
is	be	vbz
the	the	at
point	point	nn1
and	and	cc
not	not	xx
the	the	at
problem	problem	nn1
.	.	y
You	you	ppy
make	make	vv0
yourself	yourself	ppx1
out	out	ii21
of	of	ii22
what	what	ddq
the	the	at
world	world	nn1
makes	make	vvz
of	of	io
you	you	ppy
,	,	y
and	and	cc
what	what	ddq
you	you	ppy
can	can	vm
make	make	vvi
it	it	pph1
make	make	vvi
of	of	io
you	you	ppy
.	.	y
It	it	pph1
is	be	vbz
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
a	a	at1
willingness	willingness	nn1
to	to	to
let	let	vvi
the	the	at
self-esteem	self-esteem	nn1
structure	structure	nn1
be	be	vbi
attacked	attack	vvn
and	and	cc
burned	burn	vvn_vvd
to	to	ii
the	the	at
ground	ground	nn1
was	be	vbdz
a	a	at1
measure	measure	nn1
of	of	io
your	your	appge
seriousness	seriousness	nn1
.	.	y
"	"	y
In	in	ii
other	other	jj
words	word	nn2
,	,	y
for	for	if
Chick	chick	np1_nn1
's	's	ge
Ravelstein	ravelstein	np1_nn1@
shame	shame	nn1
is	be	vbz
a	a	at1
protection	protection	nn1
racket	racket	nn1
.	.	y
<p>	<p>	y
So	so	rr
,	,	y
much	much	da1_rr
play	play	nn1_vv0
is	be	vbz
made	make	vvn
in	in	ii
this	this	dd1
novel	novel	nn1_jj
by	by	ii
Ravelstein	ravelstein	np1
and	and	cc
Chick	chick	np1_nn1_vv0
and	and	cc
Bellow	bellow	nn1
of	of	io
Chick	chick	np1_nn1
's	's	ge
New	new	np1
England	england	np1
retreat	retreat	nn1
in	in	ii
the	the	at
country	country	nn1
.	.	y
In	in	ii
his	his	appge
"	"	y
fieldstone	fieldstone	nn1
house	house	nn1
"	"	y
with	with	iw
its	its	z'
"	"	y
old	old	jj
maples	maple	nn2
and	and	cc
hickory	hickory	nn1
trees	tree	nn2
"	"	y
Chick	chick	nn1_np1_vv0
hears	hear	vvz
very	very	rg
little	little	da1_rr
about	about	ii
what	what	ddq
other	other	jj
people	people	nn
think	think	vv0
of	of	io
him	him	ppho1
.	.	y
But	but	ccb
he	he	pphs1
has	have	vhz
to	to	to
bear	bear	vvi
what	what	ddq
Ravelstein	ravelstein	np1
thinks	think	vvz
and	and	cc
that	that	dd1_cst
,	,	y
in	in	ii
a	a	at1
sense	sense	nn1
,	,	y
is	be	vbz
what	what	ddq
Ravelstein	ravelstein	np1_nn1@
is	be	vbz
there	there	rl%
for	for	if
.	.	y
And	and	cc
why	why	rrq
,	,	y
by	by	ii
the	the	at
same	same	da
token	token	nn1_jj
,	,	y
Ravelstein	ravelstein	np1
has	have	vhz
chosen	choose	vvn
Chick	chick	nn1_np1_vv0
as	as	csa_ii@
his	his	appge
biographer	biographer	nn1
.	.	y
Chick	chick	vv0
always	always	rr
wants	want	vvz
to	to	to
hear	hear	vvi
what	what	ddq
Ravelstein	ravelstein	np1
has	have	vhz
to	to	to
say	say	vvi
,	,	y
and	and	cc
he	he	pphs1
enjoys	enjoy	vvz
bearing	bear	vvg
it	it	pph1
.	.	y
Ravelstein	ravelstein	nn1_np1@
,	,	y
who	who	pnqs
is	be	vbz
bored	bore	vvn
by	by	ii
the	the	at
country	country	nn1
,	,	y
comes	come	vvz
to	to	to
see	see	vvi
Chick	chick	nn1_np1
out	out	ii21
of	of	ii22
curiosity	curiosity	nn1
;	;	y
not	not	xx
curiosity	curiosity	nn1
about	about	ii
the	the	at
country	country	nn1
,	,	y
but	but	ccb
curiosity	curiosity	nn1
about	about	ii
Chick	chick	np1
's	's	ge
pleasure	pleasure	nn1
in	in	ii
it	it	pph1
.	.	y
"	"	y
He	he	pphs1
had	have	vhd
come	come	vvn
to	to	ii
the	the	at
country	country	nn1
to	to	to
see	see	vvi
me	me	ppio1
,	,	y
and	and	cc
the	the	at
visit	visit	nn1
was	be	vbdz
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
.	.	y
Why	why	rrq
did	do	vdd
I	i	ppis1
want	want	vvi
to	to	to
bury	bury	vvi
myself	myself	ppx1
in	in	ii
the	the	at
woods	wood	nn2
?	?	y
"	"	y
For	for	if
Ravelstein	ravelstein	np1
this	this	dd1
is	be	vbz
quite	quite	rg
literally	literally	rr
a	a	at1
kind	kind	nn1
of	of	io
death-in-life	death-in-life	nn1_jj
;	;	y
and	and	cc
the	the	at
preoccupation	preoccupation	nn1
with	with	iw
death	death	nn1
,	,	y
the	the	at
worry	worry	nn1@
about	about	ii
it	it	pph1
,	,	y
he	he	pphs1
considers	consider	vvz
definitely	definitely	rr
"	"	y
bourgeoisie	bourgeoisie	nn1
.	.	y
"	"	y
The	the	at
"	"	y
great-souled	great-souled	jj
"	"	y
live	live	jj_vv0
in	in	ii
the	the	at
knowledge	knowledge	nn1
of	of	io
death	death	nn1
,	,	y
but	but	ccb
they	they	pphs2
do	do	vd0
n't	n't	xx
distract	distract	vvi
themselves	themselves	ppx2
with	with	iw
the	the	at
terrors	terror	nn2
or	or	cc
the	the	at
attractions	attraction	nn2
of	of	io
it	it	pph1
.	.	y
So	so	rr
for	for	if
him	him	ppho1
,	,	y
"	"	y
the	the	at
drama	drama	nn1
of	of	io
the	the	at
season	season	nnt1
lacked	lack	vvd
real	real	jj
interest	interest	nn1
.	.	y
Not	not	xx
to	to	to
be	be	vbi
compared	compare	vvn
to	to	ii
the	the	at
human	human	jj_nn1
drama	drama	nn1
...	...	...
to	to	to
lose	lose	vvi
yourself	yourself	ppx1
in	in	ii
grasses	grass	nn2
,	,	y
leaves	leaf	nn2_vvz
,	,	y
winds	wind	nn2_vvz
,	,	y
birds	bird	nn2
,	,	y
or	or	cc
beasts	beast	nn2
was	be	vbdz
an	a	at1
evasion	evasion	nn1
of	of	io
higher	high	jjr
duties	duty	nn2
.	.	y
"	"	y
Thoreau	thoreau	np1@_nn1
's	's	ge
"	"	y
woods	wood	nn2
"	"	y
that	that	cst
keep	keep	vv0
turning	turn	vvg
up	up	rp
in	in	ii
this	this	dd1
book	book	nn1
--	--	x
"	"	y
I	i	ppis1
was	be	vbdz
not	not	xx
out	out	ii21
of	of	ii22
the	the	at
woods	wood	nn2
,	,	y
"	"	y
Chick	chick	np1_nn1_vv0
remarks	remark	vvz_nn2
as	as	csa
he	he	pphs1
begins	begin	vvz
to	to	to
recover	recover	vvi
from	from	ii
his	his	appge
own	own	da
near-fatal	near-fatal	jj
illness	illness	nn1
towards	towards	ii
the	the	at
end	end	nn1
of	of	io
the	the	at
book	book	nn1
--	--	x
are	be	vbr
for	for	if
Ravelstein	ravelstein	np1_nn1@
a	a	at1
false	false	jj
solution	solution	nn1
to	to	ii
the	the	at
problem	problem	nn1
of	of	io
politics	politics	nn1
,	,	y
to	to	ii
hearing	hearing	nn1_vvg
and	and	cc
bearing	bear	vvg_nn1@
what	what	ddq
other	other	jj
people	people	nn
say	say	vv0
about	about	ii
us	us	ppio2
;	;	y
and	and	cc
how	how	rrq
this	this	dd1
informs	inform	vvz
what	what	ddq
we	we	ppis2
can	can	vm
hear	hear	vvi
and	and	cc
say	say	vvi
and	and	cc
think	think	vvi
about	about	ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
be	be	vbi
alive	alive	jj
,	,	y
and	and	cc
to	to	to
be	be	vbi
alive	alive	jj
is	be	vbz
to	to	to
be	be	vbi
in	in	ii
circulation	circulation	nn1
.	.	y
And	and	cc
once	once	rr_cs@
we	we	ppis2
are	be	vbr
around	around	rg@_ii
other	other	jj
people	people	nn
our	our	appge
composure	composure	nn1
is	be	vbz
on	on	ii
the	the	at
line	line	nn1
.	.	y
"	"	y
To	to	to
lose	lose	vvi
your	your	appge
head	head	nn1
,	,	y
"	"	y
Ravelstein	ravelstein	np1
believed	believe	vvd
,	,	y
"	"	y
was	be	vbdz
the	the	at
great-souled	great-souled	jj
thing	thing	nn1
to	to	to
do	do	vdi
.	.	y
"	"	y
It	it	pph1
is	be	vbz
only	only	rr
with	with	iw
other	other	jj
people	people	nn
that	that	cst
the	the	at
great	great	jj
temptations	temptation	nn2
of	of	io
discretion	discretion	nn1
and	and	cc
indiscretion	indiscretion	nn1
are	be	vbr
available	available	jj
.	.	y
<p>	<p>	y
And	and	cc
yet	yet	rr
if	if	cs
Ravelstein	ravelstein	np1
were	be	vbdr
more	more	dar_rrr
of	of	io
an	a	at1
allegory	allegory	nn1
than	than	csn
it	it	pph1
is	be	vbz
--	--	x
and	and	cc
occasionally	occasionally	rr
it	it	pph1
seems	seem	vvz
like	like	ii
more	more	dar
of	of	io
an	a	at1
allegory	allegory	nn1
than	than	csn
it	it	pph1
is	be	vbz
--	--	x
there	there	ex_rl
would	would	vm
be	be	vbi
a	a	at1
simple	simple	jj
schema	schema	nn1
at	at	ii
its	its	z'
heart	heart	nn1
.	.	y
There	there	ex
is	be	vbz
the	the	at
solitude	solitude	nn1
of	of	io
Walden	walden	np1
,	,	y
and	and	cc
Ravelstein	ravelstein	np1
dying	dying	jj_vvg
of	of	io
AIDS	aids	nn2
:	:	y
AIDS	aids	nn2
as	as	ii_csa
the	the	at
worst	bad	jjt
consequence	consequence	nn1
