##1012950		
Maggie	maggie	np1
her	her	appge
fierce	fierce	jj
rage	rage	nn1
to	to	to
live	live	vvi
-	-	-
this	this	dd1
thirst	thirst	nn1
-	-	-
this	this	dd1
hunger	hunger	nn1
that	that	cst
made	make	vvd
her	her	appge_ppho1
restless	restless	jj
,	,	y
dissatisfied	dissatisfied	jj
and	and	cc
overly	overly	rr
pushy	pushy	jj
because	because	cs
her	her	appge
burning	burning	jj
passion	passion	nn1
"	"	y
to	to	to
live	live	vvi
life	life	nn1
to	to	ii
the	the	at
hilt	hilt	nn1
!	!	y
"	"	y
never	never	rr
found	find	vvn_vvd
a	a	at1
way	way	nn1
-	-	-
what	what	ddq
drove	drive	vvd
my	my	appge
mother	mother	nn1
was	be	vbdz
excitement	excitement	nn1
!	!	y
like	like	ii
the	the	at
brilliant	brilliant	jj
world	world	nn1
of	of	io
glamour	glamor	nn1
and	and	cc
lame	lame	jj_vv0@
nourishing	nourishing	nn1@_jj_vvg
on	on	ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
with	with	iw
ambition	ambition	nn1
from	from	ii
the	the	at
instant	instant	nnt1
the	the	at
von	von	np1
Ochsensteins	ochsensteins	np1
moved	move	vvd
in	in	rp@_ii
...	...	...
and	and	cc
this	this	dd1
drive	drive	nn1
...	...	...
this	this	dd1
ravenous	ravenous	jj
hunger	hunger	nn1
for	for	if
"	"	y
Everything	everything	pn1
!	!	y
"	"	y
as	as	csa
she	she	pphs1
put	put	vvd
it	it	pph1
...	...	...
made	make	vvd_vvn
the	the	at
mysterious	mysterious	jj
sense	sense	nn1
of	of	io
shame	shame	nn1
I	i	ppis1
carried	carry	vvd
,	,	y
even	even	rr
more	more	rgr
unbearable	unbearable	jj
.	.	y
Our	our	appge
bedroom	bedroom	nn1
,	,	y
my	my	appge
grandmother	grandmother	nn1
's	's	ge
and	and	cc
mine	mine	ppge_nn1
,	,	y
with	with	iw
its	its	z'
dingy	dingy	jj
organdy	organdy	jj_nn1
curtains	curtain	nn2
,	,	y
gray	gray	jj
and	and	cc
stiff	stiff	jj_rr@_nn1@
with	with	iw
neglect	neglect	nn1
,	,	y
our	our	appge
twin	twin	nn1_jj@
beds	bed	nn2
-	-	-
our	our	appge
little	little	jj
night	night	nnt1
table	table	nn1
and	and	cc
my	my	appge
desk	desk	nn1
and	and	cc
desk	desk	nn1
chair	chair	nn1
,	,	y
faced	face	vvd_vvn
directly	directly	rr
into	into	ii
the	the	at
Maestro	maestro	np1_nn1
's	's	ge
music	music	nn1
room	room	nn1
on	on	ii
their	their	appge
second	second	md
floor	floor	nn1
,	,	y
which	which	ddq
was	be	vbdz
a	a	at1
huge	huge	jj
room	room	nn1
with	with	iw
a	a	at1
black	black	jj
concert	concert	nn1
grand	grand	jj
piano	piano	nn1
and	and	cc
a	a	at1
piano	piano	nn1
bench	bench	nn1
,	,	y
where	where	cs_rrq
the	the	at
Maestro	maestro	nn1_np1
would	would	vm
sit	sit	vvi
for	for	if
hours	hour	nnt2
every	every	at1
day	day	nnt1
practicing	practice	vvg_nn1@
or	or	cc
composing	compose	vvg
in	in	ii31
front	front	ii32
of	of	ii33
a	a	at1
long	long	jj
wall	wall	nn1
of	of	io
glass	glass	nn1
windows	window	nn2
that	that	cst
looked	look	vvd
out	out	rp
over	over	ii
their	their	appge
latticed	latticed	jj@
terrace	terrace	nn1
-	-	-
over	over	ii
the	the	at
hedges	hedge	nn2
...	...	...
over	over	ii_rp
their	their	appge
long	long	jj
sprawling	sprawling	jj
lawns	lawn	nn2
,	,	y
their	their	appge
swimming	swimming	nn1
pool	pool	nn1
with	with	iw
the	the	at
high	high	jj
diving	diving	jj_nn1
board	board	nn1
and	and	cc
into	into	ii
our	our	appge
bedroom	bedroom	nn1
,	,	y
my	my	appge
grandmother	grandmother	nn1
's	's	ge
and	and	cc
mine	mine	nn1
...	...	...
and	and	cc
every	every	at1
night	night	nnt1
...	...	...
after	after	cs_ii
the	the	at
concert	concert	nn1
at	at	ii
the	the	at
Academy	academy	nn1
...	...	...
when	when	cs_rrq
everyone	everyone	pn1
in	in	ii
both	both	db2
houses	house	nn2
was	be	vbdz
sleeping	sleep	vvg_jj
-	-	-
I	i	ppis1
'd	have	vm
turn	turn	vvi
my	my	appge
head	head	nn1
slowly	slowly	rr
toward	toward	ii
the	the	at
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
the	the	at
other	other	jj
side	side	nn1
of	of	io
the	the	at
night	night	nnt1
...	...	...
every	every	at1
night	night	nnt1
...	...	...
night	night	nnt1
after	after	ii_cs
night	night	nnt1
...	...	...
I	i	ppis1
would	would	vm
see	see	vvi
Otto	otto	np1
von	von	np1
Ochsenstein	ochsenstein	np1
!	!	y
...	...	...
the	the	at
great	great	jj
composer	composer	nn1
!	!	y
-	-	-
pianist	pianist	nn1
!	!	y
and	and	cc
famed	famed	jj
conductor	conductor	nn1
of	of	io
the	the	at
Philadelphia	philadelphia	np1
Philharmonic	philharmonic	jj
!	!	y
in	in	ii
a	a	at1
satin	satin	nn1
dressing	dressing	nn1
gown	gown	nn1
with	with	iw
a	a	at1
satin	satin	nn1
scarf	scarf	nn1
around	around	ii_rp
his	his	appge
neck	neck	nn1
,	,	y
peering	peer	vvg
into	into	ii
our	our	appge
bedroom	bedroom	nn1
through	through	ii
heavy	heavy	jj
black	black	jj
binoculars	binoculars	nn2
.	.	y
Author	author	nn1
Affiliation	affiliation	nn1
Fredrica	fredrica	np1
Wagman	wagman	np1_nn1
,	,	y
a	a	at1
native	native	jj
Philadelphian	philadelphian	jj_nn1@
,	,	y
is	be	vbz
the	the	at
author	author	nn1
of	of	io
four	four	mc
other	other	jj
novels	novel	nn2
.	.	y
His	his	appge
Secret	secret	jj_nn1
Little	little	jj
Wife	wife	nn1
is	be	vbz
now	now	rt
available	available	jj
from	from	ii
Steerforth	steerforth	np1_rr
Press	press	nn1_vv0
.	.	y
<p>	<p>	y
##1012957		
There	there	ex
was	be	vbdz
something	something	pn1
in	in	ii
the	the	at
air	air	nn1
,	,	y
something	something	pn1
in	in	ii
the	the	at
wind	wind	nn1
.	.	y
It	it	pph1
was	be	vbdz
a	a	at1
kindly	kindly	jj
wind	wind	nn1
.	.	y
Trees	tree	nn2
were	be	vbdr
swaying	sway	vvg
,	,	y
though	though	cs
gently	gently	rr
,	,	y
and	and	cc
their	their	appge
leaves	leaf	nn2
were	be	vbdr
rustling	rustle	vvg
as	as	cs21
if	if	cs22
in	in	ii
applause	applause	nn1
to	to	ii
the	the	at
change	change	nn1
in	in	ii
the	the	at
weather	weather	nn1
.	.	y
<p>	<p>	y
This	this	dd1
had	have	vhd
been	be	vbn
going	go	vvg
on	on	rp@
for	for	if
several	several	da2
days	day	nnt2
.	.	y
The	the	at
men	man	nn2
and	and	cc
women	woman	nn2
who	who	pnqs
gauge	gauge	vv0%
the	the	at
climate	climate	nn1
on	on	ii
television	television	nn1
were	be	vbdr
exultant	exultant	jj
over	over	ii
the	the	at
unusual	unusual	jj
run	run	nn1
of	of	io
good	good	jj
weather	weather	nn1
as	as	cs21
if	if	cs22
it	it	pph1
was	be	vbdz
they	they	pphs2
who	who	pnqs
had	have	vhd
brought	bring	vvn
it	it	pph1
on	on	rp@
.	.	y
No	no	xx
violent	violent	jj
winds	wind	nn2
,	,	y
no	no	at
rains	rain	nn2@
,	,	y
no	no	at
fouled	fouled	jj
air	air	nn1
,	,	y
no	no	at
floods	flood	nn2
.	.	y
<p>	<p>	y
It	it	pph1
seemed	seem	vvd
as	as	cs21
if	if	cs22
the	the	at
violence	violence	nn1
in	in	ii
the	the	at
world	world	nn1
had	have	vhd
lessened	lessen	vvn
.	.	y
The	the	at
wars	war	nn2
,	,	y
the	the	at
massacres	massacre	nn2
in	in	ii
Africa	africa	np1
and	and	cc
Asia	asia	np1
,	,	y
had	have	vhd
slowed	slow	vvn
to	to	ii
a	a	at1
halt	halt	nn1
.	.	y
No	no	xx
killings	killing	nn2
,	,	y
no	no	at
bloodshed	bloodshed	nn1
.	.	y
Quiet	quiet	nn1@_jj
was	be	vbdz
in	in	ii
the	the	at
air	air	nn1
.	.	y
Something	something	pn1
was	be	vbdz
happening	happen	vvg
.	.	y
<p>	<p>	y
It	it	pph1
seems	seem	vvz
,	,	y
now	now	rt
in	in	ii
its	its	z'
retelling	retelling	nn1@_jj@
,	,	y
that	that	cst
it	it	pph1
all	all	db_rr@
began	begin	vvd
with	with	iw
a	a	at1
traffic	traffic	nn1
jam	jam	nn1_vv0
in	in	ii
Jerusalem	jerusalem	np1
.	.	y
It	it	pph1
was	be	vbdz
eight	eight	mc
in	in	ii
the	the	at
morning	morning	nnt1
,	,	y
a	a	at1
frantic	frantic	jj
hour	hour	nnt1
for	for	if
traffic	traffic	nn1
,	,	y
which	which	ddq
was	be	vbdz
crawling	crawl	vvg
slowly	slowly	rr
uphill	uphill	rl_jj
on	on	ii
the	the	at
main	main	jj
highway	highway	nn1
into	into	ii
the	the	at
city	city	nn1
.	.	y
The	the	at
police	police	nn2
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
what	what	ddq
was	be	vbdz
holding	hold	vvg
up	up	rp_ii@
the	the	at
traffic	traffic	nn1
but	but	ccb
were	be	vbdr
helpless	helpless	jj
to	to	to
unsnarl	unsnarl	vvi
it	it	pph1
.	.	y
Traveling	travel	vvg
up	up	ii
the	the	at
hill	hill	nn1
at	at	ii
a	a	at1
snail	snail	nn1
's	's	ge
pace	pace	nn1
was	be	vbdz
an	a	at1
old	old	jj
man	man	nn1
holding	hold	vvg
the	the	at
reins	rein	nn2
of	of	io
a	a	at1
horselike	horselike	jj
animal	animal	nn1
on	on	ii
whose	whose	ddqge
back	back	nn1
perched	perch	vvn_vvd@
a	a	at1
rider	rider	nn1
of	of	io
indefinite	indefinite	jj
shape	shape	nn1
.	.	y
<p>	<p>	y
The	the	at
old	old	jj
man	man	nn1
leading	lead	vvg
the	the	at
beast	beast	nn1
had	have	vhd
the	the	at
face	face	nn1
and	and	cc
the	the	at
figure	figure	nn1
of	of	io
a	a	at1
patriarch	patriarch	nn1
.	.	y
He	he	pphs1
had	have	vhd
a	a	at1
full	full	jj
,	,	y
flowing	flow	vvg_jj
white	white	jj
beard	beard	nn1
,	,	y
was	be	vbdz
tall	tall	jj
and	and	cc
full-bodied	full-bodied	jj
and	and	cc
was	be	vbdz
wearing	wear	vvg
a	a	at1
robe	robe	nn1
of	of	io
an	a	at1
odd	odd	jj
material	material	nn1
and	and	cc
shape	shape	nn1
.	.	y
On	on	ii
his	his	appge
head	head	nn1
was	be	vbdz
a	a	at1
large	large	jj
silken	silken	jj
hat	hat	nn1
formed	form	vvn_vvd
like	like	ii
a	a	at1
turban	turban	nn1
,	,	y
which	which	ddq
had	have	vhd
a	a	at1
debonair	debonair	jj
tilt	tilt	nn1
to	to	ii
it	it	pph1
.	.	y
His	his	appge
passenger	passenger	nn1
seemed	seem	vvd
somewhat	somewhat	rr
younger	young	jjr
,	,	y
though	though	cs
it	it	pph1
was	be	vbdz
not	not	xx
evident	evident	jj
because	because	ii21
of	of	ii22
the	the	at
billowing	billowing	jj@_nn1@
garment	garment	nn1
in	in	ii
which	which	ddq
the	the	at
rider	rider	nn1
was	be	vbdz
wrapped	wrap	vvn
.	.	y
The	the	at
robe	robe	nn1
was	be	vbdz
a	a	at1
rich	rich	jj
purple	purple	jj
color	color	nn1
,	,	y
which	which	ddq
is	be	vbz
not	not	xx
commonplace	commonplace	jj
in	in	ii
Israel	israel	np1
or	or	cc
even	even	rr
in	in	ii
Paris	paris	np1
.	.	y
<p>	<p>	y
An	a	at1
Israeli	israeli	jj_nn1
policeman	policeman	nn1
hurled	hurl	vvd_vvn
himself	himself	ppx1
out	out	ii21
of	of	ii22
his	his	appge
vehicle	vehicle	nn1
and	and	cc
ran	run	vvd
to	to	ii
the	the	at
old	old	jj
man	man	nn1
and	and	cc
his	his	appge
passenger	passenger	nn1
.	.	y
"	"	y
Hey	hey	uh
there	there	rl
,	,	y
cbevniman	cbevniman	nn1
,	,	y
you	you	ppy
're	be	vbr
blocking	blocking	jj_vvg
traffic	traffic	nn1
.	.	y
Move	move	vv0
to	to	ii
the	the	at
side	side	nn1
of	of	io
the	the	at
road	road	nn1
with	with	iw
your	your	appge
horse	horse	nn1
and	and	cc
passenger	passenger	nn1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
young	young	jj
man	man	nn1
,	,	y
"	"	y
the	the	at
patriarchal	patriarchal	jj
type	type	nn1
told	tell	vvd_vvn
him	him	ppho1
.	.	y
<p>	<p>	y
"	"	y
Whatever	whatever	ddqv
.	.	y
Just	just	rr
move	move	vv0
your	your	appge
ass	ass	nn1
and	and	cc
fast	fast	rr_jj
.	.	y
"	"	y
<p>	<p>	y
The	the	at
old	old	jj
man	man	nn1
looked	look	vvn_vvd
at	at	ii
the	the	at
policeman	policeman	nn1
kindly	kindly	rr_jj
.	.	y
"	"	y
Do	do	vd0
you	you	ppy
know	know	vvi
who	who	pnqs
I	i	ppis1
am	be	vbm
?	?	y
"	"	y
<p>	<p>	y
"	"	y
I	i	ppis1
do	do	vd0
n't	n't	xx
know	know	vvi
and	and	cc
I	i	ppis1
do	do	vd0
n't	n't	xx
care	care	vvi
.	.	y
You	you	ppy
're	be	vbr
a	a	at1
nudnick	nudnick	nn1
and	and	cc
you	you	ppy
're	be	vbr
blocking	blocking	jj_vvg
traffic	traffic	nn1
.	.	y
"	"	y
<p>	<p>	y
"	"	y
My	my	appge
name	name	nn1
is	be	vbz
Elijah	elijah	np1
,	,	y
"	"	y
he	he	pphs1
said	say	vvd
.	.	y
<p>	<p>	y
"	"	y
So	so	rr
?	?	y
"	"	y
die	dice	nn1%_vv0
policeman	policeman	nn1
said	say	vvd
.	.	y
<p>	<p>	y
"	"	y
I	i	ppis1
am	be	vbm
known	know	vvn
as	as	ii
Elijah	elijah	np1
me	me	ppio1
Prophet	prophet	nn1
,	,	y
if	if	cs
you	you	ppy
must	must	vm
know	know	vvi
.	.	y
Does	do	vdz
my	my	appge
name	name	nn1
mean	mean	vvi
anything	anything	pn1
to	to	ii
you	you	ppy
?	?	y
"	"	y
<p>	<p>	y
"	"	y
It	it	pph1
does	do	vdz
have	have	vhi
a	a	at1
ring	ring	nn1
to	to	ii
it	it	pph1
,	,	y
but	but	ccb
I	i	ppis1
do	do	vd0
n't	n't	xx
know	know	vvi
why	why	rrq
.	.	y
"	"	y
<p>	<p>	y
The	the	at
patriarch	patriarch	nn1
smiled	smile	vvd
.	.	y
"	"	y
I	i	ppis1
was	be	vbdz
at	at	ii
your	your	appge
bris	bris	nn1
,	,	y
young	young	jj
man	man	nn1
.	.	y
Of	of	rr21
course	course	rr22
you	you	ppy
would	would	vm
n't	n't	xx
remember	remember	vvi
diat	diat	nn1
.	.	y
I	i	ppis1
was	be	vbdz
also	also	rr
at	at	ii
the	the	at
bris	bris	nn1
of	of	io
your	your	appge
fellow	fellow	jj_nn1
officer	officer	nn1
in	in	ii
die	dice	nn1%_vv0_fw%
car	car	nn1
.	.	y
I	i	ppis1
remember	remember	vv0
him	him	ppho1
well	well	rr
.	.	y
<p>	<p>	y
"	"	y
Why	why	rrq
?	?	y
"	"	y
the	the	at
cop	cop	nn1
asked	ask	vvd
.	.	y
<p>	<p>	y
"	"	y
I	i	ppis1
wo	will	vm
n't	n't	xx
tell	tell	vvi
you	you	ppy
.	.	y
"	"	y
<p>	<p>	y
He	he	pphs1
continued	continue	vvd
.	.	y
"	"	y
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
's	's	ge
wine	wine	nn1
,	,	y
at	at	ii
his	his	appge
Seder	seder	nn1
,	,	y
Chaim	chaim	np1_vv0_nn1
.	.	y
"	"	y
<p>	<p>	y
"	"	y
Chaim	chaim	vv0_np1
!	!	y
How	how	rrq
do	do	vd0
you	you	ppy
know	know	vvi
my	my	appge
name	name	nn1
?	?	y
"	"	y
<p>	<p>	y
"	"	y
That	that	dd1
's	be	vbz
my	my	appge
profession	profession	nn1
,	,	y
young	young	jj
man	man	nn1
.	.	y
I	i	ppis1
go	go	vv0
to	to	ii
all	all	db
brisses	brisses	nn2
and	and	cc
I	i	ppis1
drink	drink	vv0
at	at	ii
all	all	db
seders	seder	nn2
.	.	y
"	"	y
He	he	pphs1
paused	pause	vvd
.	.	y
"	"	y
Does	do	vdz
that	that	dd1
tell	tell	vvi
you	you	ppy
something	something	pn1
about	about	ii
me	me	ppio1
?	?	y
"	"	y
<p>	<p>	y
"	"	y
Maybe	maybe	rr
,	,	y
"	"	y
Chaim	chaim	np1
answered	answer	vvd
.	.	y
"	"	y
Who	who	pnqs
's	be	vbz
your	your	appge
passenger	passenger	nn1
in	in	ii
that	that	dd1
fancy	fancy	jj_nn1
purple	purple	jj
cloak	cloak	nn1
wearing	wear	vvg
that	that	dd1_cst
funny	funny	jj
hat	hat	nn1
,	,	y
Uncle	uncle	nn1
,	,	y
"	"	y
he	he	pphs1
asked	ask	vvd
.	.	y
<p>	<p>	y
"	"	y
You	you	ppy
ca	can	vm
n't	n't	xx
guess	guess	vvi
?	?	y
"	"	y
the	the	at
patriarch	patriarch	nn1
asked	ask	vvd
.	.	y
<p>	<p>	y
"	"	y
No	no	xx
,	,	y
papa	papa	nn1
.	.	y
Just	just	rr
give	give	vv0
me	me	ppio1
his	his	appge
name	name	nn1
.	.	y
My	my	appge
partner	partner	nn1
is	be	vbz
writing	write	vvg
you	you	ppy
a	a	at1
summons	summons	nn1
and	and	cc
he	he	pphs1
needs	need	vvz
identification	identification	nn1
.	.	y
Okay	okay	rr
?	?	y
That	that	dd1
's	be	vbz
the	the	at
trouble	trouble	nn1
with	with	iw
you	you	ppy
old	old	jj
bastards	bastard	nn2
.	.	y
You	you	ppy
have	have	vh0
no	no	at
respect	respect	nn1
for	for	if
the	the	at
law	law	nn1
.	.	y
"	"	y
<p>	<p>	y
"	"	y
Which	which	ddq
law	law	nn1
,	,	y
Chaim	chaim	vv0_np1_nn1
!	!	y
"	"	y
<p>	<p>	y
"	"	y
Israeli	israeli	jj_nn1
law	law	nn1
,	,	y
for	for	if
Christ	christ	np1
sake	sake	nn1
.	.	y
"	"	y
<p>	<p>	y
"	"	y
Oh	oh	uh
,	,	y
that	that	dd1
law	law	nn1
.	.	y
I	i	ppis1
thought	think	vvd
you	you	ppy
meant	mean	vvd
God	god	np1
's	's	ge
law	law	nn1
.	.	y
"	"	y
<p>	<p>	y
"	"	y
Do	do	vd0
n't	n't	xx
be	be	vbi
disrespectful	disrespectful	jj
,	,	y
old	old	jj
man	man	nn1
.	.	y
Just	just	rr
give	give	vv0
me	me	ppio1
his	his	appge
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
"	"	y
My	my	appge
passenger	passenger	nn1
is	be	vbz
descended	descend	vvn
from	from	ii
the	the	at
House	house	nn1
of	of	io
David	david	np1
.	.	y
"	"	y
<p>	<p>	y
The	the	at
cop	cop	nn1
was	be	vbdz
furious	furious	jj
.	.	y
"	"	y
I	i	ppis1
do	do	vd0
n't	n't	xx
give	give	vvi
a	a	at1
shit	shit	nn1
if	if	cs
he	he	pphs1
is	be	vbz
descended	descend	vvn
from	from	ii
the	the	at
House	house	nn1
or	or	cc
Rothschild	rothschild	np1
.	.	y
Just	just	rr
give	give	vv0
me	me	ppio1
his	his	appge
name	name	nn1
.	.	y
"	"	y
<p>	<p>	y
"	"	y
Very	very	rg
well	well	rr
,	,	y
officer	officer	nn1
.	.	y
My	my	appge
passenger	passenger	nn1
is	be	vbz
the	the	at
Messiah	messiah	nn1
.	.	y
"	"	y
<p>	<p>	y
"	"	y
Messiah	messiah	nn1
,	,	y
"	"	y
the	the	at
policeman	policeman	nn1
shouted	shout	vvd
.	.	y
"	"	y
The	the	at
Messiah	messiah	nn1
.	.	y
You	you	ppy
've	have	vh0
got	get	vvn
to	to	to
be	be	vbi
shitting	shit	vvg
me	me	ppio1
.	.	y
"	"	y
<p>	<p>	y
"	"	y
I	i	ppis1
'm	be	vbm
afraid	afraid	jj
not	not	xx
,	,	y
Chaim	chaim	np1_vv0_nn1
.	.	y
"	"	y
<p>	<p>	y
Chaim	chaim	np1@_nn1
approached	approach	vvd
the	the	at
donkey	donkey	nn1
and	and	cc
its	its	z'
rider	rider	nn1
.	.	y
"	"	y
I	i	ppis1
've	have	vh0
got	get	vvn
to	to	to
take	take	vvi
a	a	at1
look	look	nn1
"	"	y
He	he	pphs1
removed	remove	vvd
the	the	at
headgear	headgear	nn1
from	from	ii
the	the	at
passenger	passenger	nn1
and	and	cc
was	be	vbdz
astonished	astonished	jj_vvn@
.	.	y
<p>	<p>	y
"	"	y
Listen	listen	vv0
,	,	y
Elijah	elijah	np1
or	or	cc
whatever	whatever	ddqv
the	the	at
hell	hell	nn1
your	your	appge
name	name	nn1
is	be	vbz
.	.	y
Your	your	appge
passenger	passenger	nn1
is	be	vbz
a	a	at1
woman	woman	nn1
.	.	y
"	"	y
He	he	pphs1
stopped	stop	vvd
and	and	cc
looked	look	vvn_vvd
at	at	ii
her	her	ppho1
suspiciously	suspiciously	rr
.	.	y
<p>	<p>	y
"	"	y
What	what	ddq
's	be	vbz
going	go	vvg
on	on	rp@_ii
here	here	rl
?	?	y
Is	be	vbz
she	she	pphs1
a	a	at1
hooker	hooker	nn1
?	?	y
"	"	y
the	the	at
policeman	policeman	nn1
asked	ask	vvd
.	.	y
<p>	<p>	y
"	"	y
A	a	at1@_zz1
hooker	hooker	nn1
.	.	y
What	what	ddq
's	be	vbz
a	a	at1
hooker	hooker	nn1
?	?	y
"	"	y
the	the	at
old	old	jj
man	man	nn1
inquired	inquire	vvd
.	.	y
<p>	<p>	y
"	"	y
A	a	at1@_zz1
hooker	hooker	nn1
is	be	vbz
a	a	at1
whore	whore	z'
.	.	y
A	a	at1
prostitute	prostitute	nn1
,	,	y
for	for	if
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
to	to	to
take	take	vvi
you	you	ppy
in	in	rp@
,	,	y
but	but	ccb
first	first	md
I	i	ppis1
've	have	vh0
got	get	vvn
to	to	to
read	read	vvi
you	you	ppy
your	your	appge
rights	right	nn2
.	.	y
This	this	dd1
is	be	vbz
serious	serious	jj
business	business	nn1
.	.	y
"	"	y
<p>	<p>	y
He	he	pphs1
read	read	vvd
him	him	ppho1
his	his	appge
rights	right	nn2
in	in	ii
a	a	at1
monotone	monotone	nn1
.	.	y
He	he	pphs1
took	take	vvd
out	out	rp
his	his	appge
cell	cell	nn1
phone	phone	nn1
and	and	cc
began	begin	vvd
to	to	to
speak	speak	vvi
rapidly	rapidly	rr
.	.	y
He	he	pphs1
was	be	vbdz
being	be	vbg
transferred	transfer	vvn
from	from	ii
one	one	mc1
office	office	nn1
to	to	ii
another	another	dd1
.	.	y
With	with	iw
each	each	dd1
transfer	transfer	nn1
,	,	y
Chaim	chaim	np1
's	's	ge
voice	voice	nn1
became	become	vvd
more	more	rgr_dar
panicky	panicky	jj
.	.	y
He	he	pphs1
sounded	sound	vvd
flustered	flustered	jj@_vvd
and	and	cc
confused	confused	jj_vvn
and	and	cc
irate	irate	jj
.	.	y
He	he	pphs1
did	do	vdd
not	not	xx
enjoy	enjoy	vvi
his	his	appge
last	last	md
conversation	conversation	nn1
.	.	y
Abruptly	abruptly	rr
,	,	y
he	he	pphs1
completed	complete	vvd
his	his	appge
call	call	nn1
.	.	y
Without	without	iw
any	any	dd
explanation	explanation	nn1
,	,	y
he	he	pphs1
turned	turn	vvd
to	to	ii
his	his	appge
two	two	mc
visitors	visitor	nn2
and	and	cc
said	say	vvd
,	,	y
"	"	y
I	i	ppis1
'm	be	vbm
ordered	order	vvn
to	to	to
deliver	deliver	vvi
you	you	ppy
to	to	ii
the	the	at
Prime	prime	jj
Minister	minister	nn1
's	's	ge
residence	residence	nn1
.	.	y
"	"	y
<p>	<p>	y
They	they	pphs2
entered	enter	vvd
an	a	at1
oversized	oversized	jj@
office	office	nn1
that	that	cst
contained	contain	vvd
a	a	at1
large	large	jj
number	number	nn1
of	of	io
archaeological	archaeological	jj
millennia-old	millennia-old	jj
vessels	vessel	nn2
.	.	y
Seated	seat	vvn_jj
at	at	ii
a	a	at1
large	large	jj
relic-strewn	relic-strewn	jj_nn1
desk	desk	nn1
was	be	vbdz
the	the	at
Prime	prime	jj
Minister	minister	nn1
,	,	y
who	who	pnqs
rose	rise	vvd
to	to	to
greet	greet	vvi
them	them	ppho2
.	.	y
<p>	<p>	y
"	"	y
Welcome	welcome	vv0_nn1_jj
,	,	y
"	"	y
he	he	pphs1
said	say	vvd
,	,	y
and	and	cc
was	be	vbdz
about	about	rpk
to	to	to
say	say	vvi
more	more	dar
but	but	ccb
he	he	pphs1
was	be	vbdz
interrupted	interrupt	vvn
by	by	ii
Elijah	elijah	np1
,	,	y
who	who	pnqs
pointed	point	vvd
to	to	ii
an	a	at1
ancient	ancient	jj
urn	urn	nn1
on	on	ii
the	the	at
Prime	prime	jj
